ORGANIZATION,CITY,STATE,COUNTRY,AWARDS,FUNDING
"ACTIVESITE PHARMACEUTICALS, INC.",BERKELEY,CA,UNITED STATES,1,"$389,453"
"ACTUATED MEDICAL, INC.",Bellefonte,PA,UNITED STATES,2,"$644,005"
"ADA TECHNOLOGIES, INC.",LITTLETON,CO,UNITED STATES,3,"$1,151,535"
ADAPTIVE TCR CORPORATION,SEATTLE,WA,UNITED STATES,1,"$332,770"
"ADARZA BIOSYSTEMS, INC.",WEST HENRIETTA,NY,UNITED STATES,1,"$874,681"
"ADDIS, INC.",CAMP SPRINGS,MD,UNITED STATES,1,"$755,449"
ADURO BIOTECH,BERKELEY,CA,UNITED STATES,1,"$200,763"
"ADVANCED BIODEVICES, LLC",PRINCETON,NJ,UNITED STATES,1,"$198,970"
"ADVANCED BIOMEDICAL MACHINES, INC.",STONY BROOK,NY,UNITED STATES,1,"$795,459"
"ADVANCED BIOSCIENCE LABORATORIES, INC.",KENSINGTON,MD,UNITED STATES,5,"$12,543,408"
"ADVANCED CELL DIAGNOSTICS, INC.",HAYWARD,CA,UNITED STATES,1,"$997,818"
"ADVANCED CIRCULATORY SYSTEMS, INC.",EDEN PRAIRIE,MN,UNITED STATES,2,"$1,177,517"
"ADVANCED DIGITAL SYSTEMS, INC.",Durham,NC,UNITED STATES,1,"$143,112"
"ADVANCED GENETIC SYSTEMS, INC.",SAN FRANCISCO,CA,UNITED STATES,1,"$288,691"
"ADVANCED GENOMIC TECHNOLOGY, LLC",LOUISVILLE,KY,UNITED STATES,1,"$121,890"
ADVANCED LIQUID LOGIC,RESEARCH TRIANGLE PARK,NC,UNITED STATES,2,"$1,313,790"
ADVANCED LIQUID LOGIC,RESEARCH TRIANGLE PARK,NC,UNITED STATES,1,"$168,208"
ADVANCED MEDICAL ELECTRONICS CORPORATION,MAPLE GROVE,MN,UNITED STATES,12,"$3,850,539"
"ADVANCED MICROLABS, LLC",FORT COLLINS,CO,UNITED STATES,1,"$444,003"
"ADVANCED MRI TECHNOLOGY, LLC",SEBASTOPOL,CA,UNITED STATES,1,"$374,920"
"ADVANCED NEURAL DYNAMICS, INC.",DOYLESTOWN,PA,UNITED STATES,1,"$294,315"
ADVANCED PROCESS COMBINATORICS,WEST LAFAYETTE,IN,UNITED STATES,1,"$143,462"
"ADVANCED TARGETING SYSTEMS, INC.",SAN DIEGO,CA,UNITED STATES,1,"$150,480"
"ADVANCED TELECARE, LLC",CHAPEL HILL,NC,UNITED STATES,1,"$200,728"
ADVANCES IN MINERAL METABOLISM,ROCHESTER,MN,UNITED STATES,1,"$15,000"
"ADVR, INC.",BOZEMAN,MT,UNITED STATES,1,"$57,294"
"AEON IMAGING, LLC",BLOOMINGTON,IN,UNITED STATES,1,"$921,509"
AERAS GLOBAL TB VACCINE FOUNDATION,ROCKVILLE,MD,UNITED STATES,1,"$94,727"
"AERODYNE RESEARCH, INC",BILLERICA,MA,UNITED STATES,1,"$998,113"
"AEROMICS, LLC",CLEVELAND,OH,UNITED STATES,1,"$754,297"
"AESTUS THERAPEUTICS, INC.",North Brunswick,NJ,UNITED STATES,1,"$981,598"
"AFASCI, INC.",Redwood City,CA,UNITED STATES,2,"$648,590"
"AFFINERGY ,INC",RESEARCH TRIANGLE PARK,NC,UNITED STATES,7,"$5,364,344"
"AFFOMIX, INC.",Branford,CT,UNITED STATES,3,"$490,293"
AG BELL ASSN FOR DEAF & HARD OF HEARING,WASHINGTON,DC,UNITED STATES,1,"$28,245"
AGA KHAN UNIVERSITY,KARACHI,,PAKISTAN,4,"$595,916"
"AGENTA BIOTECHNOLOGIES, INC.",BIRMINGHAM,AL,UNITED STATES,2,"$764,545"
"AGENTASE, LLC",PITTSBURGH,PA,UNITED STATES,0,"$1,000"
"AGILE GENOMICS, LLC",Mt Pleasant,SC,UNITED STATES,1,"$100,000"
"AGILE SCIENCES, INC.",RALEIGH,NC,UNITED STATES,2,"$537,456"
"AGILTRON, INC.",WOBURN,MA,UNITED STATES,1,"$99,920"
AGNES SCOTT COLLEGE,DECATUR,GA,UNITED STATES,2,"$265,695"
"AGRI-ANALYSIS, LLC",West Sacramento,CA,UNITED STATES,1,"$339,328"
"AKESO HEALTH SCIENCES, LLC",WESTLAKE VILLAGE,CA,UNITED STATES,1,"$264,075"
"AKINA, INC.",WEST LAFAYETTE,IN,UNITED STATES,1,"$381,341"
"AKONNI BIOSYSTEMS, INC.",Frederick,MD,UNITED STATES,2,"$1,194,514"
ALABAMA STATE UNIVERSITY,MONTGOMERY,AL,UNITED STATES,1,"$338,288"
ALAN GUTTMACHER INSTITUTE,NEW YORK,NY,UNITED STATES,2,"$563,585"
ALBANY COLLEGE OF PHARMACY,ALBANY,NY,UNITED STATES,4,"$965,582"
ALBANY MEDICAL COLLEGE,ALBANY,NY,UNITED STATES,45,"$12,875,765"
"ALBANY RESEARCH INSTITUTE, INC.",ALBANY,NY,UNITED STATES,1,"$268,006"
ALBANY STATE UNIVERSITY,ALBANY,GA,UNITED STATES,3,"$1,315,853"
"ALBA-TECHNIC, LLC",ARUNDEL,ME,UNITED STATES,1,"$397,384"
ALBERT EINSTEIN COL OF MED YESHIVA UNIV,BRONX,NY,UNITED STATES,329,"$155,645,441"
ALBERT EINSTEIN HEALTHCARE NETWORK,PHILADELPHIA,PA,UNITED STATES,3,"$1,315,624"
ALCHEM LABORATORIES CORPORATION,ALACHUA,FL,UNITED STATES,2,"$387,000"
"ALCOMED, INC.",LEXINGTON,KY,UNITED STATES,1,"$239,908"
ALCOR BIOSEPARATIONS,PALO ALTO,CA,UNITED STATES,1,"$226,198"
ALCORN STATE UNIVERSITY,ALCORN STATE,MS,UNITED STATES,2,"$154,092"
"ALDERON BIOSCIENCES, INC.",Beaufort,NC,UNITED STATES,1,"$470,619"
"ALEXANDER BIODISCOVERIES, LLC",CHARLOTTESVILLE,VA,UNITED STATES,1,"$300,000"
ALFRED I. DU PONT HOSP FOR CHILDREN,WILMINGTON,DE,UNITED STATES,6,"$3,210,430"
ALION SCIENCE AND TECHNOLOGY CORP,DURHAM,NC,UNITED STATES,1,"$5,447,184"
"ALKERMES, INC.",WALTHAM,MA,UNITED STATES,1,"$1,061,000"
"ALKYMOS, INC",LEXINGTON,KY,UNITED STATES,1,"$547,020"
ALLAN HANCOCK COLLEGE,SANTA MARIA,CA,UNITED STATES,1,"$187,117"
ALLEGHENY-SINGER RESEARCH INSTITUTE,PITTSBURGH,PA,UNITED STATES,5,"$1,637,579"
"ALLEGRO DIAGNOSTICS, INC.",BOSTON,MA,UNITED STATES,1,"$1,823,081"
ALLELE BIOTECHNOLOGY AND PHARMACEUTICALS,SAN DIEGO,CA,UNITED STATES,1,"$199,918"
ALLEN INSTITUTE FOR BRAIN SCIENCE,SEATTLE,WA,UNITED STATES,3,"$1,117,191"
"ALLIED INNOVATIVE SYSTEMS, LLC",HILLSBOROUGH,NJ,UNITED STATES,1,"$184,784"
ALLINA HEALTH SYSTEM,MINNEAPOLIS,MN,UNITED STATES,1,"$192,281"
"ALLUVIUM BIOSCIENCES, INC.",ANN ARBOR,MI,UNITED STATES,1,"$114,971"
ALMA COLLEGE,ALMA,MI,UNITED STATES,1,"$64,051"
"ALPHA GENESIS, INC.",YEMASSEE,SC,UNITED STATES,1,"$1,117,112"
"ALPHA OMEGA BIOTECHNOLOGY SERVICES, LLC",WOODBINE,MD,UNITED STATES,1,"$2,361,214"
"ALPHACORE PHARMA, LLC",ANN ARBOR,MI,UNITED STATES,1,"$1,022,830"
"ALPHASNIFFER, LLC",BOULDER,CO,UNITED STATES,1,"$99,521"
"ALPHASNIFFER, LLC",BOULDER,CO,UNITED STATES,1,"$150,000"
ALTARUM INSTITUTE,ANN ARBOR,MI,UNITED STATES,1,"$317,162"
ALTOR BIOSCIENCE CORPORATION,MIRAMAR,FL,UNITED STATES,1,"$990,016"
"ALTRAVAX, INC.",FRAGO,ND,UNITED STATES,3,"$897,911"
"ALTRUM TECHNOLOGIES, INC.",VIENNA,VA,UNITED STATES,2,"$317,808"
ALZHEIMER'S DRUG DISCOVERY FOUNDATION,NEW YORK,NY,UNITED STATES,1,"$85,000"
"AM BIOTECHNOLOGIES, LLC",HOUSTON,TX,UNITED STATES,1,"$200,000"
"AM BIOTECHNOLOGIES, LLC",Houston,TX,UNITED STATES,1,"$474,025"
"AMBERGEN, INC",WATERTOWN,MA,UNITED STATES,4,"$2,132,291"
"AMBION DIAGNOSTICS, INC.",AUSTIN,TX,UNITED STATES,5,"$2,329,628"
AMERICAN ACADEMY OF ADDICTION PSYCHIATRY,East Providence,RI,UNITED STATES,1,"$50,000"
"AMERICAN ACADEMY OF AUDIOLOGY, INC.",RESTON,VA,UNITED STATES,1,"$30,000"
AMERICAN ACADEMY OF HEALTH BEHAVIOR,Rudolph,OH,UNITED STATES,1,"$44,600"
AMERICAN ACADEMY OF ORTHOPAEDIC SURGEONS,ROSEMONT,IL,UNITED STATES,2,"$48,000"
AMERICAN ACADEMY OF PEDIATRICS,ELK GROVE VILLAGE,IL,UNITED STATES,2,"$593,712"
AMERICAN ACADEMY-CHILD/ADOLESCENT PSYCH,WASHINGTON,DC,UNITED STATES,1,"$1,248,633"
AMERICAN ASSOCIATION FOR CANCER RESEARCH,PHILADELPHIA,PA,UNITED STATES,3,"$985,983"
AMERICAN ASSOCIATION FOR DENTAL RESEARCH,ALEXANDRIA,VA,UNITED STATES,1,"$50,000"
"AMERICAN CANCER SOCIETY, INC.",ATLANTA,GA,UNITED STATES,1,"$312,578"
AMERICAN COLLEGE OF CHEST PHYSICIANS,NORTHBROOK,IL,UNITED STATES,1,"$11,000"
AMERICAN COLLEGE OF MEDICAL GENETICS,BETHESDA,MD,UNITED STATES,1,"$3,628,283"
AMERICAN COLLEGE OF RADIOLOGY,RESTON,VA,UNITED STATES,3,"$29,536,673"
AMERICAN COLLEGE OF RHEUMATOLOGY,ATLANTA,GA,UNITED STATES,2,"$86,000"
AMERICAN COLLEGE OF SPORTS MEDICINE,INDIANAPOLIS,IN,UNITED STATES,1,"$2,200"
AMERICAN DENTAL ASSOCIATION FOUNDATION,CHICAGO,IL,UNITED STATES,4,"$1,142,912"
AMERICAN FEDERATION FOR MEDICAL RESEARCH,BEVERLY,MA,UNITED STATES,1,"$55,713"
AMERICAN FOUNDATION FOR AIDS RESEARCH,NEW YORK,NY,UNITED STATES,1,"$1,705,075"
"AMERICAN HEALTH SCIENCES, LLC",SAN FRANCISCO,CA,UNITED STATES,1,"$90,750"
AMERICAN INSTITUTES FOR RESEARCH,WASHINGTON,DC,UNITED STATES,2,"$5,451,030"
AMERICAN INSTITUTES FOR RESEARCH,WASHINGTON,DC,UNITED STATES,1,"$900,000"
AMERICAN LIFE SCIENCE PHARMACEUTICALS,SAN DIEGO,CA,UNITED STATES,3,"$1,400,194"
AMERICAN MUSEUM OF NATURAL HISTORY,NEW YORK,NY,UNITED STATES,1,"$216,480"
AMERICAN ORTHOPAEDIC SOCIETY/SPORTS MED,ROSEMONT,IL,UNITED STATES,1,"$25,000"
AMERICAN PHYSICIANS SCIENTISTS ASSN,URBANA,IL,UNITED STATES,1,"$56,949"
AMERICAN PHYSIOLOGICAL SOCIETY,BETHESDA,MD,UNITED STATES,2,"$574,381"
AMERICAN PSYCHIATRIC FOUNDATION,ARLINGTON,VA,UNITED STATES,2,"$255,483"
AMERICAN PSYCHOLOGICAL ASSOCIATION,WASHINGTON,DC,UNITED STATES,1,"$246,014"
AMERICAN PSYCHOPATHOLOGICAL ASSOCIATION,SAINT LOUIS,MO,UNITED STATES,1,"$42,582"
AMERICAN PSYCHOSOCIAL ONCOLOGY SOCIETY,CHARLOTTESVILLE,VA,UNITED STATES,1,"$20,000"
"AMERICAN REGISTRY OF PATHOLOGY, INC.",WASHINGTON,DC,UNITED STATES,1,"$122,650"
AMERICAN SOC OF PED HEMATOLOGY/ONCOLOGY,GLENVIEW,IL,UNITED STATES,1,"$10,000"
AMERICAN SOCIETY FOR APHERESIS,VANCOUVER,BC,CANADA,1,"$5,000"
AMERICAN SOCIETY FOR BONE & MINERAL RES,WASHINGTON,DC,UNITED STATES,1,"$100,000"
AMERICAN SOCIETY FOR CELL BIOLOGY,BETHESDA,MD,UNITED STATES,1,"$581,837"
AMERICAN SOCIETY FOR INVESTIG PATHOLOGY,BETHESDA,MD,UNITED STATES,1,"$10,000"
AMERICAN SOCIETY FOR MICROBIOLOGY,WASHINGTON,DC,UNITED STATES,7,"$217,322"
AMERICAN SOCIETY FOR NEUROCHEMISTRY,WINDERMERE,FL,UNITED STATES,1,"$17,500"
AMERICAN SOCIETY FOR PARENT & ENTER NUTR,SILVER SPRING,MD,UNITED STATES,1,"$22,000"
AMERICAN SOCIETY OF ADDICTION MEDICINE,CHEVY CHASE,MD,UNITED STATES,2,"$49,600"
AMERICAN SOCIETY OF ANDROLOGY,SCHAUMBURG,IL,UNITED STATES,2,"$29,500"
AMERICAN SOCIETY OF GENE THERAPY,MILWAUKEE,WI,UNITED STATES,2,"$23,000"
AMERICAN SOCIETY OF HEMATOLOGY,WASHINGTON,DC,UNITED STATES,1,"$47,500"
"AMERICAN SOCIETY OF NEPHROLOGY, INC.",WASHINGTON,DC,UNITED STATES,1,"$12,000"
AMERICAN SOCIETY/ CLINICAL IINVESTIGATIO,ANN ARBOR,MI,UNITED STATES,1,"$20,000"
AMERICAN SOCIETY/GRAVITAT/SPACE BIOLOGY,CHAPEL HILL,NC,UNITED STATES,1,"$15,000"
AMERICAN SOCIETY/REPRODUCTIVE IMMUNOLOGY,Vernon Hills,IL,UNITED STATES,1,"$6,000"
AMERICAN SPEECH-LANGUAGE-HEARING ASSN,ROCKVILLE,MD,UNITED STATES,2,"$59,660"
AMERICAN THORACIC SOCIETY,NEW YORK,NY,UNITED STATES,1,"$10,000"
AMERICAN TYPE CULTURE COLLECTION,MANASSAS,VA,UNITED STATES,5,"$21,691,261"
AMERICAN UNIVERSITY,WASHINGTON,DC,UNITED STATES,4,"$1,604,513"
AMERICAN UROLOGICAL ASSOCIATION,LINTHICUM,MD,UNITED STATES,1,"$15,000"
"AMES TECHNOLOGY, INC.",PORTLAND,OR,UNITED STATES,2,"$901,890"
AMRON CORPORATION,MC LEAN,VA,UNITED STATES,1,"$351,514"
"ANALYTICAL BIOLOGICAL SERVICES, INC.",WILMINGTON,DE,UNITED STATES,1,"$2,312,715"
"ANCORA PHARMACEUTICALS, INC.",MEDFORD,MA,UNITED STATES,1,"$264,110"
"ANDROBIOSYS, INC.",BUFFALO,NY,UNITED STATES,1,"$999,642"
"ANERGIX, LLC",MANHATTAN BEACH,CA,UNITED STATES,1,"$190,690"
ANGIOGENEX,NEW YORK,NY,UNITED STATES,1,"$163,150"
ANGIOMA ALLIANCE,NORFOLK,VA,UNITED STATES,1,"$10,350"
ANGION BIOMEDICA CORPORATION,GARDEN CITY,NY,UNITED STATES,15,"$11,447,384"
"ANIMA CELL METROLOGY, INC",BERNARDSVILLE,NJ,UNITED STATES,1,"$200,000"
"ANIMOTION, INC.",SAN FRANCISCO,CA,UNITED STATES,1,"$124,139"
"ANTEX BIOLOGICS, INC.",GAITHERSBURG,MD,UNITED STATES,2,"$690,890"
"ANTEX BIOLOGICS, INC.",GAITHERSBURG,MD,UNITED STATES,2,"$20,465,355"
"ANTHROTRONIX, INC.",SILVER SPRING,MD,UNITED STATES,0,"$66,997"
"ANTICANCER, INC.",SAN DIEGO,CA,UNITED STATES,1,"$374,950"
"APC BIOTECHNOLOGY SERVICES, INC.",Rockville,MD,UNITED STATES,1,"$375,000"
"APD LIFE SCIENCES, INC.",STATE COLLEGE,PA,UNITED STATES,1,"$97,535"
"APEX BIOMEDICAL COMPANY, LLC",PORTLAND,OR,UNITED STATES,1,"$100,175"
APHIOS CORPORATION,WOBURN,MA,UNITED STATES,1,"$263,690"
APOGEE BIOTECHNOLOGY CORPORATION,Hummelstown,PA,UNITED STATES,2,"$568,141"
"APOIMMUNE, INC",LOUISVILLE,KY,UNITED STATES,1,"$403,924"
"APOLIFE, INC.",DETROIT,MI,UNITED STATES,1,"$297,532"
"APPLIED BIOMATHEMATICS, INC.",SETAUKET,NY,UNITED STATES,1,"$374,947"
APPLIED GENETIC TECHNOLOGIES CORPORATION,ALACHUA,FL,UNITED STATES,1,"$143,082"
"APPLIED GEOSOLUTIONS, LLC",DURHAM,NH,UNITED STATES,1,"$149,918"
"APPLIED NANOTECH, INC.",AUSTIN,TX,UNITED STATES,1,"$99,237"
"APPLIED SCIENCE INNOVATIONS, INC.",TROY,NY,UNITED STATES,1,"$350,592"
"APT THERAPEUTICS, INC.",SAINT LOUIS,MO,UNITED STATES,3,"$1,338,907"
"APTAKON, INC.",KANSAS CITY,MO,UNITED STATES,1,"$149,857"
"APTAKON, INC.",KANSAS CITY,MO,UNITED STATES,1,"$97,500"
"ARAVASC, INC.",SUNNYVALE,CA,UNITED STATES,1,"$199,999"
ARBOR VITA CORPORATION,Fremont,CA,UNITED STATES,4,"$2,421,769"
"ARCHIEMD, INC.",MIAMI BEACH,FL,UNITED STATES,2,"$648,130"
"ARCHIEMD, INC.",Boca Raton,FL,UNITED STATES,1,"$99,948"
"ARGINETIX, INC.",LUTHERVILLE,MD,UNITED STATES,1,"$365,333"
"ARGOS THERAPEUTICS, INC.",DURHAM,NC,UNITED STATES,1,"$15,067,360"
"ARIDIS PHARMACEUTICALS, LLC",SAN JOSE,CA,UNITED STATES,1,"$299,869"
ARIETIS,BOSTON,MA,UNITED STATES,2,"$1,285,549"
ARIZONA SCIENCE CENTER,PHOENIX,AZ,UNITED STATES,1,"$236,746"
ARIZONA STATE UNIVERSITY,TEMPE,AZ,UNITED STATES,1,"$336,943"
ARIZONA STATE UNIVERSITY,TEMPE,AZ,UNITED STATES,95,"$36,413,233"
ARKANSAS CHILDREN'S HOSPITAL RES INST,LITTLE ROCK,AR,UNITED STATES,16,"$5,153,710"
ARKANSAS CHILDREN'S HOSPITAL RES INST,LITTLE ROCK,AR,UNITED STATES,1,"$3,821,728"
"ARMAGEN TECHNOLOGIES, INC.",SANTA MONICA,CA,UNITED STATES,1,"$982,874"
"ARONORA, LLC",PORTLAND,OR,UNITED STATES,2,"$695,633"
ARRAYMAX JOINT VENTURE PARTNERSHIP,GREENBELT,MD,UNITED STATES,1,"$258,959"
"ARRAYOMICS, INC.",SAN DIEGO,CA,UNITED STATES,1,"$764,622"
"ARSERVICES, LTD",LORTON,VA,UNITED STATES,1,"$566,165"
"ARTANN LABORATORIES, INC.",TRENTON,NJ,UNITED STATES,3,"$1,355,032"
"ARTERIOCYTE, INC.",CLEVELAND,OH,UNITED STATES,2,"$1,914,324"
"ARTHROCHIP, LLC",FRANKLIN,TN,UNITED STATES,1,"$883,821"
"ARTIFICIAL CELL TECHNOLOGIES, INC.",NEW HAVEN,CT,UNITED STATES,1,"$300,000"
"ASH STEVENS, INC.",DETROIT,MI,UNITED STATES,3,"$1,981,000"
ASHLAND UNIVERSITY,ASHLAND,OH,UNITED STATES,1,"$158,996"
"ASKLEPIOS BIOPHARMACEUTICAL, INC.",CHAPEL HILL,NC,UNITED STATES,1,$1
ASOCIACION CIVIL IMPACTA SALUD Y EDUCACN,LIMA,,PERU,1,"$2,101,053"
"ASPEN MEDISYS, LLC",MARLBOROUGH,MA,UNITED STATES,1,"$200,000"
ASSN/MEDICAL EDUC & RES IN SUBS ABUSE,PROVIDENCE,RI,UNITED STATES,1,"$34,500"
ASSOCIATION /AMERICAN CANCER INSTITUTES,PITTSBURGH,PA,UNITED STATES,1,"$25,000"
ASSOCIATION FOR RES IN VISION & OPHTHAL,ROCKVILLE,MD,UNITED STATES,2,"$132,530"
ASSOCIATION FOR RESEARCH/NERV & MENT DIS,NEW YORK,NY,UNITED STATES,1,"$20,000"
"ASTERAND, INC.",DETROIT,MI,UNITED STATES,1,"$5,360,978"
"ASTHMA, INC.",SEATTLE,WA,UNITED STATES,1,"$194,124"
"ASTRAEA THERAPEUTICS, LLC",Mountain View,CA,UNITED STATES,2,"$844,618"
"ATACTIC TECHNOLOGIES, INC.",HOUSTON,TX,UNITED STATES,2,"$814,889"
"ATERIS TECHNOLOGIES, LLC",Bozeman,MT,UNITED STATES,1,"$106,003"
"ATHENA GROUP, INC.",GAINESVILLE,FL,UNITED STATES,1,"$392,083"
"ATHERSYS, INC.",CLEVELAND,OH,UNITED STATES,2,"$491,525"
"ATLANTIC HEALTH SYSTEM, INC.",MORRISTOWN,NJ,UNITED STATES,1,"$335,043"
"ATTOGEN, INC",Worcester,MA,UNITED STATES,1,"$188,238"
AUBURN UNIVERSITY AT AUBURN,AUBURN UNIVERSITY,AL,UNITED STATES,8,"$2,175,404"
"AUGER COMMUNICATION, INC.",DURHAM,NC,UNITED STATES,1,"$679,418"
"AUGUSTA PHARMACEUTICALS, INC.",NEWTONVILLE,MA,UNITED STATES,1,"$203,208"
"AURASENSE, LLC",WILMETTE,IL,UNITED STATES,1,"$200,000"
"AURITEC PHARMACEUTICALS, INC.",Santa Monica,CA,UNITED STATES,2,"$1,375,998"
AUSTRALIAN HEARING SERVICES,CHATSWOOD,,AUSTRALIA,1,"$231,521"
"AUTOIMMUNE TECHNOLOGIES, LLC",NEW ORLEANS,LA,UNITED STATES,1,"$1,305,089"
"AUXAGEN, INC.",SAINT LOUIS,MO,UNITED STATES,1,"$493,105"
"AVANTGEN, INC.",SAN DIEGO,CA,UNITED STATES,3,"$1,049,951"
"AVANTGEN, INC.",SAN DIEGO,CA,UNITED STATES,1,"$277,115"
"AVAXIA BIOLOGICS, INC.",WAYLAND,MA,UNITED STATES,1,"$213,589"
AVIDBIOTICS CORPORATION,SOUTH SAN FRANCISCO,CA,UNITED STATES,5,"$1,572,383"
"AVIGENICS, INC.",Waltham,MA,UNITED STATES,1,"$377,553"
"AVIV BIOMEDICAL, INC.",LAKEWOOD,NJ,UNITED STATES,1,"$170,158"
"AXIO RESEARCH, LLC",SEATTLE,WA,UNITED STATES,1,"$5,078,168"
"AXION BIOSYSTEMS, LLC",DECATUR,GA,UNITED STATES,2,"$800,473"
"AZANO PHARMACEUTICALS, INC.",ALBUQUERQUE,NM,UNITED STATES,1,"$146,716"
"AZEVAN PHARMACEUTICALS, INC.",BETHLEHEM,PA,UNITED STATES,1,"$349,195"
"B3 BIO, INC.",RESEARCH TRIANGLE PARK,NC,UNITED STATES,1,"$183,938"
"BACILLIGEN, INC.",ROCKVILLE,MD,UNITED STATES,1,"$174,818"
BAKER HEART RESEARCH INSTITUTE,MELBOURNE,,AUSTRALIA,2,"$610,769"
"BAKER-CALLING, INC.",ANN ARBOR,MI,UNITED STATES,1,"$172,307"
BALL STATE UNIVERSITY,MUNCIE,IN,UNITED STATES,1,"$433,500"
"BALTIMORE CITY HEALTHY START, INC.",BALTIMORE,MD,UNITED STATES,1,"$497,447"
BANARAS HINDU UNIVERSITY,VARANASI,,INDIA,1,"$701,577"
BANNER ALZHEIMER'S INSTITUTE,PHOENIX,AZ,UNITED STATES,1,"$1,296,640"
"BANYAN BIOMARKERS, INC.",ALACHUA,FL,UNITED STATES,1,"$367,775"
BAR-ILAN UNIVERSITY,RAMAT GAN,,ISRAEL,2,"$229,522"
"BARLOW SCIENTIFIC, INC.",OLYMPIA,WA,UNITED STATES,1,"$283,561"
BARNARD COLLEGE,NEW YORK,NY,UNITED STATES,3,"$1,173,809"
"BARRON ASSOCIATES, INC.",CHARLOTTESVILLE,VA,UNITED STATES,3,"$1,009,558"
BARRY UNIVERSITY,MIAMI SHORES,FL,UNITED STATES,3,"$580,866"
BARTH SYNDROME FOUNDATION,Chestnut Hill,MA,UNITED STATES,1,"$25,000"
BASTYR UNIVERSITY,KENMORE,WA,UNITED STATES,5,"$2,337,355"
BATTELLE CENTERS/PUB HLTH RES & EVALUATN,COLUMBUS,OH,UNITED STATES,8,"$51,131,853"
BATTELLE CENTERS/PUB HLTH RES & EVALUATN,COLUMBUS,OH,UNITED STATES,5,"$1,702,561"
BATTELLE MEMORIAL INSTITUTE,COLUMBUS,OH,UNITED STATES,2,"$6,034,990"
