ORGANIZATION,CITY,STATE,COUNTRY,AWARDS,FUNDING
"DISCOVERYBIOMED, LLC",BIRMINGHAM,AL,UNITED STATES,2,"$607,493"
"DIVERGENCE, INC.",SAINT LOUIS,MO,UNITED STATES,1,"$300,000"
"DMETRIX, INC.",TUCSON,AZ,UNITED STATES,1,"$492,936"
"DM-STAT, INC.",MALDEN,MA,UNITED STATES,1,"$852,176"
"DMX, INC.",West Chester,PA,UNITED STATES,1,"$300,000"
DNA MEDICINE INSTITUTE,Cambridge,MA,UNITED STATES,1,"$100,000"
"DNA POLYMERASE TECHNOLOGY, INC.",ST. LOUIS,MO,UNITED STATES,1,"$105,905"
"DNA SOFTWARE, INC.",ANN ARBOR,MI,UNITED STATES,4,"$797,983"
"DNAMICROARRAY, INC.",SAN DIEGO,CA,UNITED STATES,1,"$247,244"
"DNANEXUS, INC.",PALO ALTO,CA,UNITED STATES,1,"$74,477"
"DNASTAR, INC.",MADISON,WI,UNITED STATES,1,"$757,868"
DOHENY EYE INSTITUTE,LOS ANGELES,CA,UNITED STATES,4,"$1,782,871"
DOMINICAN UNIVERSITY,SAN RAFAEL,CA,UNITED STATES,1,"$350,000"
"DON JOHNSTON, INC.",VOLO,IL,UNITED STATES,1,"$386,253"
DONALD DANFORTH PLANT SCIENCE CENTER,ST. LOUIS,MO,UNITED STATES,1,"$222,058"
"DOR BIOPHARMA, INC.",Princeton,NJ,UNITED STATES,2,"$2,149,739"
"DOTY SCIENTIFIC, INC.",COLUMBIA,SC,UNITED STATES,1,"$537,002"
DOUBLE S INSTRUCTIONAL SYSTEMS,EUGENE,OR,UNITED STATES,1,"$171,814"
DR RAM MANOHAR LOHIA HOSPITAL,NEW DELHI,,INDIA,1,"$53,829"
DREW UNIVERSITY,MADISON,NJ,UNITED STATES,1,"$352,455"
DREXEL UNIVERSITY,PHILADELPHIA,PA,UNITED STATES,82,"$33,548,676"
DRUGS FOR NEGLECTED DISEASES INITIATIVE,GENEVA,,SWITZERLAND,1,"$227,438"
"DRVISION TECHNOLOGIES, LLC",BELLEVUE,WA,UNITED STATES,1,"$491,047"
DUKE UNIVERSITY,DURHAM,NC,UNITED STATES,10,"$23,490,512"
DUKE UNIVERSITY,DURHAM,NC,UNITED STATES,701,"$351,616,899"
"DULUTH CLINIC, LTD.",DULUTH,MN,UNITED STATES,1,"$727,154"
DUQUESNE UNIVERSITY,PITTSBURGH,PA,UNITED STATES,3,"$1,058,464"
"DVX, LLC",Princeton,NJ,UNITED STATES,2,"$803,221"
"DXRAY, INC.",NORTHRIDGE,CA,UNITED STATES,4,"$1,448,103"
DYNADX CORPORATION,MOUNTAIN VIEW,CA,UNITED STATES,1,"$297,563"
"DYNAFLOW, INC.",JESSUP,MD,UNITED STATES,1,"$384,729"
DYNAMAC CORPORATION,ROCKVILLE,MD,UNITED STATES,1,"$768,793"
"DYNAMIC CLINICAL SYSTEMS, INC.",HANOVER,NH,UNITED STATES,1,"$1,198,447"
"DYNAMIS THERAPEUTICS, INC.",JENKINTOWN,PA,UNITED STATES,1,"$257,579"
DYNAVAX TECHNOLOGIES CORPORATION,BERKELEY,CA,UNITED STATES,2,"$659,534"
"E P, LTD",SOMERVILLE,MA,UNITED STATES,1,"$1,189,143"
"E&M DEVICES, INC.",Walnut Creek,CA,UNITED STATES,1,"$99,839"
"E.I. SPECTRA, LLC",SEATTLE,WA,UNITED STATES,1,"$314,113"
EARLHAM COLLEGE,RICHMOND,IN,UNITED STATES,1,"$200,523"
EAST BAY INSTITUTE FOR RESEARCH AND EDUC,MARTINEZ,CA,UNITED STATES,1,"$118,995"
EAST CAROLINA UNIVERSITY,GREENVILLE,NC,UNITED STATES,30,"$8,713,530"
EAST CENTRAL UNIVERSITY,ADA,OK,UNITED STATES,1,"$204,986"
EAST TENNESSEE STATE UNIVERSITY,JOHNSON CITY,TN,UNITED STATES,15,"$3,700,881"
EASTERN VIRGINIA MEDICAL SCHOOL,NORFOLK,VA,UNITED STATES,11,"$2,536,881"
EAST-WEST CENTER,HONOLULU,HI,UNITED STATES,1,"$257,293"
"ECHELON BIOSCIENCES, INC.",SALT LAKE CITY,UT,UNITED STATES,2,"$526,413"
"ECOHEALTH ALLIANCE, INC.",New York,NY,UNITED STATES,3,"$1,374,381"
ECOLE POLYTECHNIQUE FEDERALE DE LAUSANNE,LAUSANNE,,SWITZERLAND,1,"$270,000"
"EDEN MEDICAL, INC.",HOWARD LAKE,MN,UNITED STATES,2,"$296,649"
EDENSPACE SYSTEMS CORPORATION,CHANTILLY,VA,UNITED STATES,2,"$496,911"
"EDGE BIOSYSTEMS, INC.",GAITHERSBURG,MD,UNITED STATES,1,"$59,380"
"EDGE ENTERPRISES, INC.",LAWRENCE,KS,UNITED STATES,1,"$250,000"
"EDJ ASSOCIATES, INC.",RESTON,VA,UNITED STATES,2,"$8,207,982"
EDUARDO MONDLANE UNIVERSITY,MAPUTO,,MOZAMBIQUE,2,"$1,492,000"
"EDUCATION DEVELOPMENT CENTER, INC.",NEWTON,MA,UNITED STATES,4,"$1,914,037"
"EDUCATION, TRAINING, & RESEARCH ASSOCS",SCOTTS VALLEY,CA,UNITED STATES,1,"$517,748"
EDVENTURE CHILDREN'S MUSEUM,COLUMBIA,SC,UNITED STATES,1,"$258,780"
"EDVOTEK, INC.",ROCKVILLE,MD,UNITED STATES,1,"$184,067"
"EFFIGENE PHARMACEUTICALS, INC.",ATLANTA,GA,UNITED STATES,0,"$33,600"
"EIC LABORATORIES, INC.",NORWOOD,MA,UNITED STATES,1,"$149,897"
"EIC LABORATORIES, INC.",NORWOOD,MA,UNITED STATES,2,"$750,761"
"EIGER GROUP INTERNATIONAL, INC.",PALO ALTO,CA,UNITED STATES,1,"$300,000"
"EKAM IMAGING, INC.",SHREWSBURY,MA,UNITED STATES,1,"$99,189"
EL PASO COMMUNITY COLLEGE,EL PASO,TX,UNITED STATES,1,"$455,680"
"ELECTRICAL GEODESICS, INC.",EUGENE,OR,UNITED STATES,2,"$704,735"
"ELECTRONIC BIOSCIENCES, INC.",SAN DIEGO,CA,UNITED STATES,2,"$1,789,409"
"ELECTRONIC MEDICAL OFFICE LOGISTICS, LLC",CLAWSON,MI,UNITED STATES,1,"$97,212"
"ELGAVISH PARAMAGNETICS, INC.",BIRMINGHAM,AL,UNITED STATES,1,"$590,498"
ELIZABETH CITY STATE UNIVERSITY,ELIZABETH CITY,NC,UNITED STATES,3,"$763,562"
"ELSOHLY LABORATORIES, INC.",OXFORD,MS,UNITED STATES,1,"$580,418"
"ELTRON RESEARCH, INC.",BOULDER,CO,UNITED STATES,1,"$99,999"
ELUCIGEL TECHNOLOGIES,CAMBRIDGE,MA,UNITED STATES,1,"$176,400"
EMANUEL HOSPITAL AND HEALTH CENTER,PORTLAND,OR,UNITED STATES,11,"$4,060,309"
"EMBEDRF, LLC",PORTLAND,OR,UNITED STATES,1,"$181,353"
"EMERALD EVENTS, INC.",PASADENA,MD,UNITED STATES,1,"$99,686"
EMERSON COLLEGE,BOSTON,MA,UNITED STATES,1,"$149,342"
EMMA PENDLETON BRADLEY HOSPITAL,EAST PROVIDENCE,RI,UNITED STATES,3,"$1,354,421"
EMMES CORPORATION,ROCKVILLE,MD,UNITED STATES,51,"$34,050,079"
EMMES CORPORATION,ROCKVILLE,MD,UNITED STATES,2,"$2,024,688"
EMORY UNIVERSITY,ATLANTA,GA,UNITED STATES,4,"$6,311,485"
EMORY UNIVERSITY,ATLANTA,GA,UNITED STATES,609,"$262,572,191"
EMPIRICAL TECHNOLOGIES CORPORATION,CHARLOTTESVILLE,VA,UNITED STATES,1,"$111,464"
"EMT ASSOCIATES, INC.",FOLSOM,CA,UNITED STATES,1,"$326,571"
"ENCODE BIO, INC.",PASADENA,CA,UNITED STATES,1,"$200,732"
ENDLS OPTICS CORPORATION,Durham (RTP),NC,UNITED STATES,1,"$546,157"
"ENDOMEDIX, INC.",Newark,NJ,UNITED STATES,2,"$385,821"
"ENERGETIQ TECHNOLOGY, INC.",WOBURN,MA,UNITED STATES,2,"$597,003"
ENGINEERING AND SCIENTIFIC RESEARCH ASSO,OLNEY,MD,UNITED STATES,2,"$413,463"
"ENGINEERING ARTS, LLC",PHOENIX,AZ,UNITED STATES,1,"$213,279"
"ENSION, INC.",PITTSBURGH,PA,UNITED STATES,1,"$1,625,005"
"ENVIRONMENT AND HEALTH GROUP, INC.",CAMBRIDGE,MA,UNITED STATES,2,"$727,295"
ENVIRONMENTAL MUTAGEN SOCIETY,RESTON,VA,UNITED STATES,1,"$11,000"
EON CORPORATION,DAVIS,CA,UNITED STATES,1,"$262,109"
"EOS NEUROSCIENCE, INC.",SAN FRANCISCO,CA,UNITED STATES,0,"$86,311"
"EPIC SCIENCES, INC.",SAN DIEGO,CA,UNITED STATES,1,"$200,000"
EPIDEMIOLOGY RESEARCH AND TRAINING UNIT,KINGSTON,,JAMAICA,1,"$50,082"
"EPITEL, INC.",SALT LAKE CITY,UT,UNITED STATES,1,"$349,978"
"EPITOGENESIS, INC.",WALNUT CREEK,CA,UNITED STATES,0,"$145,600"
"EPIVAX, INC.",PROVIDENCE,RI,UNITED STATES,0,"$173,764"
ERASMUS MEDICAL CENTER,ROTTERDAM,,NETHERLANDS,1,"$245,662"
ERNEST GALLO CLINIC AND RESEARCH CENTER,EMERYVILLE,CA,UNITED STATES,24,"$8,167,343"
"ETHICS RX, LLC",WAUWATOSA,WI,UNITED STATES,2,"$759,952"
ETUBICS CORPORATION,SEATTLE,WA,UNITED STATES,2,"$2,131,695"
ETYMOTIC RESEARCH,ELK GROVE VILLAGE,IL,UNITED STATES,1,"$98,954"
"EUCLID DIAGNOSTICS, LLC",Crown Point,IN,UNITED STATES,1,"$394,453"
EUROFINS MEDINET,HERNDON,VA,UNITED STATES,1,"$455,708"
EUROPEAN MOLECULAR BIOLOGY LABORATORY,HEIDELBERG,,GERMANY,3,"$8,138,627"
EUROPEAN ORG RES ON TREATMENT OF CANCER,BRUSSELS,,BELGIUM,1,"$422,853"
"EUTROPICS PHARMACEUTICALS, INC.",DORCHESTER,MA,UNITED STATES,1,"$691,769"
"EUTROPICS PHARMACEUTICALS, INC.",DORCHESTER,MA,UNITED STATES,1,"$199,860"
EVA PERON ACUTE INTERZONAL GEN HOSPITAL,BUENOS AIRES,,ARGENTINA,1,"$100,934"
"EVACUS TECHNOLOGIES, LLC",EVANSVILLE,IN,UNITED STATES,1,"$110,135"
EVANSTON NORTHWESTERN HEALTHCARE,EVANSTON,IL,UNITED STATES,1,"$759,150"
EVANSTON NORTHWESTERN HEALTHCARE,EVANSTON,IL,UNITED STATES,23,"$7,474,746"
"EVESTRA, INC.",SAN ANTONIO,TX,UNITED STATES,1,"$755,093"
EXCELLIMS CORPORATION,Acton,MA,UNITED STATES,1,"$390,964"
"EXEMPLAR GENETICS, LLC",SIOUX CENTER,IA,UNITED STATES,2,"$753,552"
"EXHALE DIAGNOSTICS, INC.",GAINESVILLE,FL,UNITED STATES,2,"$1,705,925"
EXON BIOSYSTEMS,SAN DIEGO,CA,UNITED STATES,1,"$162,668"
EXPERIMENTAL PATHOLOGY LABORATORIES,STERLING,VA,UNITED STATES,2,"$4,783,902"
EXPRESSION THERAPEUTICS,Tucker,GA,UNITED STATES,2,"$995,593"
"EXTREMOZYME, INC.",HUNTSVILLE,AL,UNITED STATES,2,"$469,950"
"EYERX RESEARCH, INC.",NORFOLK,VA,UNITED STATES,1,"$128,842"
FAIRFIELD UNIVERSITY,FAIRFIELD,CT,UNITED STATES,1,"$267,829"
"FALCON GENOMICS, INC.",PITTSBURGH,PA,UNITED STATES,1,"$269,640"
FAMILIES OF SPINAL MUSCULAR ATROPHY,LIBERTYVILLE,IL,UNITED STATES,1,"$25,000"
FAMILY HEALTH INTERNATIONAL,RESEARCH TRIANGLE PARK,NC,UNITED STATES,2,"$17,317,141"
FAMILY HEALTH INTERNATIONAL,DURHAM,NC,UNITED STATES,3,"$2,377,212"
"FANCONI ANEMIA RESEARCH FUND, INC.",EUGENE,OR,UNITED STATES,1,"$19,210"
"FARADAY TECHNOLOGY, INC.",CLAYTON,OH,UNITED STATES,1,"$100,000"
"FARUS, LLC",MENLO PARK,CA,UNITED STATES,1,"$100,000"
"FASGEN, INC.",BALTIMORE,MD,UNITED STATES,1,"$723,900"
"FAST IMAGING COMPANY, LLC",BETHESDA,MD,UNITED STATES,3,"$1,496,521"
"FAST-TRACK DRUGS & BIOLOGICS, LLC",NORTH POTOMAC,MD,UNITED STATES,1,"$2,744,084"
FATHER FLANAGAN'S BOYS' HOME,BOYS TOWN,NE,UNITED STATES,18,"$5,129,417"
FEDERAL UNIVERSITY OF BAHIA,SALVADOR,,BRAZIL,2,"$758,999"
FEDERAL UNIVERSITY OF RIO DE JANEIRO,RIO DE JANEIRO,,BRAZIL,2,"$461,218"
FEDERATION OF AMER SOC FOR EXPER BIOLOGY,BETHESDA,MD,UNITED STATES,35,"$3,013,232"
FEDERATION OF AMERICAN SCIENTISTS,WASHINGTON,DC,UNITED STATES,1,"$144,323"
FEDERATION/CLINICAL IMMUNOLOGY SOCIETIES,MILWAUKEE,WI,UNITED STATES,1,"$35,000"
FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH,MANHASSET,NY,UNITED STATES,59,"$27,972,209"
FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH,MANHASSET,NY,UNITED STATES,1,"$697,360"
FENWAY COMMUNITY HEALTH CENTER,BOSTON,MA,UNITED STATES,6,"$1,537,379"
"FERRO SOLUTIONS, INC.",CAMBRIDGE,MA,UNITED STATES,1,"$344,503"
"FERROKIN BIOSCIENCES, INC.",SAN CARLOS,CA,UNITED STATES,1,"$100,000"
"FFA SCIENCES, LLC",SAN DIEGO,CA,UNITED STATES,1,"$300,093"
"FHC, INC.",BOWDOIN,ME,UNITED STATES,1,"$202,186"
"FIREBIRD BIOMOLECULAR SCIENCES, LLC",GAINESVILLE,FL,UNITED STATES,1,"$561,633"
"FIRST LIGHT BIOSCIENCES, INC.",BEDFORD,MA,UNITED STATES,1,"$997,518"
"FIRSTSTRING RESEARCH, LLC",CHARLESTON,SC,UNITED STATES,1,"$317,414"
FISHER BIOSERVICES CORPORATION,ROCKVILLE,MD,UNITED STATES,9,"$14,364,068"
"FIT INTERACTIVE, LLC",FALLS CHURCH,VA,UNITED STATES,1,"$159,474"
FLACSO ARGENTINA,BUENOS AIRES,,ARGENTINA,0,"$238,272"
"FLEXIBLE MEDICAL SYSTEMS, LLC",Rockville,MD,UNITED STATES,1,"$61,665"
FLOCEL INC.,CLEVELAND,OH,UNITED STATES,1,"$91,041"
FLORIDA AGRICULTURAL AND MECHANICAL UNIV,TALLAHASSEE,FL,UNITED STATES,2,"$3,074,332"
FLORIDA ASSN OF PEDIATRIC TUMOR PROG,TAMPA,FL,UNITED STATES,1,"$390,002"
FLORIDA ATLANTIC UNIVERSITY,BOCA RATON,FL,UNITED STATES,13,"$3,529,907"
FLORIDA INSTITUTE OF TECHNOLOGY,MELBOURNE,FL,UNITED STATES,1,"$273,111"
FLORIDA INTERNATIONAL UNIVERSITY,MIAMI,FL,UNITED STATES,51,"$18,778,200"
FLORIDA STATE UNIVERSITY,TALLAHASSEE,FL,UNITED STATES,73,"$20,926,262"
"FLUENTIAL, INC.",SUNNYVALE,CA,UNITED STATES,1,"$147,563"
"FLUXION BIOSCIENCES, INC.",SOUTH SAN FRANCISCO,CA,UNITED STATES,1,"$889,579"
FONDAZONE CENT/SAN RAFFAELE/DEL MONTE,MILAN,,ITALY,2,"$467,481"
FORDHAM UNIVERSITY,BRONX,NY,UNITED STATES,7,"$2,197,185"
FORSYTH INSTITUTE,Cambridge,MA,UNITED STATES,17,"$13,096,288"
FORT LEWIS COLLEGE,DURANGO,CO,UNITED STATES,1,"$127,300"
FOUNDATION FOR APPLIED MOLECULAR EVOLUTN,GAINESVILLE,FL,UNITED STATES,5,"$1,652,407"
FOUNDATION FOR BLOOD RESEARCH,SCARBOROUGH,ME,UNITED STATES,1,"$188,381"
FOUNDATION/ICHTHYOSIS /RELATED SKIN YPES,NORTH WALES,PA,UNITED STATES,1,"$30,000"
FOX CHASE CANCER CENTER,PHILADELPHIA,PA,UNITED STATES,32,"$21,231,499"
FOX CHASE CANCER CENTER,PHILADELPHIA,PA,UNITED STATES,1,"$1,016,408"
"FOX CHASE CHEMICAL DIVERSITY CENTER, INC",DOYLESTOWN,PA,UNITED STATES,1,"$300,000"
FRANKLIN AND MARSHALL COLLEGE,LANCASTER,PA,UNITED STATES,1,"$195,895"
"FRANTZ MEDICAL DEVELOPMENT, LTD",MENTOR,OH,UNITED STATES,1,"$100,121"
FRAUNHOFER CENTER /MANUFACTURING INNOV,BROOKLINE,MA,UNITED STATES,1,"$915,942"
FRED HUTCHINSON CANCER RESEARCH CENTER,SEATTLE,WA,UNITED STATES,235,"$210,376,180"
FRED HUTCHINSON CANCER RESEARCH CENTER,SEATTLE,WA,UNITED STATES,4,"$10,959,477"
"FREE AND CLEAR, INC.",SEATTLE,WA,UNITED STATES,2,"$404,252"
"FRIENDS RESEARCH INSTITUTE, INC.",BALTIMORE,MD,UNITED STATES,6,"$2,768,423"
"FRONT EDGE TECHNOLOGY, INC.",BALDWIN PARK,CA,UNITED STATES,1,"$476,330"
"FRONTIER SCI & TECHNOLOGY RSCH FDN, INC",BOSTON,MA,UNITED STATES,3,"$16,028,036"
"FU ASSOCIATES, LTD.",ARLINGTON,VA,UNITED STATES,1,"$104,750"
FUDAN UNIVERSITY,SHANGHAI,,CHINA,3,"$268,336"
"FUNCTIONAL GENETICS, INC.",GAITHERSBURG,MD,UNITED STATES,2,"$1,743,177"
FUNDACAO FACULDADE DE MEDICINA,SAO PAULO,,BRAZIL,1,"$471,983"
FUNDACAO OSWALDO CRUZ,RIO DE JANEIRO,,BRAZIL,1,"$3,443,887"
FUNDACIO IRSICAIXA,BARCELONA,,SPAIN,1,"$220,371"
FUNDACION INCIENSA,,,COSTA RICA,1,"$4,794,576"
FUNDACION INST DE INVESTIGACIONES BIOTEC,SAN MARTIN,,ARGENTINA,3,"$274,322"
FUNDACION INSTITUTO LELOIR,BUENOS AIRES,,ARGENTINA,3,"$293,988"
FUNDAQUIM,MONTEVIDEO,,URUGUAY,1,"$43,200"
"FUTURE INSTRUMENTS, LLC",MAYFIELD VILLAGE,OH,UNITED STATES,1,"$487,218"
"GABRIEL INTERACTIVE, INC.",Decatur,AL,UNITED STATES,1,"$885,648"
"GALAXY BIOTECH, LLC",Sunnyvale,CA,UNITED STATES,1,"$117,637"
GALVESTON ISLAND COMMUNITY RES ADV COM,GALVESTON,TX,UNITED STATES,1,"$18,783"
"GAMMA MEDICA, INC.",NORTHRIDGE,CA,UNITED STATES,1,"$1,000,000"
"GAMMA THERAPEUTICS, INC.",PORTLAND,OR,UNITED STATES,1,"$514,223"
"GATEKEEPER PHARMACEUTICALS, INC.",MILLBRAE,CA,UNITED STATES,1,"$294,778"
"GEL-DEL TECHNOLOGIES, INC.",ST. PAUL,MN,UNITED STATES,2,"$1,272,178"
"GEM TOX CONSULTANTS AND LABS, INC.",GREENVILLE,NC,UNITED STATES,1,"$402,336"
"GEMMUS PHARMA, INC.",MILLBRAE,CA,UNITED STATES,1,"$231,231"
GENCIA CORPORATION,CHARLOTTESVILLE,VA,UNITED STATES,2,"$1,204,265"
GENCIA CORPORATION,CHARLOTTESVILLE,VA,UNITED STATES,1,"$196,192"
"GENE CHECK, INC.",Greeley,CO,UNITED STATES,1,"$410,680"
"GENE LOGIC LABORATORIES, INC.",GAITHERSBURG,MD,UNITED STATES,1,"$50,000"
GENE SECURITY NETWORK,Redwood City,CA,UNITED STATES,2,"$999,869"
"GENECOPOEIA, INC.",Rockville,MD,UNITED STATES,2,"$474,754"
"GENEFLUIDICS, INC.",MONTEREY,CA,UNITED STATES,2,"$560,594"
"GENEGO, INC.",ST. JOSEPH,MI,UNITED STATES,4,"$1,064,129"
"GENEPROTECH, INC",ST. LOUIS,MO,UNITED STATES,1,"$259,030"
"GENERAL BIOTECHNOLOGY, LLC",INDIANAPOLIS,IN,UNITED STATES,2,"$614,245"
GENERAL ELECTRIC CO CORPORATE R&D CTR,NISKAYUNA,NY,UNITED STATES,8,"$5,155,539"
GENERAL ELECTRIC CO CORPORATE R&D CTR,NISKAYUNA,NY,UNITED STATES,1,"$862,699"
"GENESEGUES, INC.",CHASKA,MN,UNITED STATES,1,"$203,015"
"GENETAG TECHNOLOGY, INC.",ATLANTA,GA,UNITED STATES,1,"$464,985"
"GENETIC ALLIANCE, INC.",WASHINGTON,DC,UNITED STATES,0,"$94,000"
GENETIC INFORMATION RESEARCH INSTITUTE,MOUNTAIN VIEW,CA,UNITED STATES,1,"$552,583"
GENEVA FOUNDATION,LAKEWOOD,WA,UNITED STATES,3,"$2,468,154"
"GENOMAS, INC.",HARTFORD,CT,UNITED STATES,1,"$449,992"
"GENOME EXPLORATION, INC.",MEMPHIS,TN,UNITED STATES,1,"$398,938"
GENOME INSTITUTE OF SINGAPORE,SINGAPORE,,SINGAPORE,0,"$300,000"
"GENOMIC SYSTEMS, LLC",PALO ALTO,CA,UNITED STATES,1,"$198,751"
"GENOMICS USA, INC.",TUCSON,AZ,UNITED STATES,2,"$1,567,985"
"GENVEC, INC.",GAITHERSBURG,MD,UNITED STATES,3,"$1,441,271"
GEORGE MASON UNIVERSITY,FAIRFAX,VA,UNITED STATES,14,"$3,942,149"
GEORGE WASHINGTON UNIVERSITY,WASHINGTON,DC,UNITED STATES,53,"$55,632,250"
GEORGETOWN UNIVERSITY,WASHINGTON,DC,UNITED STATES,155,"$65,293,925"
GEORGETOWN UNIVERSITY,WASHINGTON,DC,UNITED STATES,7,"$4,133,129"
GEORGIA HEALTH SCIENCES UNIV RES INSTIT,AUGUSTA,GA,UNITED STATES,120,"$45,282,323"
GEORGIA INSTITUTE OF TECHNOLOGY,ATLANTA,GA,UNITED STATES,63,"$26,062,329"
GEORGIA INSTITUTE OF TECHNOLOGY,ATLANTA,GA,UNITED STATES,1,"$14,615,641"
GEORGIA STATE UNIVERSITY,ATLANTA,GA,UNITED STATES,33,"$9,299,360"
"GEOSPIZA, INC.",SEATTLE,WA,UNITED STATES,1,"$615,367"
"GEOVAX, INC.",SMYRNA,GA,UNITED STATES,1,"$4,885,098"
GERMAN CANCER RESEARCH CENTER,HEIDELBERG,,GERMANY,2,"$638,876"
GERONTOLOGICAL SOCIETY OF AMERICA,WASHINGTON,DC,UNITED STATES,1,"$20,000"
GHENT UNIVERSITY,GHENT,,BELGIUM,1,"$106,502"
GHESKIO CENTER,PORT-AU-PRINCE,,HAITI,2,"$2,677,295"
"GINER, INC.",NEWTON,MA,UNITED STATES,4,"$2,531,811"
"GLC BIOTECHNOLOGY, INC.",SOLON,OH,UNITED STATES,1,"$906,540"
"GLEECO, LLC",TUCSON,AZ,UNITED STATES,1,"$185,752"
GLOBAL HIV VACCINE ENTERPRISE,NEW YORK,NY,UNITED STATES,1,"$1,060,037"
"GLOBALSTEM, INC.",ROCKVILLE,MD,UNITED STATES,2,"$390,618"
"GLSYNTHESIS, INC.",WORCESTER,MA,UNITED STATES,3,"$1,699,710"
"GLYCOBIA, INC.",ITHACA,NY,UNITED STATES,2,"$352,516"
"GLYCOMIMETICS, INC",GAITHERSBURG,MD,UNITED STATES,1,"$159,562"
"GLYCOSAN BIOSYSTEMS, INC.",PARK CITY,UT,UNITED STATES,1,"$106,851"
"GLYCOSYN, INC.",MEDFORD,MA,UNITED STATES,1,"$310,416"
"GLYCOTEK, LLC",YORKTOWN HEIGHTS,NY,UNITED STATES,0,"$13,566"
"GLYSENS, INC.",SAN DIEGO,CA,UNITED STATES,1,"$998,304"
"GLYTRIX, INC.",WEST LAFAYETTE,IN,UNITED STATES,1,"$195,046"
GNUBIO CORPORATION,BRIDGEWATER,MA,UNITED STATES,1,"$240,000"
"GOALISTICS, LLC",TEMPE,AZ,UNITED STATES,1,"$176,501"
"GOLDEN SOY, LLC",SAINT LOUIS,MO,UNITED STATES,1,"$99,974"
GORDON RESEARCH CONFERENCES,WEST KINGSTON,RI,UNITED STATES,91,"$1,303,484"
GOTEBORG UNIVERSITY,Gothenburg,,SWEDEN,1,"$236,249"
GOVERNORS STATE UNIVERSITY,UNIVERSITY PARK,IL,UNITED STATES,1,"$937,920"
"GRADALIS, INC.",CARROLLTON,TX,UNITED STATES,1,"$199,045"
GRADUATE COLLEGE OF UNION UNIVERSTY,SCHENECTADY,NY,UNITED STATES,1,"$273,193"
GRAMBLING STATE UNIVERSITY,GRAMBLING,LA,UNITED STATES,2,"$583,593"
"GRAMERCY RESEARCH GROUP, LLC",WINSTON SALEM,NC,UNITED STATES,1,"$907,635"
GRAND VALLEY STATE UNIVERSITY,GRAND RAPIDS,MI,UNITED STATES,1,"$185,954"
"GREAT LAKES PHARMACEUTICALS, INC.",Beachwood,OH,UNITED STATES,1,"$1,264,939"
"GREEN TECHNOLOGIES, INC.",WEST FORK,AR,UNITED STATES,1,"$376,002"
GREENWOOD GENETIC CENTER,GREENWOOD,SC,UNITED STATES,1,"$414,784"
"GRIFFIN LABORATORIES, INC.",TEMECULA,CA,UNITED STATES,1,"$100,000"
GRINNELL COLLEGE,GRINNELL,IA,UNITED STATES,1,"$351,814"
GRONINGEN UNIVERSITY,GRONINGEN,,NETHERLANDS,1,"$172,800"
"GROVE INSTRUMENTS, INC.",Worcester,MA,UNITED STATES,1,"$1,106,749"
"GRYPHON SCIENTIFIC, LLC",BEVERLY,MA,UNITED STATES,1,"$1,015,796"
"GSL BIOTECH, LLC.",CHICAGO,IL,UNITED STATES,1,"$382,134"
"GT LIFE SCIENCES, INC.",SAN DIEGO,CA,UNITED STATES,1,"$512,650"
GUIDED THERAPEUTICS,NORCROSS,GA,UNITED STATES,1,"$1,006,741"
"GUILD ASSOCIATES, INC.",DUBLIN,OH,UNITED STATES,1,"$330,143"
GULF MARINE INSTITUTE OF TECHNOLOGY,GULF BREEZE,FL,UNITED STATES,0,"$74,000"
GYNECOLOGIC ONCOLOGY GROUP,CROFTON,MD,UNITED STATES,2,"$13,019,468"
"G-ZERO THERAPEUTICS, INC.",CHAPEL HILL,NC,UNITED STATES,1,"$347,526"
H. LEE MOFFITT CANCER CTR & RES INST,TAMPA,FL,UNITED STATES,1,"$1,247,914"
H. LEE MOFFITT CANCER CTR & RES INST,TAMPA,FL,UNITED STATES,79,"$39,169,945"
"H2MED, LLC",EDGEWATER,NJ,UNITED STATES,1,"$299,260"
HACKENSACK UNIVERSITY MEDICAL CENTER,HACKENSACK,NJ,UNITED STATES,7,"$2,166,351"
HADASSAH-HEBREW UNIVERSITY MEDICAL CTR,JERUSALEM,,ISRAEL,1,"$169,884"
"HALIMED PHARMACEUTICALS, INC.",CHARLESTON,SC,UNITED STATES,1,"$1,000,000"
"HALSA PHARMACEUTICALS, INC.",HOUSTON,TX,UNITED STATES,1,"$181,994"
HAMLINE UNIVERSITY,ST. PAUL,MN,UNITED STATES,1,"$42,430"
HAMMZOCO TECHNOLOGIES,ANN ARBOR,MI,UNITED STATES,1,"$403,622"
HAMPTON UNIVERSITY,HAMPTON,VA,UNITED STATES,1,"$172,730"
HARBOR-UCLA RESEARCH & EDUC INST,TORRANCE,CA,UNITED STATES,30,"$15,491,001"
HARBOR-UCLA RESEARCH & EDUC INST,TORRANCE,CA,UNITED STATES,4,"$1,748,844"
HARTFORD HOSPITAL,HARTFORD,CT,UNITED STATES,9,"$3,419,068"
"HARVARD BIOSCIENCE, INC.",HOLLISTON,MA,UNITED STATES,1,"$420,545"
"HARVARD PILGRIM HEALTH CARE, INC.",BOSTON,MA,UNITED STATES,10,"$3,372,851"
