ORGANIZATION,CITY,STATE,COUNTRY,AWARDS,FUNDING
CORNELL UNIVERSITY ITHACA,ITHACA,NY,UNITED STATES,190,"$60,100,940"
"CORPORA SYSTEMS, INC.",MALDEN,MA,UNITED STATES,1,"$299,529"
"CORSOLUTIONS, LLC",GROTON,NY,UNITED STATES,1,"$200,000"
"CORTECHS LABS, INC.",LA JOLLA,CA,UNITED STATES,1,"$146,844"
"COSTELLO PHARMACEUTICAL, LLC",WEXFORD,PA,UNITED STATES,1,"$100,682"
COUNCIL ON SOCIAL WORK EDUCATION,ALEXANDRIA,VA,UNITED STATES,1,"$619,520"
"CPM SYSTEMS, INC.",LOS ANGELES,CA,UNITED STATES,0,"$25,631"
"CREARE, INC.",HANOVER,NH,UNITED STATES,1,"$140,318"
"CREATV MICROTECH, INC.",POTOMAC,MD,UNITED STATES,2,"$654,333"
"CRECARE, LLC",GILFORD,NH,UNITED STATES,2,"$588,868"
CREIGHTON UNIVERSITY,OMAHA,NE,UNITED STATES,26,"$8,301,276"
CREIGHTON UNIVERSITY,OMAHA,NE,UNITED STATES,1,"$507,594"
"CRESCENDO BIOSCIENCE, INC.",SOUTH SAN FRANCISCO,CA,UNITED STATES,1,"$147,000"
"CRESS, LLC",LEXINGTON,MA,UNITED STATES,1,"$193,514"
"CROPSOLUTION, INC.",MORRISVILLE,NC,UNITED STATES,1,"$202,231"
"CRUCELL HOLLAND, BV",LEIDEN,,NETHERLANDS,1,"$13,496,364"
"CSR, INC.",ARLINGTON,VA,UNITED STATES,3,"$2,487,142"
CTR FOR MOLECULAR MEDICINE/IMMUNOLOGY,BELLEVILLE,NJ,UNITED STATES,7,"$3,201,123"
CUNY GRADUATE SCH AND UNIV CTR,NEW YORK,NY,UNITED STATES,7,"$732,755"
"CURELAB, INC.",CANTON,MA,UNITED STATES,1,"$103,180"
"CUSTOMKYNETICS, INC.",VERSAILLES,KY,UNITED STATES,3,"$942,227"
CUYAHOGA COMMUNITY COLLEGE,CLEVELAND,OH,UNITED STATES,1,"$203,674"
"CV THERAPEUTICS, INC.",PALO ALTO,CA,UNITED STATES,1,"$491,808"
"CVISION TECHNOLOGIES, INC.",FOREST HILLS,NY,UNITED STATES,1,"$100,000"
"CW OPTICS, INC.",YORKTOWN,VA,UNITED STATES,2,"$1,488,255"
"CYBERLOGIC, INC.",NEW YORK,NY,UNITED STATES,1,"$442,548"
CYBERNET SYSTEMS CORPORATION,ANN ARBOR,MI,UNITED STATES,1,"$97,268"
"CYNTELLECT, INC.",SAN DIEGO,CA,UNITED STATES,1,"$642,493"
CYTHOR,ROLLING MEADOWS,IL,UNITED STATES,1,"$100,000"
"CYTO PULSE SCIENCES, INC.",GLEN BURNIE,MD,UNITED STATES,0,"$186,835"
"CYTODESIGN, INC.",PALO ALTO,CA,UNITED STATES,2,"$449,522"
"CYTOGENIX, INC.",HOUSTON,TX,UNITED STATES,1,"$136,720"
"CYTOMETIX, INC.",Shorewood,WI,UNITED STATES,0,"$34,548"
"CYTOMX THERAPEUTICS, LLC",SANTA BARBARA,CA,UNITED STATES,1,"$208,046"
"DAEDALUS INNOVATIONS, LLC",Philadelphia,PA,UNITED STATES,1,"$344,950"
DALHOUSIE UNIVERSITY,"HALIFAX, NOVA SCOTIA",NS,CANADA,1,"$231,234"
DANA-FARBER CANCER INSTITUTE,BOSTON,MA,UNITED STATES,223,"$140,797,977"
"DANYA INSTITUTE, INC.",SILVER SPRING,MD,UNITED STATES,3,"$1,197,395"
"DANYA INTERNATIONAL, INC.",SILVER SPRING,MD,UNITED STATES,2,"$1,195,480"
"DANYA INTERNATIONAL, INC.",SILVER SPRING,MD,UNITED STATES,5,"$1,546,171"
DARTMOUTH COLLEGE,HANOVER,NH,UNITED STATES,197,"$80,272,660"
DARTMOUTH COLLEGE,HANOVER,NH,UNITED STATES,1,"$216,548"
"DATA NUMERICA INSTITUTE, INC.",BELLEVUE,WA,UNITED STATES,3,"$818,401"
DAVIDSON COLLEGE,DAVIDSON,NC,UNITED STATES,1,"$371,936"
"DAWKINS PRODUCTIONS, INC.",HASTINGS-ON-HUDSON,NY,UNITED STATES,1,"$362,007"
"DAYA DRUG DISCOVERIES, INC.",CLEVELAND,OH,UNITED STATES,1,"$175,694"
DAYTON CLINICAL ONCOLOGY PROGRAM,DAYTON,OH,UNITED STATES,1,"$955,207"
DAYTONA BEACH COMMUNITY COLLEGE,DAYTONA BEACH,FL,UNITED STATES,1,"$54,000"
DAYTOP VILLAGE,NEW YORK,NY,UNITED STATES,2,"$220,100"
DE PAUL UNIVERSITY,CHICAGO,IL,UNITED STATES,2,"$1,213,328"
DE PAUW UNIVERSITY,GREENCASTLE,IN,UNITED STATES,1,"$68,777"
DECATUR MEMORIAL HOSPITAL,DECATUR,IL,UNITED STATES,1,"$1,053,633"
DECODE BIOSTRUCTURES,BAINBRIDGE ISLAND,WA,UNITED STATES,1,"$3,853,482"
DECODE GENETICS,REYKJAVIK,,ICELAND,1,"$4,852,728"
DECODE GENETICS,REYKJAVIK,,ICELAND,5,"$3,042,976"
"DEDECKER CONSULTING, LLC",HASTINGS,MI,UNITED STATES,1,"$102,345"
"DEKK-TEC, INC.",NEW ORLEANS,LA,UNITED STATES,1,"$140,983"
DELAWARE STATE UNIVERSITY,DOVER,DE,UNITED STATES,1,"$269,931"
DELTAMETRICS,PHILADELPHIA,PA,UNITED STATES,1,"$183,173"
DEMENTIA CARE DESIGN INTERNATIONAL,SAN ANTONIO,TX,UNITED STATES,1,"$444,434"
DENVER CENTER FOR THE PERFORMING ARTS,DENVER,CO,UNITED STATES,2,"$1,238,229"
DENVER HEALTH AND HOSPITAL AUTHORITY,DENVER,CO,UNITED STATES,1,"$466,820"
DENVER HEALTH AND HOSPITAL AUTHORITY,DENVER,CO,UNITED STATES,6,"$2,074,547"
DENVER MUSEUM OF NATURE AND SCIENCE,DENVER,CO,UNITED STATES,1,"$262,127"
DENVER RESEARCH INSTITUTE,DENVER,CO,UNITED STATES,1,"$181,125"
"DERMATEX, LLC",FAYETTEVILLE,AR,UNITED STATES,1,"$100,000"
DES MOINES UNIV OSTEOPATHIC MEDICAL CTR,DES MOINES,IA,UNITED STATES,1,"$194,025"
"DESCHUTES RESEARCH, INC.",EUGENE,OR,UNITED STATES,1,"$198,562"
DETROIT SCIENCE CENTER,DETROIT,MI,UNITED STATES,1,"$25,000"
DIABETES RESEARCH INSTITUTE,MUNICH,,GERMANY,1,"$504,817"
"DIAGNOSTICS FOR THE REAL WORLD, LTD",SUNNYVALE,CA,UNITED STATES,1,"$1,762,981"
"DIAPEDIA, LLC",STATE COLLEGE,PA,UNITED STATES,1,"$890,911"
DICKINSON COLLEGE,CARLISLE,PA,UNITED STATES,1,"$178,088"
"DIFFERENTIAL PROTEOMICS, INC.",NATICK,MA,UNITED STATES,1,"$132,179"
"DIFFINITY GENOMICS, INC.",WEST HENRIETTA,NY,UNITED STATES,1,"$105,504"
"DIGITAL SCIENCE TECHNOLOGIES, LLC",WASHINGTON CROSSING,PA,UNITED STATES,1,"$484,892"
DILLARD UNIVERSITY,NEW ORLEANS,LA,UNITED STATES,1,"$978,580"
"DIMAGI, INC.",Charlestown,MA,UNITED STATES,1,"$868,019"
DINE' COLLEGE,TSAILE,AZ,UNITED STATES,2,"$521,057"
"DIRECT ELECTRON, LLC",SAN DIEGO,CA,UNITED STATES,1,"$87,700"
"DISCOVERY GENOMICS, INC.",MINNEAPOLIS,MN,UNITED STATES,2,"$857,402"
"DISCOVERYBIOMED, LLC",BIRMINGHAM,AL,UNITED STATES,1,"$100,000"
DISTRICT OF COLUMBIA BOARD OF EDUCATION,WASHINGTON,DC,UNITED STATES,1,"$432,795"
"DIVERGENCE, INC.",SAINT LOUIS,MO,UNITED STATES,3,"$492,741"
"DIVERSITY FILMS, INC.",STAMFORD,CT,UNITED STATES,1,"$264,600"
"DM-STAT, INC.",MALDEN,MA,UNITED STATES,1,"$930,567"
"DNA SOFTWARE, INC.",ANN ARBOR,MI,UNITED STATES,3,"$438,118"
DOHENY EYE INSTITUTE,LOS ANGELES,CA,UNITED STATES,5,"$2,065,901"
DOMINICAN UNIVERSITY,SAN RAFAEL,CA,UNITED STATES,0,"$53,106"
DOMINICAN WOMEN'S DEVELOPMENT CENTER,NEW YORK,NY,UNITED STATES,1,"$25,000"
DONALD DANFORTH PLANT SCIENCE CENTER,ST. LOUIS,MO,UNITED STATES,3,"$819,367"
"DOR BIOPHARMA, INC.",EWING,NJ,UNITED STATES,1,"$687,326"
"DORMATARG, INC.",OKLAHOMA CITY,OK,UNITED STATES,1,"$122,450"
"DOSEBUSTERS USA, INC.",STATE COLLEGE,PA,UNITED STATES,1,"$290,045"
"DOSIMETRICS, INC.",MIDDLESEX,NJ,UNITED STATES,1,"$316,174"
"DOTY SCIENTIFIC, INC.",COLUMBIA,SC,UNITED STATES,1,"$199,384"
DREXEL UNIVERSITY,PHILADELPHIA,PA,UNITED STATES,85,"$30,528,162"
DRUGS FOR NEGLECTED DISEASES INITIATIVE,GENEVA,,SWITZERLAND,1,"$504,803"
"DRVISION TECHNOLOGIES, LLC",BELLEVUE,WA,UNITED STATES,1,"$354,723"
DUKE UNIVERSITY,DURHAM,NC,UNITED STATES,11,"$8,821,915"
DUKE UNIVERSITY,DURHAM,NC,UNITED STATES,758,"$363,960,194"
"DULUTH CLINIC, LTD.",DULUTH,MN,UNITED STATES,1,"$798,586"
DUNDALK INSTITUTE OF TECHNOLOGY,Dundalk,,IRELAND,1,"$163,015"
DUQUESNE UNIVERSITY,PITTSBURGH,PA,UNITED STATES,11,"$2,236,353"
"DVX, LLC",Princeton,NJ,UNITED STATES,1,"$165,044"
"DXRAY, INC.",NORTHRIDGE,CA,UNITED STATES,4,"$1,514,499"
"DYNAMET TECHNOLOGY, INC.",BURLINGTON,MA,UNITED STATES,1,"$100,000"
"DYNAMIC CLINICAL SYSTEMS, INC.",HANOVER,NH,UNITED STATES,1,"$149,999"
DYNAVAX TECHNOLOGIES CORPORATION,BERKELEY,CA,UNITED STATES,2,"$2,495,206"
DYNAVAX TECHNOLOGIES CORPORATION,BERKELEY,CA,UNITED STATES,1,"$3,227,796"
"DYNPORT VACCINE COMPANY, LLC",FREDERICK,MD,UNITED STATES,1,"$5,409,062"
DYSTONIA MEDICAL RESEARCH FOUNDATION,CHICAGO,IL,UNITED STATES,1,"$20,000"
"DZYMETECH, INC.",CHAMPAIGN,IL,UNITED STATES,1,"$162,853"
"E P, LTD",SOMERVILLE,MA,UNITED STATES,2,"$2,249,969"
"E.I. SPECTRA, LLC",SEATTLE,WA,UNITED STATES,1,"$314,858"
EARLENS CORPORATION,REDWOOD CITY,CA,UNITED STATES,1,"$376,688"
EAST BAY INSTITUTE FOR RESEARCH AND EDUC,MARTINEZ,CA,UNITED STATES,1,"$113,714"
EAST CAROLINA UNIVERSITY,GREENVILLE,NC,UNITED STATES,31,"$7,593,534"
EAST CENTRAL UNIVERSITY,ADA,OK,UNITED STATES,1,"$230,778"
EAST TENNESSEE STATE UNIVERSITY,JOHNSON CITY,TN,UNITED STATES,20,"$4,634,991"
EASTERN ILLINOIS UNIVERSITY,CHARLESTON,IL,UNITED STATES,1,"$190,606"
EASTERN MICHIGAN UNIVERSITY,YPSILANTI,MI,UNITED STATES,1,"$227,730"
EASTERN VIRGINIA MEDICAL SCHOOL,NORFOLK,VA,UNITED STATES,16,"$3,859,939"
"EAST-N AMER REG, INTERNTL BIOMETRIC SOC",RESTON,VA,UNITED STATES,1,"$44,000"
EAST-WEST CENTER,HONOLULU,HI,UNITED STATES,2,"$594,448"
EAU CLAIRE COOPERATIVE HEALTH CENTER,COLUMBIA,SC,UNITED STATES,1,"$479,076"
EBERHARD KARL UNIVERSITY OF TUBINGEN,TUEBINGEN,,GERMANY,1,"$118,125"
"ECHELON BIOSCIENCES, INC.",SALT LAKE CITY,UT,UNITED STATES,4,"$786,210"
"ECHO MEDICAL SYSTEMS, LLC",HOUSTON,TX,UNITED STATES,1,"$255,938"
ECI BIOTECH,WORCESTER,MA,UNITED STATES,3,"$787,863"
"ECOARRAY, INC.",Gainesville,FL,UNITED STATES,1,"$377,466"
"ECOHEALTH ALLIANCE, INC.",New York,NY,UNITED STATES,3,"$1,363,295"
ECOLE POLYTECHNIQUE DE MONTREAL,MONTREAL,PQ,CANADA,1,"$132,300"
ECOLE POLYTECHNIQUE FEDERALE DE LAUSANNE,LAUSANNE,,SWITZERLAND,1,"$270,000"
EDENSPACE SYSTEMS CORPORATION,CHANTILLY,VA,UNITED STATES,2,"$200,000"
"EDGE ENTERPRISES, INC.",LAWRENCE,KS,UNITED STATES,3,"$749,996"
"EDUCATION DEVELOPMENT CENTER, INC.",NEWTON,MA,UNITED STATES,3,"$1,064,824"
"EDUCATION, TRAINING, & RESEARCH ASSOCS",SCOTTS VALLEY,CA,UNITED STATES,1,"$237,877"
"EDUCATIONAL NETWORK SERVICES, INC.",CONCORD,MA,UNITED STATES,1,"$99,070"
"EDVOTEK, INC.",ROCKVILLE,MD,UNITED STATES,2,"$677,762"
"EFFIGENE PHARMACEUTICALS, INC.",ATLANTA,GA,UNITED STATES,1,"$99,960"
"EIC LABORATORIES, INC.",NORWOOD,MA,UNITED STATES,2,"$449,600"
EKOS CORPORATION,BOTHELL,WA,UNITED STATES,1,"$153,125"
EL PASO COMMUNITY COLLEGE,EL PASO,TX,UNITED STATES,1,"$532,175"
"ELECTRICAL GEODESICS, INC.",EUGENE,OR,UNITED STATES,1,"$540,730"
"ELECTRONIC BIOSCIENCES, INC.",SAN DIEGO,CA,UNITED STATES,1,"$1,008,493"
"ELGAVISH PARAMAGNETICS, INC.",BIRMINGHAM,AL,UNITED STATES,2,"$512,293"
ELIZABETH CITY STATE UNIVERSITY,ELIZABETH CITY,NC,UNITED STATES,2,"$364,642"
ELIZABETHTOWN COLLEGE,ELIZABETHTOWN,PA,UNITED STATES,1,"$197,841"
ELMHURST COLLEGE,ELMHURST,IL,UNITED STATES,1,"$157,899"
"ELSOHLY LABORATORIES, INC.",OXFORD,MS,UNITED STATES,1,"$344,694"
"ELTRON RESEARCH, INC.",BOULDER,CO,UNITED STATES,1,"$375,000"
ELUSYS THERAPEUTICS,PINE BROOK,NJ,UNITED STATES,1,"$883,563"
EMANUEL HOSPITAL AND HEALTH CENTER,PORTLAND,OR,UNITED STATES,17,"$5,350,097"
"EMERALD CITY ENTERTAINMENT GROUP, LLC",SANTA CRUZ,CA,UNITED STATES,1,"$132,309"
"EMERGE MEDICAL TECHNOLOGIES, LLC",BOISE,ID,UNITED STATES,1,"$539,334"
EMINENT SERVICES CORPORATION,FREDERICK,MD,UNITED STATES,1,"$681,900"
EMMA PENDLETON BRADLEY HOSPITAL,EAST PROVIDENCE,RI,UNITED STATES,2,"$791,613"
EMMES CORPORATION,ROCKVILLE,MD,UNITED STATES,9,"$39,347,943"
EMMES CORPORATION,ROCKVILLE,MD,UNITED STATES,5,"$5,641,432"
EMORY UNIVERSITY,ATLANTA,GA,UNITED STATES,9,"$25,777,118"
EMORY UNIVERSITY,ATLANTA,GA,UNITED STATES,611,"$233,701,261"
"ENCODE BIO, INC.",PASADENA,CA,UNITED STATES,2,"$409,305"
"ENDOMEDIX, INC.",STONY BROOK,NY,UNITED STATES,1,"$215,286"
"ENDOPROTECH, INC.",LOUISVILLE,KY,UNITED STATES,1,"$498,890"
"ENDOTHELIX, INC.",HOUSTON,TX,UNITED STATES,1,"$94,375"
"ENERGETIQ TECHNOLOGY, INC.",WOBURN,MA,UNITED STATES,2,"$781,489"
"ENERTECHNIX, INC.",MAPLE VALLEY,WA,UNITED STATES,1,"$268,590"
ENGINEERING AND SCIENTIFIC RESEARCH ASSO,OLNEY,MD,UNITED STATES,1,"$431,384"
"ENSION, INC.",PITTSBURGH,PA,UNITED STATES,1,"$691,547"
"ENSION, INC.",PITTSBURGH,PA,UNITED STATES,1,"$756,294"
ENVIRONMENTAL MUTAGEN SOCIETY,RESTON,VA,UNITED STATES,1,"$14,000"
EON CORPORATION,DAVIS,CA,UNITED STATES,2,"$494,833"
EOTVOS LORAND UNIVERSITY,BUDAPEST,,HUNGARY,1,"$51,202"
EPICENTER SOFTWARE,PASADENA,CA,UNITED STATES,2,"$302,862"
"EPIPHANY BIOSCIENCES, INC.",SAN FRANCISCO,CA,UNITED STATES,1,"$112,978"
"EPIVAX, INC.",PROVIDENCE,RI,UNITED STATES,5,"$1,406,231"
"EPOCH BIOSCIENCES, INC.",BOTHELL,WA,UNITED STATES,1,"$339,340"
ERASMUS MEDICAL CENTER,ROTTERDAM,,NETHERLANDS,3,"$571,178"
"ERCOLE BIOTECH, INC.",RESEARCH TRIANGLE PARK,NC,UNITED STATES,1,"$651,374"
ERNEST GALLO CLINIC AND RESEARCH CENTER,EMERYVILLE,CA,UNITED STATES,18,"$5,552,289"
"ETHICS RX, LLC",WAUWATOSA,WI,UNITED STATES,3,"$280,847"
ETUBICS CORPORATION,SEATTLE,WA,UNITED STATES,1,"$112,995"
EUROFINS MEDINET,HERNDON,VA,UNITED STATES,2,"$1,082,415"
EUROPEAN MOLECULAR BIOLOGY LABORATORY,HEIDELBERG,,GERMANY,4,"$7,748,151"
EUROPEAN ORG RES ON TREATMENT OF CANCER,BRUSSELS,,BELGIUM,1,"$793,241"
"EUTROPICS PHARMACEUTICALS, INC.",DORCHESTER,MA,UNITED STATES,1,"$326,983"
"EVA PHARMACEUTICAL, LLC.",ROCHESTER,NY,UNITED STATES,1,"$446,642"
EVANSTON NORTHWESTERN HEALTHCARE,EVANSTON,IL,UNITED STATES,1,"$8,065,735"
EVANSTON NORTHWESTERN HEALTHCARE,EVANSTON,IL,UNITED STATES,34,"$14,501,510"
"EVERGEN BIOTECHNOLOGIES, INC.",Vernon,CT,UNITED STATES,3,"$797,201"
"EXEMPLAR GENETICS, LLC",SIOUX CENTER,IA,UNITED STATES,1,"$99,537"
"EXPERIMED BIOSCENCE, INC.",SOUTH SAN FRANCISCO,CA,UNITED STATES,1,"$589,240"
EXPLORATORIUM,SAN FRANCISCO,CA,UNITED STATES,1,"$216,720"
"EXPONENT, INC.",MENLO PARK,CA,UNITED STATES,1,"$365,478"
"EXPRESSION DRUG DESIGNS, LLC",CARDIFF,CA,UNITED STATES,1,"$100,000"
"EXPRESSION PATHOLOGY, INC",GAITHERSBURG,MD,UNITED STATES,1,"$147,875"
EXPRESSION THERAPEUTICS,Tucker,GA,UNITED STATES,1,"$100,000"
EXSAR CORPORATION,MONMOUTH JUNCTION,NJ,UNITED STATES,1,"$99,957"
"EXTREMOZYME, INC.",HUNTSVILLE,AL,UNITED STATES,1,"$100,000"
EYE CONSULTANTS OF ATLANTA,ATLANTA,GA,UNITED STATES,1,"$92,941"
"EYERX RESEARCH, INC.",NORFOLK,VA,UNITED STATES,1,"$337,337"
FACULTY OF MEDICINE OF TIMONE,MARSEILLE,,FRANCE,1,"$53,271"
"FAIRWAY MEDICAL TECHNOLOGIES, INC.",HOUSTON,TX,UNITED STATES,2,"$1,085,185"
FAMILY HEALTH INTERNATIONAL,RESEARCH TRIANGLE PARK,NC,UNITED STATES,1,"$1,696,792"
FAMILY HEALTH INTERNATIONAL,RESEARCH TRIANGLE PARK,NC,UNITED STATES,4,"$9,880,741"
"FAMILY WORKS, INC.",ATHENS,OH,UNITED STATES,1,"$126,502"
FARMINGDALE STATE UNIVERSITY,FARMINGDALE,NY,UNITED STATES,1,"$67,449"
"FASGEN, INC.",BALTIMORE,MD,UNITED STATES,1,"$100,000"
"FAST IMAGING COMPANY, LLC",BETHESDA,MD,UNITED STATES,2,"$890,041"
"FAST-TRACK DRUGS & BIOLOGICS, LLC",NORTH POTOMAC,MD,UNITED STATES,1,"$314,602"
FATHER FLANAGAN'S BOYS' HOME,BOYS TOWN,NE,UNITED STATES,16,"$4,286,690"
FAYETTEVILLE STATE UNIVERSITY,FAYETTEVILLE,NC,UNITED STATES,3,"$680,263"
FEDERAL UNIVERSITY OF BAHIA,SALVADOR,,BRAZIL,5,"$1,001,559"
FEDERAL UNIVERSITY OF RIO DE JANEIRO,RIO DE JANEIRO,,BRAZIL,2,"$381,845"
FEDERATION OF AMER SOC FOR EXPER BIOLOGY,BETHESDA,MD,UNITED STATES,33,"$2,119,431"
FEDERATION/CLINICAL IMMUNOLOGY SOCIETIES,MILWAUKEE,WI,UNITED STATES,1,"$28,000"
FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH,MANHASSET,NY,UNITED STATES,54,"$26,036,371"
"FENWAY BIOSCIENCE, INC.",BOSTON,MA,UNITED STATES,1,"$99,125"
FENWAY COMMUNITY HEALTH CENTER,BOSTON,MA,UNITED STATES,5,"$1,246,845"
"FERMALOGIC, INC.",CHICAGO,IL,UNITED STATES,1,"$491,478"
"FFA SCIENCES, LLC",SAN DIEGO,CA,UNITED STATES,1,"$608,567"
"FHC, INC.",BOWDOIN,ME,UNITED STATES,1,"$196,483"
"FIESTA EDUCATIVA, INC.",LOS ANGELES,CA,UNITED STATES,1,"$30,000"
"FIFTH BASE, LLC",Boston,MA,UNITED STATES,2,"$421,720"
"FIREBIRD BIOMOLECULAR SCIENCES, LLC",GAINESVILLE,FL,UNITED STATES,1,"$100,000"
"FIRST LIGHT BIOSCIENCES, INC.",BEDFORD,MA,UNITED STATES,2,"$793,276"
"FIRST WAVE TECHNOLOGIES, INC.",BUFFALO,NY,UNITED STATES,1,"$185,989"
"FIRSTHAND TECHNOLOGY, INC.",SEATTLE,WA,UNITED STATES,1,"$2,090,845"
FISHER BIOSERVICES CORPORATION,ROCKVILLE,MD,UNITED STATES,8,"$39,699,289"
FISK UNIVERSITY,NASHVILLE,TN,UNITED STATES,1,"$49,759"
FLACSO ARGENTINA,BUENOS AIRES,,ARGENTINA,1,"$229,299"
"FLEX BIOMEDICAL, INC.",Madison,WI,UNITED STATES,1,"$175,140"
FLINDERS UNIVERSITY OF SOUTH AUSTRALIA,ADELAIDE,,AUSTRALIA,2,"$1,611,870"
"FLINT HILLS SCIENTIFIC, LLC",LAWRENCE,KS,UNITED STATES,1,"$99,831"
FLORIDA AGRICULTURAL AND MECHANICAL UNIV,TALLAHASSEE,FL,UNITED STATES,4,"$3,309,651"
FLORIDA ASSN OF PEDIATRIC TUMOR PROG,TAMPA,FL,UNITED STATES,1,"$422,772"
FLORIDA ATLANTIC UNIVERSITY,BOCA RATON,FL,UNITED STATES,17,"$4,388,635"
FLORIDA INSTITUTE OF TECHNOLOGY,MELBOURNE,FL,UNITED STATES,1,"$306,144"
FLORIDA INTERNATIONAL UNIVERSITY,MIAMI,FL,UNITED STATES,36,"$13,729,680"
FLORIDA STATE UNIVERSITY,TALLAHASSEE,FL,UNITED STATES,62,"$16,337,664"
"FLUENTIAL, INC.",SUNNYVALE,CA,UNITED STATES,1,"$288,108"
"FLUIDITY SOFTWARE, INC.",SOMERVILLE,MA,UNITED STATES,1,"$100,000"
"FLUOROUS TECHNOLOGIES, INC.",PITTSBURGH,PA,UNITED STATES,2,"$860,970"
"FLUXION BIOSCIENCES, INC.",SOUTH SAN FRANCISCO,CA,UNITED STATES,2,"$631,969"
FLYING BRIDGE TECHNOLOGIES,CHARLOTTE,NC,UNITED STATES,1,"$350,603"
"FOCALCOOL, LLC",EAST WINDSOR,NJ,UNITED STATES,1,"$440,605"
"FOCUS SURGERY, INC.",INDIANAPOLIS,IN,UNITED STATES,1,"$360,640"
"FOCUSED SCIENTIFIC, INC.",NEWCASTLE,WA,UNITED STATES,0,"$60,249"
FONDAZONE CENT/SAN RAFFAELE/DEL MONTE,MILAN,,ITALY,3,"$574,974"
FOODSOURCE LURE CORPORATION,BIRMINGHAM,AL,UNITED STATES,1,"$299,923"
FORDHAM UNIVERSITY,BRONX,NY,UNITED STATES,8,"$2,142,350"
"FORESIGHT SCIENCE AND TECHNOLOGY, INC.",PROVIDENCE,RI,UNITED STATES,1,"$300,000"
FORSYTH INSTITUTE,BOSTON,MA,UNITED STATES,23,"$8,379,286"
FORT PECK COMMUNITY COLLEGE,POPLAR,MT,UNITED STATES,1,"$129,218"
FOUNDATION FOR APPLIED MOLECULAR EVOLUTN,GAINESVILLE,FL,UNITED STATES,4,"$1,500,162"
FOUNDATION FOR BLOOD RESEARCH,SCARBOROUGH,ME,UNITED STATES,2,"$443,230"
"FOURIER DESIGNS, LLC",LARGO,FL,UNITED STATES,1,"$99,673"
FOX CHASE CANCER CENTER,PHILADELPHIA,PA,UNITED STATES,53,"$29,062,061"
FOX CHASE CANCER CENTER,PHILADELPHIA,PA,UNITED STATES,1,"$2,364,525"
"FOX LEARNING SYSTEMS, INC.",Pittsburgh,PA,UNITED STATES,1,"$385,472"
"FOX LEARNING SYSTEMS, INC.",Pittsburgh,PA,UNITED STATES,1,"$374,928"
FRED HUTCHINSON CANCER RESEARCH CENTER,SEATTLE,WA,UNITED STATES,249,"$218,711,483"
FRED HUTCHINSON CANCER RESEARCH CENTER,SEATTLE,WA,UNITED STATES,6,"$11,758,276"
FRESH POND RESEARCH INSTITUTE,CAMBRIDGE,MA,UNITED STATES,1,"$74,486"
"FRIENDS RESEARCH INSTITUTE, INC.",BALTIMORE,MD,UNITED STATES,9,"$3,417,814"
"FRONTIER SCI & TECHNOLOGY RSCH FDN, INC",BOSTON,MA,UNITED STATES,4,"$12,980,625"
FUDAN UNIVERSITY,SHANGHAI,,CHINA,3,"$376,682"
"FUNCTIONAL GENETICS, INC.",GAITHERSBURG,MD,UNITED STATES,1,"$299,878"
FUNDACAO OSWALDO CRUZ,RIO DE JANEIRO,,BRAZIL,1,"$3,194,471"
FUNDACIO IMIM,BARCELONA,,SPAIN,1,"$48,796"
FUNDACION INCIENSA,,,COSTA RICA,1,"$4,321,135"
FUNDACION INST DE INVESTIGACIONES BIOTEC,SAN MARTIN,,ARGENTINA,2,"$162,000"
FUNDACION INSTITUTO LELOIR,BUENOS AIRES,,ARGENTINA,1,"$77,760"
FURMAN UNIVERSITY,GREENVILLE,SC,UNITED STATES,1,"$214,500"
"G3 TECHNOLOGY INNOVATIONS, LLC",PITTSFORD,NY,UNITED STATES,1,"$153,718"
GALLAUDET UNIVERSITY,WASHINGTON,DC,UNITED STATES,1,"$339,853"
GALVESTON ISLAND COMMUNITY RES ADV COM,GALVESTON,TX,UNITED STATES,1,"$18,409"
"GAMMA MEDICA, INC.",NORTHRIDGE,CA,UNITED STATES,3,"$1,691,556"
GARVAN INSTITUTE OF MEDICAL RESEARCH,SYDNEY,,AUSTRALIA,1,"$49,646"
GAYLORD HOSPITAL,WALLINGFORD,CT,UNITED STATES,1,"$164,784"
"GCFREE, INC.",LA JOLLA,CA,UNITED STATES,1,"$167,772"
GENCIA CORPORATION,CHARLOTTESVILLE,VA,UNITED STATES,1,"$137,200"
"GENE CHECK, INC.",Greeley,CO,UNITED STATES,2,"$361,904"
"GENE NETWORK SCIENCES, INC.",Cambridge,MA,UNITED STATES,1,"$562,827"
GENE SECURITY NETWORK,Redwood City,CA,UNITED STATES,1,"$835,485"
"GENE THERAPY SYSTEMS, INC.",SAN DIEGO,CA,UNITED STATES,1,"$676,839"
"GENEGO, INC.",ST. JOSEPH,MI,UNITED STATES,3,"$695,580"
"GENERAL BIOTECHNOLOGY, LLC",INDIANAPOLIS,IN,UNITED STATES,2,"$591,242"
GENERAL ELECTRIC CO CORPORATE R&D CTR,NISKAYUNA,NY,UNITED STATES,3,"$2,314,236"
"GENESEGUES, INC.",CHASKA,MN,UNITED STATES,1,"$185,073"
GENETIC INFORMATION RESEARCH INSTITUTE,MOUNTAIN VIEW,CA,UNITED STATES,1,"$265,639"
"GENETICS SQUARED, INC.",ANN ARBOR,MI,UNITED STATES,1,"$162,300"
