ORGANIZATION,CITY,STATE,COUNTRY,AWARDS,FUNDING
"ACIONT, INC.",SALT LAKE CITY,UT,UNITED STATES,1,"$955,724"
"ACLARIS MEDICAL, LLC",FALCON HEIGHTS,MN,UNITED STATES,1,"$25,000"
ACMA SOCIAL MARKETING,SANTA FE,NM,UNITED STATES,2,"$406,966"
"ACORDA THERAPEUTICS, INC.",HAWTHORNE,NY,UNITED STATES,1,"$476,872"
"ACOUSTIC MEDSYSTEMS, INC.",Savoy,IL,UNITED STATES,1,"$647,919"
"ACPHARIS, INC.",HOLLISTON,MA,UNITED STATES,1,"$225,000"
"ACTINOBAC BIOMED, INC.",NORTH BRUNSWICK,NJ,UNITED STATES,1,"$905,040"
"ACTIVE MOTIF, INC.",CARLSBAD,CA,UNITED STATES,1,"$224,830"
"ACTUATED MEDICAL, INC.",BELLEFONTE,PA,UNITED STATES,4,"$2,524,766"
"ACUMEN PHARMACEUTICALS, INC.",Livermore,CA,UNITED STATES,1,"$176,145"
"ACUMEN, LLC",BURLINGAME,CA,UNITED STATES,1,"$468,879"
"ACURA PHARMACEUTICALS, INC.",PALATINE,IL,UNITED STATES,1,"$299,694"
"ADAMAS PHARMACEUTICALS, INC.",EMERYVILLE,CA,UNITED STATES,1,"$509,329"
ADAPTIVE BIOTECHNOLOGIES CORPORATION,SEATTLE,WA,UNITED STATES,1,"$244,699"
"ADAPTIVE SENSORY TECHNOLOGY, LLC",WATERTOWN,MA,UNITED STATES,1,"$121,072"
"ADAPTIVEPHARMA, LLC",LEAWOOD,KS,UNITED STATES,1,"$115,430"
ADDIS ABABA UNIVERSITY,ADDIS ABABA,,ETHIOPIA,5,"$638,934"
ADELPHI UNIVERSITY,GARDEN CITY,NY,UNITED STATES,1,"$147,531"
"ADEPTHERA, LLC",PALO ALTO,CA,UNITED STATES,2,"$450,000"
ADERA,PESSAC,,FRANCE,1,"$1,661,149"
"ADHAERE PHARMACEUTICALS, INC.",MIAMI,FL,UNITED STATES,1,"$300,000"
"ADHEREN, INC.",BERKELEY,CA,UNITED STATES,1,"$182,722"
"ADJUVANCE TECHNOLOGIES, INC.",NEW YORK,NY,UNITED STATES,1,"$225,000"
ADURO BIOTECH,BERKELEY,CA,UNITED STATES,1,"$224,878"
ADVAITA CORPORATION,PLYMOUTH,MI,UNITED STATES,1,"$586,812"
ADVANCED BIOMEDICAL INFORMATICS GROUP,IOWA CITY,IA,UNITED STATES,1,"$205,228"
"ADVANCED BIOMEDICAL MACHINES, INC.",STONY BROOK,NY,UNITED STATES,1,"$212,331"
"ADVANCED BIOSCIENCE LABORATORIES, INC.",KENSINGTON,MD,UNITED STATES,16,"$23,252,008"
"ADVANCED BRAIN MONITORING, INC.",CARLSBAD,CA,UNITED STATES,1,"$84,536"
"ADVANCED CELL DIAGNOSTICS, INC.",HAYWARD,CA,UNITED STATES,1,"$834,236"
"ADVANCED DIAMOND TECHNOLOGIES, INC.",ROMEOVILLE,IL,UNITED STATES,1,"$387,907"
"ADVANCED GENOMIC TECHNOLOGY, LLC",LOUISVILLE,KY,UNITED STATES,1,"$688,822"
"ADVANCED HEARING CONCEPTS, INC.",BODEGA BAY,CA,UNITED STATES,1,"$204,251"
"ADVANCED MATERIALS TECHNOLOGY, INC.",WILMINGTON,DE,UNITED STATES,1,"$476,339"
ADVANCED MEDICAL ELECTRONICS CORPORATION,MAPLE GROVE,MN,UNITED STATES,4,"$1,339,911"
"ADVANCED MRI TECHNOLOGY, LLC",SEBASTOPOL,CA,UNITED STATES,1,"$785,368"
"ADVANCED PLASMA PRODUCTS, INC.",LENOIR CITY,TN,UNITED STATES,1,"$1,076,505"
"ADVANCED PROCESS COMBINATORICS, INC.",WEST LAFAYETTE,IN,UNITED STATES,1,"$599,724"
"ADVANCED RNA TECHNOLOGIES, LLC",BOULDER,CO,UNITED STATES,2,"$914,166"
ADVANCES IN MINERAL METABOLISM,ROCHESTER,MN,UNITED STATES,1,"$15,000"
"ADVANTAGENE, INC",AUBURNDALE,MA,UNITED STATES,1,"$224,999"
ADVENTIUM ENTERPRISES,MINNEAPOLIS,MN,UNITED STATES,1,"$517,394"
"AEON IMAGING, LLC",BLOOMINGTON,IN,UNITED STATES,3,"$449,897"
"AEROSOL DYNAMICS, INC.",BERKELEY,CA,UNITED STATES,1,"$83,883"
"AFASCI, INC.",REDWOOD CITY,CA,UNITED STATES,5,"$1,464,673"
"AFFINERGY ,INC",RESEARCH TRIANGLE PARK,NC,UNITED STATES,1,"$276,193"
"AFFINERGY, LLC",DURHAM,NC,UNITED STATES,8,"$3,083,770"
"AFFINITY THERAPEUTICS, LLC",Cleveland,OH,UNITED STATES,2,"$224,999"
AFRICA UNIVERSITY,MUTARE,,ZIMBABWE,1,"$30,240"
AG BELL ASSN FOR DEAF & HARD OF HEARING,WASHINGTON,DC,UNITED STATES,1,"$28,665"
AGA KHAN UNIVERSITY,KARACHI,,PAKISTAN,3,"$546,352"
"AGENEBIO, INC.",Baltimore,MD,UNITED STATES,1,"$424,363"
"AGGAMIN PHARMACEUTICALS, LLC",NEW YORK,NY,UNITED STATES,1,"$218,009"
"AGILE SCIENCES, INC.",RALEIGH,NC,UNITED STATES,1,"$672,768"
"AGONOX, INC.",PORTLAND,OR,UNITED STATES,1,"$106,505"
"AGRI-ANALYSIS, LLC",WEST SACRAMENTO,CA,UNITED STATES,1,"$225,250"
"AGRO BIOSCIENCES, INC.",WAUWATOSA,WI,UNITED STATES,1,"$224,425"
"AI BIOSCIENCES, INC.",COLLEGE STATION,TX,UNITED STATES,3,"$634,477"
"AI CURE TECHNOLOGIES, LLC",New York,NY,UNITED STATES,1,"$888,295"
"AIRCARE LABS, LLC",PHILADELPHIA,PA,UNITED STATES,1,"$148,972"
"AKINA, INC.",WEST LAFAYETTE,IN,UNITED STATES,1,"$287,028"
"AKONNI BIOSYSTEMS, INC.",FREDERICK,MD,UNITED STATES,2,"$1,399,602"
"AKRON BIOTECHNOLOGY, LLC",BOCA RATON,FL,UNITED STATES,1,"$154,043"
"AKROTOME IMAGING, INC.",MENLO PARK,CA,UNITED STATES,1,"$149,800"
AKSTON BIOSCIENCES CORPORATION,BEVERLY,MA,UNITED STATES,1,"$249,926"
ALABAMA FIRE COLLEGE,TUSCALOOSA,AL,UNITED STATES,1,"$613,227"
ALABAMA STATE UNIVERSITY,MONTGOMERY,AL,UNITED STATES,3,"$576,901"
"ALAN PENN AND ASSOCIATES, INC.",ROCKVILLE,MD,UNITED STATES,1,"$798,404"
ALASKA COMMUNITY ACTION ON TOXICS (ACAT),ANCHORAGE,AK,UNITED STATES,1,"$459,072"
ALASKA NATIVE TRIBAL HEALTH CONSORTIUM,ANCHORAGE,AK,UNITED STATES,2,"$328,188"
ALBANY MEDICAL COLLEGE,ALBANY,NY,UNITED STATES,22,"$8,459,556"
"ALBANY RESEARCH INSTITUTE, INC.",ALBANY,NY,UNITED STATES,1,"$269,616"
ALBANY STATE UNIVERSITY,ALBANY,GA,UNITED STATES,2,"$390,228"
ALBERT EINSTEIN COLLEGE OF MEDICINE,BRONX,NY,UNITED STATES,326,"$157,391,499"
ALBERT EINSTEIN HEALTHCARE NETWORK,PHILADELPHIA,PA,UNITED STATES,8,"$2,570,313"
"ALDERON BIOSCIENCES, INC.",Beaufort,NC,UNITED STATES,2,"$590,874"
"ALERE WELLBEING, INC.",SEATTLE,WA,UNITED STATES,3,"$887,254"
"ALEXANDER BIODISCOVERIES, LLC",CHARLOTTESVILLE,VA,UNITED STATES,1,"$1,000,000"
ALFRED I. DU PONT HOSP FOR CHILDREN,WILMINGTON,DE,UNITED STATES,8,"$6,370,762"
"ALGORITHMRX, LLC",NORTH CHESTERFIELD,VA,UNITED STATES,1,"$910,888"
ALLAN HANCOCK COLLEGE,SANTA MARIA,CA,UNITED STATES,1,"$196,050"
ALLEGHENY-SINGER RESEARCH INSTITUTE,PITTSBURGH,PA,UNITED STATES,4,"$1,229,232"
ALLELE BIOTECHNOLOGY AND PHARMACEUTICALS,SAN DIEGO,CA,UNITED STATES,2,"$378,057"
ALLEN INSTITUTE FOR BRAIN SCIENCE,SEATTLE,WA,UNITED STATES,9,"$6,545,645"
ALLEN/LOEB ASSOCIATES,SAN FRANCISCO,CA,UNITED STATES,1,"$346,470"
"ALLIANCE DISCOVERY, INC.",DOYLESTOWN,PA,UNITED STATES,1,"$224,748"
"ALLIED INNOVATIVE SYSTEMS, LLC",HILLSBOROUGH,NJ,UNITED STATES,1,"$463,988"
ALLINA HEALTH SYSTEM,MINNEAPOLIS,MN,UNITED STATES,2,"$1,506,125"
"ALLOSTEROS THERAPEUTICS, INC.",SUNNYVALE,CA,UNITED STATES,1,"$267,039"
"ALLTRANZ, INC.",LEXINGTON,KY,UNITED STATES,1,"$695,993"
"ALPHA UNIVERSE, LLC",MADISON,WI,UNITED STATES,1,"$149,986"
"ALTEC, INC.",NATICK,MA,UNITED STATES,2,"$952,088"
ALTOR BIOSCIENCE CORPORATION,MIRAMAR,FL,UNITED STATES,2,"$1,348,323"
"ALTRAVAX, INC.",SUNNYVALE,CA,UNITED STATES,2,"$1,140,676"
"AM BIOTECHNOLOGIES, LLC",HOUSTON,TX,UNITED STATES,3,"$896,547"
"AMBERGEN, INC",WATERTOWN,MA,UNITED STATES,3,"$1,986,438"
AMERICAN ACADEMY OF ADDICTION PSYCHIATRY,EAST PROVIDENCE,RI,UNITED STATES,1,"$25,000"
"AMERICAN ACADEMY OF AUDIOLOGY, INC.",RESTON,VA,UNITED STATES,1,"$33,128"
AMERICAN ACADEMY OF ORTHOPAEDIC SURGEONS,ROSEMONT,IL,UNITED STATES,1,"$15,000"
AMERICAN ACADEMY OF PEDIATRICS,ELK GROVE VILLAGE,IL,UNITED STATES,2,"$629,559"
"AMERICAN AGING ASSOCIATION, INC.",CLEVELAND,OH,UNITED STATES,1,"$46,600"
AMERICAN ASSOCIATION FOR CANCER RESEARCH,PHILADELPHIA,PA,UNITED STATES,8,"$851,709"
AMERICAN ASSOCIATION FOR DENTAL RESEARCH,ALEXANDRIA,VA,UNITED STATES,2,"$80,000"
"AMERICAN CANCER SOCIETY, INC.",ATLANTA,GA,UNITED STATES,1,"$282,157"
AMERICAN COLLEGE OF CARDIOLOGY,WASHINGTON,DC,UNITED STATES,1,"$50,000"
AMERICAN COLLEGE OF RADIOLOGY,RESTON,VA,UNITED STATES,2,"$8,809,908"
AMERICAN COLLEGE OF RHEUMATOLOGY,ATLANTA,GA,UNITED STATES,2,"$80,000"
AMERICAN DENTAL ASSOCIATION FOUNDATION,CHICAGO,IL,UNITED STATES,1,"$444,059"
AMERICAN GASTROENTEROLOGICAL ASSN/INST,BETHESDA,MD,UNITED STATES,1,"$148,448"
AMERICAN GERIATRICS SOCIETY,NEW YORK,NY,UNITED STATES,1,"$50,000"
AMERICAN HEART ASSOCIATION,DALLAS,TX,UNITED STATES,1,"$3,972,514"
AMERICAN INSTITUTES FOR RESEARCH,WASHINGTON,DC,UNITED STATES,1,"$214,407"
AMERICAN LEGACY FOUNDATION,WASHINGTON,DC,UNITED STATES,8,"$2,071,017"
AMERICAN MUSEUM OF NATURAL HISTORY,NEW YORK,NY,UNITED STATES,1,"$258,978"
AMERICAN PAIN SOCIETY,GLENVIEW,IL,UNITED STATES,1,"$42,000"
AMERICAN PHYSICIANS SCIENTISTS ASSN,Deerfield,IL,UNITED STATES,1,"$27,150"
AMERICAN PHYSIOLOGICAL SOCIETY,BETHESDA,MD,UNITED STATES,4,"$620,277"
AMERICAN PSYCHIATRIC FOUNDATION,ARLINGTON,VA,UNITED STATES,1,$1
AMERICAN PSYCHOLOGICAL ASSOCIATION,WASHINGTON,DC,UNITED STATES,1,"$271,526"
AMERICAN PSYCHOSOMATIC SOCIETY (APS),MC LEAN,VA,UNITED STATES,1,"$10,000"
AMERICAN SOCIETY FOR BONE & MINERAL RES,WASHINGTON,DC,UNITED STATES,1,"$38,000"
AMERICAN SOCIETY FOR CELL BIOLOGY,BETHESDA,MD,UNITED STATES,2,"$287,127"
AMERICAN SOCIETY FOR MICROBIOLOGY,WASHINGTON,DC,UNITED STATES,8,"$867,000"
AMERICAN SOCIETY FOR NEUROCHEMISTRY,WINDERMERE,FL,UNITED STATES,1,"$20,000"
AMERICAN SOCIETY OF ADDICTION MEDICINE,CHEVY CHASE,MD,UNITED STATES,2,"$75,000"
AMERICAN SOCIETY OF ANDROLOGY,SCHAUMBURG,IL,UNITED STATES,2,"$116,722"
AMERICAN SOCIETY OF GENE & CELL THERAPY,MILWAUKEE,WI,UNITED STATES,1,"$10,000"
AMERICAN SOCIETY OF HEMATOLOGY,WASHINGTON,DC,UNITED STATES,2,"$310,705"
"AMERICAN SOCIETY OF NEPHROLOGY, INC.",WASHINGTON,DC,UNITED STATES,3,"$30,000"
AMERICAN SOCIETY/INVESTIGATIVE PATHOLOGY,BETHESDA,MD,UNITED STATES,1,"$2,500"
AMERICAN SOCIETY/PARENT & ENTERAL NUTRIT,SILVER SPRING,MD,UNITED STATES,1,"$18,500"
AMERICAN SPEECH-LANGUAGE-HEARING ASSN,ROCKVILLE,MD,UNITED STATES,2,"$232,387"
AMERICAN THORACIC SOCIETY,NEW YORK,NY,UNITED STATES,1,"$6,000"
AMERICAN TYPE CULTURE COLLECTION,MANASSAS,VA,UNITED STATES,4,"$3,395,340"
AMERICAN UNIVERSITY,WASHINGTON,DC,UNITED STATES,6,"$1,221,253"
AMERICAN UNIVERSITY OF BEIRUT,BEIRUT,,LEBANON,2,"$262,092"
AMERICAN UROLOGICAL ASSOCIATION,LINTHICUM,MD,UNITED STATES,4,"$32,000"
AMHERST COLLEGE,Amherst,MA,UNITED STATES,1,"$371,823"
"AMPLYX PHARMACEUTICALS, INC.",SAN DIEGO,CA,UNITED STATES,5,"$2,369,830"
"AMPRION, INC.",HOUSTON,TX,UNITED STATES,1,"$501,426"
ANABIOS CORPORATION,SAN DIEGO,CA,UNITED STATES,1,"$200,651"
ANAGIN,INDIANAPOLIS,IN,UNITED STATES,1,"$348,749"
ANASYS INSTRUMENTS CORPORATION,SANTA BARBARA,CA,UNITED STATES,1,"$591,600"
"ANATOMYWORKS, LLC",BALTIMORE,MD,UNITED STATES,1,"$524,785"
ANDROSCIENCE CORPORATION,SOLANA BEACH,CA,UNITED STATES,1,$1
"ANGEL MEDICAL SYSTEMS, INC.",SHREWSBURY,NJ,UNITED STATES,1,"$979,104"
ANGIOMA ALLIANCE,NORFOLK,VA,UNITED STATES,1,"$10,000"
ANGION BIOMEDICA CORPORATION,UNIONDALE,NY,UNITED STATES,4,"$2,878,375"
"ANTEGRIN THERAPEUTICS, LLC",BALLWIN,MO,UNITED STATES,1,"$219,309"
"ANTICANCER, INC.",SAN DIEGO,CA,UNITED STATES,2,"$449,400"
"ANTIDOTE THERAPEUTICS, INC.",BETHESDA,MD,UNITED STATES,1,"$2,504,304"
"ANTIOP, INC.",LEXINGTON,KY,UNITED STATES,1,"$995,554"
ANTON DE KOM UNIVERSITY OF SURINAME,PARAMARIBO,,SURINAME,1,"$50,000"
"ANVIL BIOSCIENCES, LLC",HAWYARD,CA,UNITED STATES,2,"$445,788"
"APDM, INC.",PORTLAND,OR,UNITED STATES,2,"$862,243"
"APEX BIOMEDICAL COMPANY, LLC",PORTLAND,OR,UNITED STATES,1,"$385,311"
APHIOS CORPORATION,WOBURN,MA,UNITED STATES,2,"$449,788"
"APK ADVANCED MEDICAL TECHNOLOGIES, INC.",ATLANTA,GA,UNITED STATES,1,"$1,014,469"
APLASTIC ANEMIA & MDS INTERNATIONAL FDN,Rockville,MD,UNITED STATES,1,"$5,000"
APOGEE BIOTECHNOLOGY CORPORATION,HUMMELSTOWN,PA,UNITED STATES,4,"$1,226,588"
APPLIED BIOTECHNOLOGY INSTITUTE,SAN LUIS OBISPO,CA,UNITED STATES,1,"$727,729"
APPLIED GENETIC TECHNOLOGIES CORPORATION,ALACHUA,FL,UNITED STATES,1,"$290,016"
"APPLIED GEOSOLUTIONS, LLC",DURHAM,NH,UNITED STATES,1,"$474,294"
"APPLIED NANOTECH, INC.",AUSTIN,TX,UNITED STATES,1,"$224,983"
"APPLIED STEMCELL, INC.",SUNNYVALE,CA,UNITED STATES,2,"$404,080"
"APPLIKATE TECHNOLOGIES, LLC",EAST HAVEN,CT,UNITED STATES,1,"$224,684"
"APRICITY THERAPEUTICS, INC.",ATHERTON,CA,UNITED STATES,1,"$190,000"
"APT THERAPEUTICS, INC.",SAINT LOUIS,MO,UNITED STATES,2,"$449,018"
"APTITUDE MEDICAL SYSTEMS, INC.",SANTA BARBARA,CA,UNITED STATES,2,"$448,539"
APTO ORTHOPAEDICS CORPORATION,AKRON,OH,UNITED STATES,1,"$222,908"
"AQUARIUS BIOTECHNOLOGIES, INC.",CHICAGO,IL,UNITED STATES,1,"$224,735"
"AQUILUS PHARMACEUTICALS, INC.",WINCHESTER,MA,UNITED STATES,1,"$261,982"
"ARATOME, LLC",MENLO PARK,CA,UNITED STATES,1,"$296,384"
ARBOR RESEARCH COLLABORATIVE FOR HEALTH,ANN ARBOR,MI,UNITED STATES,5,"$1,716,001"
"ARCHIEMD, INC.",BOCA RATON,FL,UNITED STATES,3,"$729,679"
"ARCHIMAGE, INC.",HOUSTON,TX,UNITED STATES,1,"$804,254"
"ARCOS, INC",HOUSTON,TX,UNITED STATES,1,"$225,022"
"ARIADNE DIAGNOSTICS, LLC",ROCKVILLE,MD,UNITED STATES,1,"$242,984"
"ARIDIS PHARMACEUTICALS, LLC",SAN JOSE,CA,UNITED STATES,1,"$283,500"
ARIETIS,Boston,MA,UNITED STATES,2,"$1,300,000"
"ARISAN THERAPEUTICS, INC.",SAN DIEGO,CA,UNITED STATES,2,"$749,400"
"ARISAPH PHARMACEUTICALS, INC.",BOSTON,MA,UNITED STATES,2,"$695,565"
"ARIZONA CANCER THERAPEUTICS, LLC",TUCSON,AZ,UNITED STATES,1,"$119,600"
ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,TEMPE,AZ,UNITED STATES,102,"$40,557,181"
ARKANSAS CHILDREN'S HOSPITAL RES INST,LITTLE ROCK,AR,UNITED STATES,7,"$2,813,974"
"ARMAGEN TECHNOLOGIES, INC.",CALABASAS,CA,UNITED STATES,3,"$1,325,016"
"ARONORA, INC.",PORTLAND,OR,UNITED STATES,4,"$3,777,107"
"ARPHION, LTD",CHICAGO,IL,UNITED STATES,1,"$148,530"
"ARRAY SCIENCE, LLC",SAUSALITO,CA,UNITED STATES,1,"$224,303"
"ARRHYTHMOTECH, LLC",INDIANAPOLIS,IN,UNITED STATES,1,"$212,634"
"ARTANN LABORATORIES, INC.",TRENTON,NJ,UNITED STATES,3,"$1,342,434"
"ARTIFICIAL CELL TECHNOLOGIES, INC.",NEW HAVEN,CT,UNITED STATES,2,"$1,485,313"
"ASCLEPIX THERAPEUTICS, LLC",LUTHERVILLE,MD,UNITED STATES,3,"$472,612"
"ASHWIN-USHAS CORPORATION, INC.",HOLMDEL,NJ,UNITED STATES,1,"$536,295"
ASIAN PACIFIC PARTNERS/EMPOWER/ADV/LDSHP,OAKLAND,CA,UNITED STATES,1,"$300,920"
"ASKLEPIOS BIOPHARMACEUTICAL, INC.",CHAPEL HILL,NC,UNITED STATES,1,"$270,008"
ASOCIACION CIVIL IMPACTA SALUD Y EDUCACN,LIMA,,PERU,1,"$2,354,219"
ASSESSMENTS ILLUSTRATED,ALLISON PARK,PA,UNITED STATES,1,"$333,240"
ASSN/MEDICAL EDUC & RES IN SUBS ABUSE,Cranston,RI,UNITED STATES,1,"$46,500"
ASSOCIATION FOR CHEMORECEPTION SCIENCES,MINNEAPOLIS,MN,UNITED STATES,1,"$40,000"
ASSOCIATION FOR RES IN VISION & OPHTHAL,ROCKVILLE,MD,UNITED STATES,1,"$70,000"
ASSOCIATION OF AMERICAN MEDICAL COLLEGES,WASHINGTON,DC,UNITED STATES,2,"$1,006,723"
ASSOCIATION/ACADEMIC MINORITY PHYSICIANS,OWINGS MILLS,MD,UNITED STATES,1,"$181,869"
ASSOCIATION/ASIAN PACIFIC CMTY HLTH ORGS,OAKLAND,CA,UNITED STATES,1,"$301,855"
"ASSUAGE PHARMACEUTICALS, INC.",PORT SAINT LUCIE,FL,UNITED STATES,1,"$149,996"
"ASTER LABS, INC.",SHOREVIEW,MN,UNITED STATES,1,"$194,366"
"ASTRAEA THERAPEUTICS, LLC",MOUNTAIN VIEW,CA,UNITED STATES,3,"$1,478,395"
"ASURAGEN, INC.",AUSTIN,TX,UNITED STATES,4,"$2,335,158"
"ATHARVA, LLC",CRANBERRY TOWNSHIP,PA,UNITED STATES,1,"$345,119"
"ATHERSYS, INC.",CLEVELAND,OH,UNITED STATES,2,"$820,145"
"ATHGHIN BIOTECHNOLOGY, INC.",RENSSELAER,NY,UNITED STATES,1,"$224,975"
"ATLANTIC HEALTH SYSTEM, INC.",MORRISTOWN,NJ,UNITED STATES,2,"$325,162"
AUBURN UNIVERSITY AT AUBURN,AUBURN UNIVERSITY,AL,UNITED STATES,8,"$1,856,166"
"AURASENSE THERAPEUTICS, LLC",SKOKIE,IL,UNITED STATES,2,"$374,876"
"AURITEC PHARMACEUTICALS, INC.",PASADENA,CA,UNITED STATES,1,"$628,279"
"AURORA HEALTH CARE, INC.",MILWAUKEE,WI,UNITED STATES,1,"$855,000"
AURUM INSTITUTE NPC,JOHANNESBURG,,SOUTH AFRICA,1,"$125,000"
AUSTRALIAN HEARING SERVICES,Macquarie University,,AUSTRALIA,1,"$316,532"
"AUTHENTECHNOLOGIES, LLC",RICHMOND,CA,UNITED STATES,1,"$224,956"
"AUTOIMMUNE TECHNOLOGIES, LLC",NEW ORLEANS,LA,UNITED STATES,2,"$6,296,737"
"AVANTGEN, INC.",SAN DIEGO,CA,UNITED STATES,2,"$412,632"
"AVATAR MEDICAL, LLC",BROOKLYN,NY,UNITED STATES,2,"$1,292,515"
"AVENTUSOFT, LLC",SUNRISE,FL,UNITED STATES,1,"$200,000"
AVERA MCKENNAN,SIOUX FALLS,SD,UNITED STATES,1,"$505,033"
AVRYGEN CORPORATION,SAN FRANCISCO,CA,UNITED STATES,1,"$224,980"
"AXERION THERAPEUTICS, INC.",BRANFORD,CT,UNITED STATES,1,"$200,958"
"AXIOMX, INC.",BRANFORD,CT,UNITED STATES,2,"$441,194"
"AXION BIOSYSTEMS, LLC",ATLANTA,GA,UNITED STATES,2,"$1,304,985"
"AXXESS UNLIMITED, LLC",SCOTTSDALE,AZ,UNITED STATES,1,"$147,151"
AZUSA PACIFIC UNIVERSITY,AZUSA,CA,UNITED STATES,1,"$178,416"
"AZYP, LLC",ARLINGTON,TX,UNITED STATES,1,"$149,800"
BABES BOLYAI UNIVERSITY,CLUJ,,ROMANIA,1,"$58,806"
"BACKYARD BRAINS, INC.",Ann Arbor,MI,UNITED STATES,1,"$599,521"
"BAEBIES, INC.",Durham,NC,UNITED STATES,3,"$1,563,991"
"BAKER-CALLING, INC.",ANN ARBOR,MI,UNITED STATES,1,"$594,896"
BALDWIN-WALLACE COLLEGE,BEREA,OH,UNITED STATES,1,"$83,951"
BALL STATE UNIVERSITY,MUNCIE,IN,UNITED STATES,2,"$750,894"
BANARAS HINDU UNIVERSITY,VARANASI,,INDIA,1,"$631,612"
BANNER ALZHEIMER'S INSTITUTE,PHOENIX,AZ,UNITED STATES,1,"$1,697,558"
BANNER HEALTH,PHOENIX,AZ,UNITED STATES,4,"$3,424,632"
BAPTIST MEMORIAL HOSPITAL - TIPTON,COVINGTON,TN,UNITED STATES,1,"$649,607"
BARCELONA INTERNATIONAL HEALTH RES CTR,BARCELONA,,SPAIN,1,"$800,522"
BARNARD COLLEGE,NEW YORK,NY,UNITED STATES,3,"$1,005,805"
BARNES-JEWISH HOSPITAL,SAINT LOUIS,MO,UNITED STATES,1,"$192,549"
"BARRETT TECHNOLOGY, INC.",NEWTON,MA,UNITED STATES,1,"$225,000"
"BARRON ASSOCIATES, INC.",CHARLOTTESVILLE,VA,UNITED STATES,6,"$2,707,369"
BARRY UNIVERSITY,MIAMI SHORES,FL,UNITED STATES,1,"$295,921"
BARTH SYNDROME FOUNDATION,LARCHMONT,NY,UNITED STATES,1,"$26,000"
BASTYR UNIVERSITY,KENMORE,WA,UNITED STATES,3,"$792,201"
"BATANDCAT, INC.",PALO ALTO,CA,UNITED STATES,1,"$487,161"
BATTELLE CENTERS/PUB HLTH RES & EVALUATN,COLUMBUS,OH,UNITED STATES,14,"$8,219,725"
BATTELLE PACIFIC NORTHWEST LABORATORIES,RICHLAND,WA,UNITED STATES,16,"$15,052,952"
BAVARIAN NORDIC A/S,KVISTGAARD,,DENMARK,1,"$3,593,334"
BAY AREA TUMOR INSTITUTE,OAKLAND,CA,UNITED STATES,2,"$779,747"
BAYCREST CENTRE FOR GERIATRIC CARE,TORONTO,ON,CANADA,2,"$216,229"
BAYLOR COLL OF MED CHILDREN'S FDN-UGANDA,KAMPALA,,UGANDA,1,"$48,600"
BAYLOR COLLEGE OF MEDICINE,HOUSTON,TX,UNITED STATES,432,"$192,711,873"
BAYLOR RESEARCH INSTITUTE,DALLAS,TX,UNITED STATES,11,"$6,822,445"
BAYLOR UNIVERSITY,WACO,TX,UNITED STATES,3,"$647,306"
"BAYOUCLINIC, INC.",BAYOU LA BATRE,AL,UNITED STATES,1,"$3,000,000"
BAYSTATE MEDICAL CENTER,SPRINGFIELD,MA,UNITED STATES,5,"$1,045,107"
"BCN BIOSCIENCES, LLC",PASADENA,CA,UNITED STATES,1,"$209,208"
