ORGANIZATION,CITY,STATE,COUNTRY,AWARDS,FUNDING
"AMULET PHARMACEUTICALS, INC.",Rockville,MD,UNITED STATES,1,"$367,554"
"AMUNIX, INC.",MOUNTAIN VIEW,CA,UNITED STATES,2,"$208,547"
"ANATRACE, INC.",Cleveland,OH,UNITED STATES,1,"$245,769"
"ANCORA PHARMACEUTICALS, INC.",MEDFORD,MA,UNITED STATES,1,"$1,186,750"
ANDROGEN EXCESS SOCIETY,LOS ANGELES,CA,UNITED STATES,1,"$6,000"
ANDROSCIENCE CORPORATION,SAN DIEGO,CA,UNITED STATES,1,"$355,580"
ANGION BIOMEDICA CORPORATION,Garden City,NY,UNITED STATES,11,"$5,987,513"
ANNAMS SYSTEMS CORPORATION,SAN RAMON,CA,UNITED STATES,2,"$73,893"
ANTEON CORPORATION,FAIRFAX,VA,UNITED STATES,1,"$3,920"
"ANTEX BIOLOGICS, INC.",GAITHERSBURG,MD,UNITED STATES,2,"$11,003,361"
"ANTHROTRONIX, INC.",SILVER SPRING,MD,UNITED STATES,1,"$420,998"
"ANTICANCER, INC.",SAN DIEGO,CA,UNITED STATES,4,"$1,274,931"
ANTIQUARIAT SCHEPPLER & MULLER,NEUBIBERG,,GERMANY,2,"$9,202"
AON HUNTINGTON BLOCK INSURANCE,WASHINGTON,DC,UNITED STATES,1,"$3,034"
"APATH, LLC",SAINT LOUIS,MO,UNITED STATES,2,"$826,319"
"APC BIOTECHNOLOGY SERVICES, INC.",Rockville,MD,UNITED STATES,1,"$169,501"
"APELIOTUS TECHNOLOGIES, INC.",ATLANTA,GA,UNITED STATES,2,"$658,953"
"APELON SYSTEMS, INC.",RIDGEFIELD,CT,UNITED STATES,1,"$128,094"
"APERIO TECHNOLOGIES, INC.",VISTA,CA,UNITED STATES,1,"$3,495"
APHIOS CORPORATION,WOBURN,MA,UNITED STATES,1,"$258,398"
APNEOS CORPORATION,BELMONT,CA,UNITED STATES,1,"$107,000"
APOGEE BIOTECHNOLOGY CORPORATION,HERSHEY,PA,UNITED STATES,2,"$1,827,697"
"APOIMMUNE, INC",LOUISVILLE,KY,UNITED STATES,3,"$1,049,976"
"APOLLO SRI, LLC",BURLINGTON,VT,UNITED STATES,1,"$100,000"
"APOPLOGIC PHARMACEUTICALS, LLC",AURORA,CO,UNITED STATES,1,"$335,358"
APOPO VZW,ANTWERPEN,,BELGIUM,1,"$56,319"
"APPALACHIAN ELECTRONIC INSTRUMENTS, INC.",RONCEVERTE,WV,UNITED STATES,1,"$580,074"
APPALACHIAN STATE UNIVERSITY,BOONE,NC,UNITED STATES,1,"$175,792"
"APPLE COMPUTER, INC.",CUPERTINO,CA,UNITED STATES,1,"$28,058"
APPLERA CORPORATION,NORWALK,CT,UNITED STATES,5,"$62,145"
APPLERA CORPORATION,NORWALK,CT,UNITED STATES,1,"$289,217"
"APPLIED BEHAVIORAL RESEARCH, LLC",NEW HAVEN,CT,UNITED STATES,1,"$369,364"
"APPLIED HUMAN FACTORS, INC.",SAN ANTONIO,TX,UNITED STATES,1,"$352,637"
"APPLIED MEDICAL VISUALIZATIONS, LLC",SALT LAKE CITY,UT,UNITED STATES,3,"$810,244"
APPLIED SCIENTIFIC RESEARCH,SANTA ANA,CA,UNITED STATES,1,"$454,829"
"APT THERAPEUTICS, INC.",SAINT LOUIS,MO,UNITED STATES,3,"$830,697"
"APTIV, INC.",PORTLAND,OR,UNITED STATES,1,"$143,368"
"AQUILENT, INC.",LAUREL,MD,UNITED STATES,1,"$162,962"
"ARAVASC, INC.",SUNNYVALE,CA,UNITED STATES,1,"$100,000"
ARBOR VITA CORPORATION,SUNNYVALE,CA,UNITED STATES,2,"$696,470"
"ARC OF THE DISTRICT OF COLUMBIA, INC",WASHINGTON,DC,UNITED STATES,2,"$384,176"
"ARCHIEMD, INC.",MIAMI BEACH,FL,UNITED STATES,1,"$137,819"
"ARCHIEMD, INC.",MIAMI BEACH,FL,UNITED STATES,1,"$374,736"
"ARCHIMAGE, INC.",HOUSTON,TX,UNITED STATES,1,"$1,948,453"
"ARCHIVEX, LLC",BALTIMORE,MD,UNITED STATES,1,"$421,225"
"ARDENT SOUND, INC.",MESA,AZ,UNITED STATES,1,"$161,423"
AREA DETECTOR SYSTEMS CORPORATION,POWAY,CA,UNITED STATES,0,"$1,342,016"
"ARGOLYN BIOSCIENCE, INC.",NORTH CHARLESTON,SC,UNITED STATES,1,"$392,525"
"ARGOS THERAPEUTICS, INC.",DURHAM,NC,UNITED STATES,1,"$4,504,514"
"ARIADNE GENOMICS, INC.",ROCKVILLE,MD,UNITED STATES,1,"$100,000"
"ARIDIS PHARMACEUTICALS, LLC",SAN JOSE,CA,UNITED STATES,1,"$299,997"
ARIZONA STATE UNIVERSITY,TEMPE,AZ,UNITED STATES,103,"$36,033,549"
ARIZONA STATE UNIVERSITY,TEMPE,AZ,UNITED STATES,1,"$589,241"
ARKANSAS CHILDREN'S HOSPITAL RES INST,LITTLE ROCK,AR,UNITED STATES,12,"$3,743,541"
"ARKITEX STUDIO, INC.",COLLEGE STATION,TX,UNITED STATES,1,"$363,663"
"ARMAGEN TECHNOLOGIES, INC.",SANTA MONICA,CA,UNITED STATES,4,"$2,189,562"
"ARRAYOMICS, INC.",SAN DIEGO,CA,UNITED STATES,1,"$570,361"
"ARTANN LABORATORIES, INC.",TRENTON,NJ,UNITED STATES,3,"$1,686,327"
"ARTERIOCYTE, INC.",CLEVELAND,OH,UNITED STATES,1,"$348,147"
ARTHRITIS FOUNDATION,ATLANTA,GA,UNITED STATES,1,"$50,000"
"ARTYX PHARMACEUTICALS, INC.",SAN DIEGO,CA,UNITED STATES,1,"$297,000"
"ASH ACCESS TECHNOLOGY, INC.",LAFAYETTE,IN,UNITED STATES,1,"$1,762,060"
"ASI INSTRUMENTS, INC",WARREN,MI,UNITED STATES,1,"$199,691"
"ASL ANALYTICAL, INC.",IOWA CITY,IA,UNITED STATES,1,"$491,936"
ASOCIACION CIVIL IMPACTA SALUD Y EDUCACN,LIMA,,PERU,1,"$2,577,705"
"ASSENTI, LLC",LOUISVILLE,KY,UNITED STATES,1,"$374,985"
ASSN/MEDICAL EDUC & RES IN SUBS ABUSE,PROVIDENCE,RI,UNITED STATES,2,"$69,369"
ASSN/MINORITY HEALTH PROFESSIONS SCHOOLS,ATLANTA,GA,UNITED STATES,1,"$25,000"
ASSOCIATION FOR RES IN VISION & OPHTHAL,ROCKVILLE,MD,UNITED STATES,1,"$91,900"
ASSOCIATION OF PROFESSORS OF MEDICINE,WASHINGTON,DC,UNITED STATES,1,"$100,000"
ASSOCIATION OF RESEARCH LIBRARIES,WASHINGTON,DC,UNITED STATES,1,"$21,580"
"ASTHMA, INC.",SEATTLE,WA,UNITED STATES,1,"$182,126"
AT SCIENCES,PITTSBURGH,PA,UNITED STATES,1,"$387,828"
"ATACTIC TECHNOLOGIES, INC.",HOUSTON,TX,UNITED STATES,2,"$517,136"
"ATERIS TECHNOLOGIES, LLC",MISSOULA,MT,UNITED STATES,2,"$1,047,722"
"ATHERSYS, INC.",CLEVELAND,OH,UNITED STATES,1,"$205,471"
"ATLANTIC PHARMACEUTICALS, INC.",DULUTH,GA,UNITED STATES,1,"$98,483"
"ATLANTIC PHARMACEUTICALS, INC.",DULUTH,GA,UNITED STATES,1,"$99,979"
"ATLANTIX GLOBAL SYSTEMS, LLC",NORCROSS,GA,UNITED STATES,1,"$14,600"
"ATOM SCIENCES, INC.",OAK RIDGE,TN,UNITED STATES,2,"$369,381"
"ATTAGENE, INC.",RESEARCH TRIANGLE PARK,NC,UNITED STATES,1,"$2,326,024"
AUBURN UNIVERSITY AT AUBURN,AUBURN UNIVERSITY,AL,UNITED STATES,9,"$3,446,638"
AUCKLAND UNISERVICES LIMITED,AUCKLAND,,NEW ZEALAND,2,"$208,351"
"AUDIGICOMM, LLC",SAN DIEGO,CA,UNITED STATES,1,"$350,624"
"AUDIOLOGY, INC",ARDEN HILLS,MN,UNITED STATES,1,"$256,689"
"AUREOGEN BIOSCIENCES, INC.",KALAMAZOO,MI,UNITED STATES,2,"$1,039,522"
"AURITEC PHARMACEUTICALS, INC.",PASADENA,CA,UNITED STATES,4,"$909,210"
AUSTRALIAN HEARING SERVICES,CHATSWOOD,,AUSTRALIA,1,"$324,024"
AUSTRALIAN NATIONAL UNIVERSITY,CANBERRA,,AUSTRALIA,1,"$243,681"
"AUTOIMMUNE TECHNOLOGIES, LLC",NEW ORLEANS,LA,UNITED STATES,1,"$461,944"
"AUXAGEN, INC.",SAINT LOUIS,MO,UNITED STATES,1,"$199,467"
"AVANTI POLAR LIPIDS, INC.",ALABASTER,AL,UNITED STATES,1,"$2,682,829"
"AVECIA BIOLOGICS, LTD",BILLINGHAM,,UNITED KINGDOM,0,"$2,999,760"
"AVECIA BIOLOGICS, LTD",MANCHESTER,,UNITED KINGDOM,1,"$38,000,000"
"AVEDRO, INC.",HANOVER,NH,UNITED STATES,1,"$379,031"
AVERA MCKENNAN,SIOUX FALLS,SD,UNITED STATES,1,"$234,609"
"AVERTA PHARMACEUTICALS, LLC",OXFORD,MS,UNITED STATES,1,"$375,000"
"AVID RADIOPHARMACEUTICALS, INC.",Philadelphia,PA,UNITED STATES,2,"$497,050"
"AVIGENICS, INC.",ATHENS,GA,UNITED STATES,1,"$310,640"
"AXIO RESEARCH, LLC",SEATTLE,WA,UNITED STATES,1,"$4,536,322"
"AXIO RESEARCH, LLC",SEATTLE,WA,UNITED STATES,1,"$18,000"
"AXOGEN, INC.",GAINESVILLE,FL,UNITED STATES,1,"$102,737"
"AXONA, INC.",ATLANTA,GA,UNITED STATES,1,"$187,907"
"AZEVAN PHARMACEUTICALS, INC.",BETHLEHEM,PA,UNITED STATES,1,"$801,007"
"B & W TEK, INC.",NEWARK,DE,UNITED STATES,1,"$303,519"
B. L. SEAMON AND ASSOCIATES,LANHAM,MD,UNITED STATES,4,"$1,157,376"
"BACILLIGEN, INC.",ROCKVILLE,MD,UNITED STATES,2,"$692,510"
"BAKBONE SOFTWARE, INC.",SAN DIEGO,CA,UNITED STATES,1,"$12,764"
BAKER HEART RESEARCH INSTITUTE,MELBOURNE,,AUSTRALIA,1,"$259,840"
