ORGANIZATION,CITY,STATE,COUNTRY,AWARDS,FUNDING
"CREATV MICROTECH, INC.",POTOMAC,MD,UNITED STATES,3,"$1,292,200"
"CRECARE, LLC",GILFORD,NH,UNITED STATES,1,"$100,000"
CREIGHTON UNIVERSITY,OMAHA,NE,UNITED STATES,25,"$7,281,491"
CREIGHTON UNIVERSITY,OMAHA,NE,UNITED STATES,1,"$440,819"
"CRESS, LLC",LEXINGTON,MA,UNITED STATES,1,"$194,594"
"CRITERION HEALTH, INC.",Terre Haute,IN,UNITED STATES,1,"$99,942"
"CROPSOLUTION, INC.",MORRISVILLE,NC,UNITED STATES,1,"$953,092"
"CRUCELL HOLLAND, BV",LEIDEN,,NETHERLANDS,1,"$1,670,000"
"CSR, INC.",ARLINGTON,VA,UNITED STATES,2,"$1,885,265"
CTR FOR MOLECULAR MEDICINE/IMMUNOLOGY,BELLEVILLE,NJ,UNITED STATES,6,"$3,060,597"
"CULMINI, INC.",BURLINGAME,CA,UNITED STATES,1,"$146,051"
CUNY GRADUATE SCH AND UNIV CTR,NEW YORK,NY,UNITED STATES,8,"$1,036,517"
"CUSTOMKYNETICS, INC.",VERSAILLES,KY,UNITED STATES,2,"$230,480"
CUYAHOGA COMMUNITY COLLEGE,CLEVELAND,OH,UNITED STATES,1,"$201,082"
"CV THERAPEUTICS, INC.",PALO ALTO,CA,UNITED STATES,1,"$480,710"
"CW OPTICS, INC.",YORKTOWN,VA,UNITED STATES,3,"$1,786,560"
"CYBERLOGIC, INC.",NEW YORK,NY,UNITED STATES,2,"$533,493"
CYGNUS CORPORATION,ROCKVILLE,MD,UNITED STATES,3,"$1,014,585"
"CYKE, INC.",ATLANTA,GA,UNITED STATES,1,"$378,224"
CYMA CORPORATION,Mountlake Terrace,WA,UNITED STATES,2,"$198,167"
"CYNTELLECT, INC.",SAN DIEGO,CA,UNITED STATES,1,"$675,949"
CYTEX THERAPEUTICS INC.,DURHAM,NC,UNITED STATES,1,"$236,632"
"CYTIMMUNE SCIENCES, INC.",ROCKVILLE,MD,UNITED STATES,1,"$249,999"
"CYTO PULSE SCIENCES, INC.",GLEN BURNIE,MD,UNITED STATES,1,"$1,107,260"
"CYTOCURE, LLC",BEVERLY,MA,UNITED STATES,1,"$132,086"
"CYTOGRAFT TISSUE ENGINEERING, INC.",NOVATO,CA,UNITED STATES,1,"$728,532"
"CYTOMETIX, INC.",MILWAUKEE,WI,UNITED STATES,1,"$139,965"
"CYTORI THERAPEUTICS, INC.",SAN DIEGO,CA,UNITED STATES,1,"$249,877"
"DAEDALUS INNOVATIONS, LLC",Philadelphia,PA,UNITED STATES,1,"$445,014"
"DAEDALUS WINGS, INC.",SAN FRANCISCO,CA,UNITED STATES,1,"$398,263"
DALHOUSIE UNIVERSITY,"HALIFAX, NOVA SCOTIA",NS,CANADA,1,"$235,953"
"DALY COMPUTERS, INC.",CLARKSBURG,MD,UNITED STATES,1,"$8,000"
DANA-FARBER CANCER INSTITUTE,BOSTON,MA,UNITED STATES,212,"$132,810,698"
DANIEL FREEMAN MEMORIAL HOSPITAL,INGLEWOOD,CA,UNITED STATES,1,"$697,398"
"DANYA INTERNATIONAL, INC.",SILVER SPRING,MD,UNITED STATES,7,"$1,634,014"
"DANYA INTERNATIONAL, INC.",SILVER SPRING,MD,UNITED STATES,3,"$948,780"
DARTMOUTH COLLEGE,HANOVER,NH,UNITED STATES,1,"$263,182"
DARTMOUTH COLLEGE,HANOVER,NH,UNITED STATES,209,"$83,709,987"
"DATA NUMERICA INSTITUTE, INC.",BELLEVUE,WA,UNITED STATES,2,"$736,612"
DAVIDSON COLLEGE,DAVIDSON,NC,UNITED STATES,2,"$424,784"
"DAWKINS PRODUCTIONS, INC.",HASTINGS-ON-HUDSON,NY,UNITED STATES,2,"$605,892"
DAYTON CLINICAL ONCOLOGY PROGRAM,DAYTON,OH,UNITED STATES,1,"$864,347"
DAYTONA BEACH COMMUNITY COLLEGE,DAYTONA BEACH,FL,UNITED STATES,2,"$84,000"
DAYTOP VILLAGE,NEW YORK,NY,UNITED STATES,2,"$218,673"
DCM ASSOCIATES,MT. PLEASANT,MI,UNITED STATES,1,"$200,000"
DE PAUL UNIVERSITY,CHICAGO,IL,UNITED STATES,2,"$1,274,134"
DE PAUW UNIVERSITY,GREENCASTLE,IN,UNITED STATES,1,"$69,538"
DECATUR MEMORIAL HOSPITAL,DECATUR,IL,UNITED STATES,1,"$1,067,633"
DECISION DEMOGRAPHICS,ARLINGTON,VA,UNITED STATES,1,"$133,567"
DECODE BIOSTRUCTURES,BAINBRIDGE ISLAND,WA,UNITED STATES,1,"$3,908,215"
DECODE GENETICS,REYKJAVIK,,ICELAND,5,"$3,061,593"
"DEKK-TEC, INC.",NEW ORLEANS,LA,UNITED STATES,2,"$403,748"
"DEKK-TEC, INC.",NEW ORLEANS,LA,UNITED STATES,1,"$150,000"
DELAWARE STATE UNIVERSITY,DOVER,DE,UNITED STATES,2,"$624,711"
DELTAMETRICS,PHILADELPHIA,PA,UNITED STATES,2,"$646,216"
DEMENTIA CARE DESIGN INTERNATIONAL,SAN ANTONIO,TX,UNITED STATES,2,"$945,856"
"DEMOGRAPHIC CONSULTING, INC.",SANTA ANA,CA,UNITED STATES,1,"$99,857"
DENTAL DESIGNS OF DALLAS,DALLAS,TX,UNITED STATES,1,"$100,000"
DENVER CENTER FOR THE PERFORMING ARTS,DENVER,CO,UNITED STATES,2,"$1,230,045"
DENVER HEALTH AND HOSPITAL AUTHORITY,DENVER,CO,UNITED STATES,1,"$298,369"
DENVER HEALTH AND HOSPITAL AUTHORITY,DENVER,CO,UNITED STATES,8,"$2,727,074"
DENVER HEALTH MEDICAL CENTER,DENVER,CO,UNITED STATES,0,"$107,625"
"DESCHUTES RESEARCH, INC.",EUGENE,OR,UNITED STATES,4,"$1,245,972"
"DESIGNMEDIX, INC.",PORTLAND,OR,UNITED STATES,1,"$103,876"
DIABETES RESEARCH INSTITUTE,MUNICH,,GERMANY,1,"$462,339"
"DIABETICA SOLUTIONS, INC.",SAN ANTONIO,TX,UNITED STATES,1,"$240,183"
"DIAGNOSTICS FOR THE REAL WORLD, LTD",SUNNYVALE,CA,UNITED STATES,1,"$1,540,147"
"DIFFERENTIAL PROTEOMICS, INC.",NATICK,MA,UNITED STATES,2,"$474,568"
DIGITAL SIGNATURE TRUST COMPANY,SALT LAKE CIT,UT,UNITED STATES,1,"$74,701"
DILLARD UNIVERSITY,NEW ORLEANS,LA,UNITED STATES,1,"$1,255,152"
"DIMAGI, INC.",CAMBRIDGE,MA,UNITED STATES,2,"$238,530"
DINE' COLLEGE,SHIPROCK,NM,UNITED STATES,2,"$508,550"
"DIRECTNET, INC",BROOMFIELD,CO,UNITED STATES,1,"$249,349"
DISCOVERX CORPORATION,FREMONT,CA,UNITED STATES,2,"$229,027"
"DISCOVERY GENOMICS, INC.",MINNEAPOLIS,MN,UNITED STATES,3,"$1,085,724"
"DISCOVERY LOGIC, INC.",ROCKVILLE,MD,UNITED STATES,1,"$299,956"
"DISCOVERY PARTNERS INTERNATIONAL, INC.",SAN DIEGO,CA,UNITED STATES,1,"$6,272,303"
"DIVERGENCE, INC.",SAINT LOUIS,MO,UNITED STATES,1,"$450,239"
"DIVERSITY FILMS, INC.",STAMFORD,CT,UNITED STATES,1,"$269,280"
"DIXON GROUP, INC.",WASHINGTON,DC,UNITED STATES,2,"$4,800,851"
DJD CONSULTING,MOUNT AIRY,MD,UNITED STATES,1,"$24,000"
"DLT SOLUTIONS, INC.",HERNDON,VA,UNITED STATES,2,"$481,274"
"DMETRIX, INC.",TUCSON,AZ,UNITED STATES,1,"$105,738"
"DM-STAT, INC.",MALDEN,MA,UNITED STATES,2,"$1,887,482"
"DMX, INC.",WYNNEWOOD,PA,UNITED STATES,1,"$478,807"
"DNA POLYMERASE TECHNOLOGY, INC.",ST. LOUIS,MO,UNITED STATES,1,"$282,834"
"DNA SOFTWARE, INC.",ANN ARBOR,MI,UNITED STATES,2,"$1,045,280"
"DNA TWOPOINTO, INC.",MENLO PARK,CA,UNITED STATES,1,"$369,303"
"DNASTAR, INC.",MADISON,WI,UNITED STATES,1,"$136,286"
DODGE COLOR INC.,BETHESDA,MD,UNITED STATES,1,"$2,000"
DOHENY EYE INSTITUTE,LOS ANGELES,CA,UNITED STATES,5,"$2,059,608"
DOMINICAN UNIVERSITY,SAN RAFAEL,CA,UNITED STATES,1,"$206,420"
DONALD DANFORTH PLANT SCIENCE CENTER,ST. LOUIS,MO,UNITED STATES,3,"$615,139"
"DOR BIOPHARMA, INC.",MIAMI,FL,UNITED STATES,1,"$1,802,850"
DORDICK RARE BOOKS,SOMERVILLE,MA,UNITED STATES,1,"$42,450"
"DOSEBUSTERS USA, INC.",STATE COLLEGE,PA,UNITED STATES,1,"$417,731"
"DOSIMETRICS, INC.",MIDDLESEX,NJ,UNITED STATES,1,"$352,779"
"DOTY SCIENTIFIC, INC.",COLUMBIA,SC,UNITED STATES,3,"$776,929"
DOWLING COLLEGE,OAKDALE,NY,UNITED STATES,1,"$5,900"
DR. SUSAN LOVE RESEARCH FOUNDATION,PACIFIC PALISADES,CA,UNITED STATES,1,"$11,000"
"DRAGONFLY INNOVATION, LLC",CAZENOVIA,NY,UNITED STATES,1,"$106,932"
DRAKE UNIVERSITY,DES MOINES,IA,UNITED STATES,1,"$191,672"
DREXEL UNIVERSITY,PHILADELPHIA,PA,UNITED STATES,81,"$27,527,349"
DRUGS FOR NEGLECTED DISEASES INITIATIVE,GENEVA,,SWITZERLAND,1,"$426,630"
DRURY UNIVERSITY,SPRINGFIELD,MO,UNITED STATES,0,"$38,976"
DUKE UNIVERSITY,DURHAM,NC,UNITED STATES,11,"$19,859,509"
DUKE UNIVERSITY,DURHAM,NC,UNITED STATES,759,"$385,692,132"
"DULUTH CLINIC, LTD.",DULUTH,MN,UNITED STATES,1,"$667,154"
DUNDALK INSTITUTE OF TECHNOLOGY,XXXXXX,,IRELAND,1,"$157,537"
DUQUESNE UNIVERSITY,PITTSBURGH,PA,UNITED STATES,9,"$1,928,256"
"DVX, LLC",Princeton,NJ,UNITED STATES,1,"$656,425"
"DXRAY, INC.",NORTHRIDGE,CA,UNITED STATES,4,"$822,362"
DYNADX CORPORATION,MOUNTAIN VIEW,CA,UNITED STATES,1,"$99,994"
DYNAMAC CORPORATION,ROCKVILLE,MD,UNITED STATES,1,"$502,400"
"DYNAMIC CLINICAL SYSTEMS, INC.",HANOVER,NH,UNITED STATES,1,"$750,000"
DYNAVAX TECHNOLOGIES CORPORATION,BERKELEY,CA,UNITED STATES,1,"$1,600,000"
"DYNPORT VACCINE COMPANY, LLC",FREDERICK,MD,UNITED STATES,2,"$9,478,780"
"DYNPORT VACCINE COMPANY, LLC",FREDERICK,MD,UNITED STATES,1,"$288,859"
"DZYMETECH, INC.",CHAMPAIGN,IL,UNITED STATES,1,"$99,996"
"E P, LTD",SOMERVILLE,MA,UNITED STATES,2,"$1,506,202"
"E.I. SPECTRA, LLC",SEATTLE,WA,UNITED STATES,1,"$351,076"
"EARTHGENES PHARMACEUTICALS, LLC.",LEXINGTON,MA,UNITED STATES,1,"$198,047"
EAST CAROLINA UNIVERSITY,GREENVILLE,NC,UNITED STATES,32,"$7,865,654"
EAST CENTRAL UNIVERSITY,ADA,OK,UNITED STATES,1,$1
EAST TENNESSEE STATE UNIVERSITY,JOHNSON CITY,TN,UNITED STATES,11,"$2,771,351"
EASTERN MICHIGAN UNIVERSITY,YPSILANTI,MI,UNITED STATES,2,"$232,809"
EASTERN VIRGINIA MEDICAL SCHOOL,DALLAS,TX,UNITED STATES,1,"$714,655"
EASTERN VIRGINIA MEDICAL SCHOOL,NORFOLK,VA,UNITED STATES,12,"$3,511,446"
"EAST-N AMER REG, INTERNTL BIOMETRIC SOC",RESTON,VA,UNITED STATES,2,"$92,065"
EAST-WEST CENTER,HONOLULU,HI,UNITED STATES,1,"$185,819"
EBERHARD KARL UNIVERSITY OF TUBINGEN,TUEBINGEN,,GERMANY,1,"$141,750"
ECHEMICS,MONTEREY PARK,CA,UNITED STATES,1,"$97,099"
"ECHO MEDICAL SYSTEMS, LLC",HOUSTON,TX,UNITED STATES,1,"$249,567"
ECI BIOTECH,WORCESTER,MA,UNITED STATES,2,"$358,311"
"ECOARRAY, INC.",ALACHUA,FL,UNITED STATES,2,"$760,273"
"ECOHEALTH ALLIANCE, INC.",New York,NY,UNITED STATES,1,"$130,950"
ECOLE POLYTECHNIQUE DE MONTREAL,MONTREAL,PQ,CANADA,1,"$135,000"
ECOLE POLYTECHNIQUE FEDERALE DE LAUSANNE,LAUSANNE,,SWITZERLAND,1,"$194,566"
ECRI INSTITUTE,PLYMOUTH MEET,PA,UNITED STATES,1,"$74,969"
EDENSPACE SYSTEMS CORPORATION,CHANTILLY,VA,UNITED STATES,1,"$95,690"
"EDGE BIOSYSTEMS, INC.",GAITHERSBURG,MD,UNITED STATES,1,"$100,000"
"EDGE ENTERPRISES, INC.",LAWRENCE,KS,UNITED STATES,4,"$1,000,000"
"EDUCATION DEVELOPMENT CENTER, INC.",NEWTON,MA,UNITED STATES,6,"$2,727,019"
"EDUCATION, TRAINING, & RESEARCH ASSOCS",SCOTTS VALLEY,CA,UNITED STATES,1,"$525,549"
EDUCATIONAL TESTING SERVICE,PRINCETON,NJ,UNITED STATES,0,"$200,092"
"EDVOTEK, INC.",ROCKVILLE,MD,UNITED STATES,1,"$472,885"
"EIC LABORATORIES, INC.",NORWOOD,MA,UNITED STATES,1,"$149,996"
"EIC LABORATORIES, INC.",NORWOOD,MA,UNITED STATES,4,"$1,619,185"
EIDACTICS VISUAL BIOSIMULATION,SAN FRANCISCO,CA,UNITED STATES,1,"$140,652"
EKOS CORPORATION,BOTHELL,WA,UNITED STATES,1,"$152,933"
EL PASO COMMUNITY COLLEGE,EL PASO,TX,UNITED STATES,1,"$484,201"
"ELECTRICAL GEODESICS, INC.",EUGENE,OR,UNITED STATES,2,"$612,550"
"ELECTRONIC BIOSCIENCES, INC.",SAN DIEGO,CA,UNITED STATES,2,"$363,494"
"ELGAVISH PARAMAGNETICS, INC.",BIRMINGHAM,AL,UNITED STATES,1,"$380,811"
ELIZABETH CITY STATE UNIVERSITY,ELIZABETH CITY,NC,UNITED STATES,2,"$361,883"
"ELTRON RESEARCH, INC.",BOULDER,CO,UNITED STATES,1,"$375,000"
ELUSYS THERAPEUTICS,PINE BROOK,NJ,UNITED STATES,1,"$11,100,000"
EMANUEL HOSPITAL AND HEALTH CENTER,PORTLAND,OR,UNITED STATES,19,"$6,410,300"
"EMERALD EVENTS, INC.",PASADENA,MD,UNITED STATES,1,"$408,108"
"EMERGE MEDICAL TECHNOLOGIES, LLC",BOISE,ID,UNITED STATES,1,"$517,313"
"EMERGINT TECHNOLOGIES, INC.",LOUISVILLE,KY,UNITED STATES,1,"$246,505"
"EMETAGEN, LLC.",MADISON,WI,UNITED STATES,1,"$194,442"
EMINENT SERVICES CORPORATION,FREDERICK,MD,UNITED STATES,1,"$1,235,225"
EMMA PENDLETON BRADLEY HOSPITAL,EAST PROVIDENCE,RI,UNITED STATES,2,"$155,786"
EMMES CORPORATION,ROCKVILLE,MD,UNITED STATES,10,"$22,439,159"
EMMES CORPORATION,ROCKVILLE,MD,UNITED STATES,7,"$4,594,407"
EMORY UNIVERSITY,ATLANTA,GA,UNITED STATES,8,"$19,537,738"
EMORY UNIVERSITY,ATLANTA,GA,UNITED STATES,613,"$226,318,754"
EMPIRICAL TECHNOLOGIES CORPORATION,CHARLOTTESVILLE,VA,UNITED STATES,2,"$464,342"
EMPORIA STATE UNIVERSITY,EMPORIA,KS,UNITED STATES,1,"$195,000"
"EMT ASSOCIATES, INC.",FOLSOM,CA,UNITED STATES,2,"$213,376"
"ENABLEREHAB, LTD",SOMERVILLE,MA,UNITED STATES,1,"$148,109"
"ENDACEA, INC.",RESEARCH TRIANGLE PARK,NC,UNITED STATES,1,"$496,865"
"ENDEAVOR INFORMATION SYSTEMS, INC.",DES PLAINES,IL,UNITED STATES,6,"$187,149"
ENDLS OPTICS CORPORATION,RALEIGH,NC,UNITED STATES,1,"$195,843"
"ENDOMEDIX, INC.",STONY BROOK,NY,UNITED STATES,2,"$356,001"
"ENERGETIQ TECHNOLOGY, INC.",WOBURN,MA,UNITED STATES,2,"$473,392"
"ENERTECHNIX, INC.",MAPLE VALLEY,WA,UNITED STATES,1,"$299,916"
ENGINEERING AND SCIENTIFIC RESEARCH ASSO,OLNEY,MD,UNITED STATES,1,"$474,124"
"EN-NET SERVICES, LLC",FREDERICK,MD,UNITED STATES,1,"$11,058"
"ENSION, INC.",PITTSBURGH,PA,UNITED STATES,1,"$456,367"
"ENSION, INC.",PITTSBURGH,PA,UNITED STATES,2,"$481,611"
ENTERPRISE AND EMPOWERMENT FOUNDATION,NORFOLK,VA,UNITED STATES,1,"$35,415"
"ENTERPRISE RESOURCE PERFORMANCE, INC.",LEESBURG,VA,UNITED STATES,1,"$435,945"
ENTERTAINMENT SCI/VIRTUAL HROES JNT VNTR,DURHAM,NC,UNITED STATES,1,"$100,000"
"ENURSING, LLC.",SEATTLE,WA,UNITED STATES,1,"$528,890"
"ENVIRONMENT AND HEALTH GROUP, INC.",WATERTOWN,MA,UNITED STATES,1,"$370,735"
ENVIRONMENTAL HEALTH COALITION,NATIONAL CITY,CA,UNITED STATES,1,"$231,746"
ENVIRONMENTAL MUTAGEN SOCIETY,RESTON,VA,UNITED STATES,1,"$10,000"
"ENZO BIOCHEM, INC.",FARMINGDALE,NY,UNITED STATES,1,"$100,000"
EOTVOS LORAND UNIVERSITY,BUDAPEST,,HUNGARY,1,"$51,202"
"EPITOME BIOSYSTEMS, INC",WALTHAM,MA,UNITED STATES,1,"$150,000"
EPITYPE CORPORATION,LITTLETON,MA,UNITED STATES,1,"$99,979"
"EPIVAX, INC.",PROVIDENCE,RI,UNITED STATES,3,"$716,900"
"EPOCH BIOSCIENCES, INC.",BOTHELL,WA,UNITED STATES,1,"$317,500"
ERASMUS MEDICAL CENTER,ROTTERDAM,,NETHERLANDS,2,"$417,994"
ERASMUS UNIVERSITY OF ROTTERDAM,ROTTERDAM,,NETHERLANDS,1,"$416,857"
"ERCOLE BIOTECH, INC.",RESEARCH TRIANGLE PARK,NC,UNITED STATES,2,"$764,154"
ERNEST GALLO CLINIC AND RESEARCH CENTER,EMERYVILLE,CA,UNITED STATES,21,"$4,318,747"
"ERYTHROSITE, INC.",PHILADELPHIA,PA,UNITED STATES,1,"$107,000"
"ETHICS RX, LLC",WAUWATOSA,WI,UNITED STATES,2,"$490,704"
ETUBICS CORPORATION,SEATTLE,WA,UNITED STATES,1,"$312,875"
EUROFINS MEDINET,HERNDON,VA,UNITED STATES,1,"$656,158"
EUROPEAN BIOINFORMATICS INSTITUTE,CAMBRIDGE,,UNITED KINGDOM,2,"$6,311,650"
EUROPEAN MOLECULAR BIOLOGY LABORATORY,HEIDELBERG,,GERMANY,2,"$330,334"
EUROPEAN ORG RES ON TREATMENT OF CANCER,BRUSSELS,,BELGIUM,1,"$417,479"
EUROPEAN RAMAZZINI FOUNDATION,BOLOGNA,,ITALY,1,"$211,542"
EVANSTON NORTHWESTERN HEALTHCARE,EVANSTON,IL,UNITED STATES,2,"$3,371,323"
EVANSTON NORTHWESTERN HEALTHCARE,EVANSTON,IL,UNITED STATES,44,"$16,803,229"
"EVERGEN BIOTECHNOLOGIES, INC.",STORRS,CT,UNITED STATES,2,"$244,644"
EXCELLIMS CORPORATION,MAYNARD,MA,UNITED STATES,1,"$99,903"
"EXHALE DIAGNOSTICS, INC.",GAINESVILLE,FL,UNITED STATES,2,"$233,896"
"EXOCELL, INC.",PHILADELPHIA,PA,UNITED STATES,1,"$1,129,672"
"EXPERIMED BIOSCENCE, INC.",SAN FRANCISCO,CA,UNITED STATES,2,"$1,366,637"
EXPERIMENTAL PATHOLOGY LABORATORIES,STERLING,VA,UNITED STATES,2,"$5,470,612"
EXPLORATORIUM,SAN FRANCISCO,CA,UNITED STATES,1,"$221,725"
"EXPRESSION GENETICS, INC.",HUNTSVILLE,AL,UNITED STATES,1,"$163,713"
EXSAR CORPORATION,MONMOUTH JUNCTION,NJ,UNITED STATES,1,"$133,111"
EYE CONSULTANTS OF ATLANTA,ATLANTA,GA,UNITED STATES,1,"$90,237"
"EYERX RESEARCH, INC.",NORFOLK,VA,UNITED STATES,1,"$319,222"
"F5 NETWORKS, INC.",SEATTLE,WA,UNITED STATES,2,"$109,931"
"FAIRWAY MEDICAL TECHNOLOGIES, INC.",HOUSTON,TX,UNITED STATES,3,"$1,387,802"
"FALLBROOK ENGINEERING, INC.",VALLEY CENTER,CA,UNITED STATES,1,"$958,277"
FAMILY HEALTH INTERNATIONAL,RESEARCH TRIANGLE PARK,NC,UNITED STATES,2,"$19,829,761"
FAMILY HEALTH INTERNATIONAL,RESEARCH TRIA,NC,UNITED STATES,1,"$700,000"
FARMINGDALE STATE UNIVERSITY,FARMINGDALE,NY,UNITED STATES,1,"$68,375"
"FASGEN, INC.",BALTIMORE,MD,UNITED STATES,3,"$1,187,509"
"FAST IMAGING COMPANY, LLC",BETHESDA,MD,UNITED STATES,1,"$362,070"
"FAST-TRACK DRUGS & BIOLOGICS, LLC",NORTH POTOMAC,MD,UNITED STATES,3,"$518,750"
FATHER FLANAGAN'S BOYS' HOME,BOYS TOWN,NE,UNITED STATES,14,"$3,383,487"
FAYE AUSTIN CONSULTING,ANNANDALE,VA,UNITED STATES,1,"$180,000"
FAYETTEVILLE STATE UNIVERSITY,FAYETTEVILLE,NC,UNITED STATES,3,"$1,113,249"
"FCN TECHNOLOGIES, INC.",ROCKVILLE,MD,UNITED STATES,1,"$9,906"
FEDERAL UNIVERSITY OF BAHIA,SALVADOR,,BRAZIL,3,"$897,581"
FEDERAL UNIVERSITY OF MINAS GERAIS,BELO HORIZONTE,,BRAZIL,2,"$154,734"
FEDERAL UNIVERSITY OF RIO DE JANEIRO,RIO DE JANEIRO,,BRAZIL,2,"$345,320"
FEDERATION OF AMER SOC FOR EXPER BIOLOGY,BETHESDA,MD,UNITED STATES,38,"$2,360,197"
FEDERATION/CLINICAL IMMUNOLOGY SOCIETIES,MILWAUKEE,WI,UNITED STATES,1,"$10,000"
FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH,MANHASSET,NY,UNITED STATES,55,"$21,910,119"
FENWAY COMMUNITY HEALTH CENTER,BOSTON,MA,UNITED STATES,2,"$851,034"
"FERMALOGIC, INC.",CHICAGO,IL,UNITED STATES,2,"$591,048"
"FFA SCIENCES, LLC",SAN DIEGO,CA,UNITED STATES,2,"$842,063"
"FIBERGATE, INC.",SPRINGFIELD,VA,UNITED STATES,1,"$47,520"
"FIBROGEN, INC.",SOUTH SAN FRANCISCO,CA,UNITED STATES,1,"$497,166"
FIOTEC,RIO DE JANEIRO,,BRAZIL,1,"$23,750"
"FIRE SAFETY NETWORKS, LLC",MIDDLEBURY,VT,UNITED STATES,1,"$1,860"
"FIREBIRD BIOMOLECULAR SCIENCES, LLC",GAINESVILLE,FL,UNITED STATES,1,"$102,750"
FIRST FEDERAL CORPORATION,GAITHERSBURG,MD,UNITED STATES,2,"$88,841"
"FIRSTSTRING RESEARCH, LLC",NORTH CHARLSTON,SC,UNITED STATES,1,"$141,189"
FISHER BIOSERVICES CORPORATION,ROCKVILLE,MD,UNITED STATES,4,"$7,730,476"
"FISHER SCIENTIFIC COMPANY, LLC",PITTSBURGH,PA,UNITED STATES,1,"$6,502"
FISK UNIVERSITY,NASHVILLE,TN,UNITED STATES,1,"$49,626"
FLACSO ARGENTINA,BUENOS AIRES,,ARGENTINA,1,"$223,151"
FLANDERS INTERUNIV INST BIOTECHNOLOGY,ZWIJNAARDE,,BELGIUM,1,"$153,605"
"FLAVIAN TRADING COMPANY, LTD.",LONDON,,UNITED KINGDOM,2,"$19,439"
FLINDERS UNIVERSITY OF SOUTH AUSTRALIA,ADELAIDE,,AUSTRALIA,2,"$649,813"
"FLINT HILLS SCIENTIFIC, LLC",LAWRENCE,KS,UNITED STATES,0,"$45,900"
"FLINT, JONATHAN",OXFORD,,UNITED KINGDOM,1,"$3,400"
FLORIDA AGRICULTURAL AND MECHANICAL UNIV,TALLAHASSEE,FL,UNITED STATES,5,"$3,186,932"
FLORIDA ASSN OF PEDIATRIC TUMOR PROG,TAMPA,FL,UNITED STATES,1,"$352,297"
FLORIDA ATLANTIC UNIVERSITY,BOCA RATON,FL,UNITED STATES,16,"$4,421,189"
FLORIDA INSTITUTE OF TECHNOLOGY,MELBOURNE,FL,UNITED STATES,2,"$525,782"
FLORIDA INTERNATIONAL UNIVERSITY,MIAMI,FL,UNITED STATES,32,"$13,763,472"
FLORIDA MEMORIAL COLLEGE,MIAMI,FL,UNITED STATES,1,"$39,682"
FLORIDA STATE UNIVERSITY,TALLAHASSEE,FL,UNITED STATES,61,"$12,162,968"
"FLUENTIAL, INC.",MOUNTAIN VIEW,CA,UNITED STATES,1,"$452,607"
FLUIDIGM CORPORATION,SOUTH SAN FRANCISCO,CA,UNITED STATES,1,"$477,466"
"FLUORESCENCE INNOVATIONS, INC.",BOZEMAN,MT,UNITED STATES,1,"$202,972"
"FLUOROUS TECHNOLOGIES, INC.",PITTSBURGH,PA,UNITED STATES,3,"$924,940"
"FLUXION BIOSCIENCES, INC.",SAN FRANCISCO,CA,UNITED STATES,1,"$635,981"
FLYING BRIDGE TECHNOLOGIES,CHARLOTTE,NC,UNITED STATES,1,"$249,756"
"FOCUSED SCIENTIFIC, INC.",NEWCASTLE,WA,UNITED STATES,1,"$50,932"
FONDAZIONE TELETHON,ROME,,ITALY,1,"$412,414"
FONDAZONE CENT/SAN RAFFAELE/DEL MONTE,MILAN,,ITALY,1,"$104,868"
"FORCE 3, INC.",CROFTON,MD,UNITED STATES,1,"$15,610"
FORDHAM UNIVERSITY,BRONX,NY,UNITED STATES,9,"$2,462,925"
"FORESIGHT SCIENCE AND TECHNOLOGY, INC.",PROVIDENCE,RI,UNITED STATES,1,"$300,000"
FORSYTH INSTITUTE,BOSTON,MA,UNITED STATES,23,"$8,940,012"
"FORSYTHE TECHNOLOGIES WORLDWIDE, INC.",WOODLAND HILLS,CA,UNITED STATES,1,"$99,231"
FORT PECK COMMUNITY COLLEGE,POPLAR,MT,UNITED STATES,1,"$97,020"
"FORTERRA SYSTEMS, INC.",SAN MATEO,CA,UNITED STATES,1,"$100,000"
FOUNDATION FOR APPLIED MOLECULAR EVOLUTN,GAINESVILLE,FL,UNITED STATES,3,"$599,659"
FOUNDATION FOR BLOOD RESEARCH,SCARBOROUGH,ME,UNITED STATES,2,"$433,519"
FOUNDATION/BIOMED RES/ACADEMY/ATHENS,ATHENS,,GREECE,1,"$117,977"
FOX CHASE CANCER CENTER,PHILADELPHIA,PA,UNITED STATES,1,"$1,632,611"
FOX CHASE CANCER CENTER,PHILADELPHIA,PA,UNITED STATES,61,"$32,041,505"
FRANKLIN PIERCE LAW CENTER,CONCORD,NH,UNITED STATES,1,"$24,275"
FRED HUTCHINSON CANCER RESEARCH CENTER,SEATTLE,WA,UNITED STATES,261,"$219,263,139"
FRED HUTCHINSON CANCER RESEARCH CENTER,SEATTLE,WA,UNITED STATES,5,"$8,175,074"
"FREYR BIOSYSTEMS, LLC",BOULDER,CO,UNITED STATES,1,"$101,942"
FRIEDREICH'S ATAXIA RESEARCH ALLIANCE,ARLINGTON,VA,UNITED STATES,1,"$35,000"
FRIEDRICH ALEXANDER UNIVERSITY,ERLANGEN,,GERMANY,1,"$230,408"
"FRIENDS RESEARCH INSTITUTE, INC.",BALTIMORE,MD,UNITED STATES,10,"$4,268,958"
