ORGANIZATION,CITY,STATE,COUNTRY,AWARDS,FUNDING
DEFENCE SCIENCE & TECHNOLOGY LABORATORY,SALISBURY,,UNITED KINGDOM,1,"$3,500"
"DEKK-TEC, INC.",NEW ORLEANS,LA,UNITED STATES,3,"$283,656"
DELAWARE STATE UNIVERSITY,DOVER,DE,UNITED STATES,6,"$2,436,232"
"DELOITTE CONSULTING, LLP",ALEXANDRIA,VA,UNITED STATES,1,"$497,303"
"DELPHI GENOMICS, LLC",COLUMBIA,SC,UNITED STATES,1,"$300,000"
"DELPHINUS MEDICAL TECHNOLOGIES, INC.",NOVI,MI,UNITED STATES,1,"$962,653"
"DELPOR, INC.",SAN FRANCISCO,CA,UNITED STATES,2,"$965,412"
DELTA RESEARCH AND EDUCATIONAL FOUNDATION,WASHINGTON,DC,UNITED STATES,1,"$308,540"
"DENOVOTHERAPIES, LLC",SHAKER HEIGHTS,OH,UNITED STATES,1,"$225,000"
"DENOVX, LLC",STREAMWOOD,IL,UNITED STATES,1,"$930,985"
DENVER HEALTH AND HOSPITAL AUTHORITY,DENVER,CO,UNITED STATES,5,"$1,597,463"
DENVER MUSEUM OF NATURE AND SCIENCE,DENVER,CO,UNITED STATES,1,"$259,910"
DENVER RESEARCH INSTITUTE,DENVER,CO,UNITED STATES,1,"$121,432"
"DERMTAP, INC.",PALO ALTO,CA,UNITED STATES,1,"$224,439"
DES MOINES UNIV OSTEOPATHIC MEDICAL CTR,DES MOINES,IA,UNITED STATES,1,"$380,000"
DESMOND TUTU HIV FOUNDATION,CAPE TOWN,,SOUTH AFRICA,1,"$693,209"
"DETECTOGEN, INC.",Westborough,MA,UNITED STATES,1,"$611,946"
DETON CORPORATION,PASADENA,CA,UNITED STATES,1,"$224,999"
"DEVICEFARM, INC.",NEWARK,CA,UNITED STATES,1,"$796,589"
"DFUSION, INC.",OAKLAND,CA,UNITED STATES,1,"$224,972"
DHULIKHEL HOSPITAL KATHMANDU UNIVERSITY HOSPITAL,KATHMANDU,,NEPAL,1,"$138,240"
"DIAGNOLOGIX, LLC",SAN DIEGO,CA,UNITED STATES,2,"$1,050,000"
"DIAGNOSTIC BIOCHIPS, INC.",COLUMBIA,MD,UNITED STATES,1,"$664,149"
"DIAGNOSTICS FOR THE REAL WORLD, LTD",SUNNYVALE,CA,UNITED STATES,2,"$1,875,880"
"DIAMIR, LLC",PRINCETON,NJ,UNITED STATES,1,"$916,749"
"DIAPEDIA, LLC",STATE COLLEGE,PA,UNITED STATES,1,"$621,123"
"DIAPIN THERAPEUTICS, LLC",ANN ARBOR,MI,UNITED STATES,1,"$225,000"
DIASSESS,EMERYVILLE,CA,UNITED STATES,2,"$1,412,825"
"DICERNA PHARMACEUTICALS, INC.",CAMBRIDGE,MA,UNITED STATES,1,"$998,609"
"DIGITAL ARTEFACTS, LLC",IOWA CITY,IA,UNITED STATES,2,"$837,082"
"DIGITAL ARTFORMS, INC.",LOS GATOS,CA,UNITED STATES,1,"$225,000"
"DIGITAL INFUZION, INC.",GAITHERSBURG,MD,UNITED STATES,1,"$2,256,044"
"DIGITAL PROTEOMICS, LLC",LA JOLLA,CA,UNITED STATES,1,"$388,404"
"DIGNIFY THERAPEUTICS, LLC",RESEARCH TRIANGLE PARK,NC,UNITED STATES,5,"$2,851,179"
DILLARD UNIVERSITY,NEW ORLEANS,LA,UNITED STATES,3,"$1,465,526"
"DIMAGI, INC.",CAMBRIDGE,MA,UNITED STATES,1,"$998,926"
DINE' COLLEGE,TSAILE,AZ,UNITED STATES,1,"$616,957"
"DIRECT ELECTRON, LP",SAN DIEGO,CA,UNITED STATES,1,"$226,788"
"DISCOVERYBIOMED, INC.",BIRMINGHAM,AL,UNITED STATES,2,"$660,104"
"DM-STAT, INC.",MALDEN,MA,UNITED STATES,1,"$250,000"
DNA MEDICINE INSTITUTE,Cambridge,MA,UNITED STATES,1,"$1,000,000"
"DNASTAR, INC.",MADISON,WI,UNITED STATES,2,"$1,397,879"
DOHENY EYE INSTITUTE,LOS ANGELES,CA,UNITED STATES,2,"$824,112"
DONALD DANFORTH PLANT SCIENCE CENTER,ST. LOUIS,MO,UNITED STATES,1,"$330,000"
"DOSEOPTICS, LLC",LEBANON,NH,UNITED STATES,1,"$1,018,561"
"DOTY SCIENTIFIC, INC.",COLUMBIA,SC,UNITED STATES,3,"$1,608,151"
DOUBLE S INSTRUCTIONAL SYSTEMS,EUGENE,OR,UNITED STATES,1,"$224,168"
"DOVETAIL GENOMICS, LLC",SANTA CRUZ,CA,UNITED STATES,1,"$938,049"
DR. SUSAN LOVE RESEARCH FOUNDATION,ENCINO,CA,UNITED STATES,1,"$1,000,000"
DREXEL UNIVERSITY,PHILADELPHIA,PA,UNITED STATES,102,"$35,941,797"
"DRVISION TECHNOLOGIES, LLC",BELLEVUE,WA,UNITED STATES,1,"$905,578"
"DUALOGICS, LLC",DURHAM,NC,UNITED STATES,1,"$225,000"
DUKE UNIVERSITY,DURHAM,NC,UNITED STATES,823,"$440,306,575"
"DUPAGE MEDICAL TECHNOLOGY, INC.",WILLOWBROOK,IL,UNITED STATES,1,"$792,047"
DUQUESNE UNIVERSITY,PITTSBURGH,PA,UNITED STATES,7,"$2,180,271"
"DURA, LLC",STORRS,CT,UNITED STATES,1,"$749,934"
"DXDISCOVERY, INC.",RENO,NV,UNITED STATES,2,"$540,552"
"DYAD MEDICAL, INC.",PEPPER PIKE,OH,UNITED STATES,1,"$224,744"
"DYNAFLOW, INC.",JESSUP,MD,UNITED STATES,1,"$149,819"
"DYNAMICARE HEALTH, INC.",NEWTON,MA,UNITED STATES,1,"$145,525"
DYNAVAX TECHNOLOGIES CORPORATION,BERKELEY,CA,UNITED STATES,1,"$406,490"
"DYNPORT VACCINE COMPANY, LLC",FREDERICK,MD,UNITED STATES,4,"$5,936,096"
"E AND B TECHNOLOGIES, LLC",SAN DIEGO,CA,UNITED STATES,1,"$70,000"
EAST BAY INSTITUTE FOR RESEARCH AND EDUC,MARTINEZ,CA,UNITED STATES,1,"$429,881"
EAST CAROLINA UNIVERSITY,GREENVILLE,NC,UNITED STATES,27,"$6,668,237"
EAST TENNESSEE STATE UNIVERSITY,JOHNSON CITY,TN,UNITED STATES,15,"$5,429,025"
EASTERN MICHIGAN UNIVERSITY,YPSILANTI,MI,UNITED STATES,1,"$441,000"
EASTERN VIRGINIA MEDICAL SCHOOL,NORFOLK,VA,UNITED STATES,10,"$3,995,940"
"ECLIPSE BIOINNOVATIONS, INC.",SAN DIEGO,CA,UNITED STATES,1,"$1,278,018"
ECOG-ACRIN MEDICAL RESEARCH FOUNDATION,PHILADELPHIA,PA,UNITED STATES,5,"$27,698,632"
"ECOHEALTH ALLIANCE, INC.",NEW YORK,NY,UNITED STATES,1,"$597,112"
ECOLE POLYTECHNIQUE FEDERALE DE LAUSANNE,LAUSANNE,,SWITZERLAND,2,"$57,066"
"EDJ ASSOCIATES, INC.",RESTON,VA,UNITED STATES,2,"$2,789,176"
EDOVO,CHICAGO,IL,UNITED STATES,1,"$149,969"
EDUARDO MONDLANE UNIVERSITY,MAPUTO,,MOZAMBIQUE,2,"$789,431"
"EIC LABORATORIES, INC.",NORWOOD,MA,UNITED STATES,1,"$489,112"
EICOM USA,SAN DIEGO,CA,UNITED STATES,1,"$348,954"
"EICOSIS, LLC",DAVIS,CA,UNITED STATES,3,"$831,756"
EL PASO COMMUNITY COLLEGE,EL PASO,TX,UNITED STATES,1,"$327,501"
"ELECTRICAL GEODESICS, INC.",EUGENE,OR,UNITED STATES,1,"$494,022"
"ELECTRONIC BIOSCIENCES, INC.",SAN DIEGO,CA,UNITED STATES,2,"$997,954"
"ELECTROZYME, LLC",ENCINITAS,CA,UNITED STATES,1,"$499,928"
"ELF ZONE, INC.",LOMA LINDA,CA,UNITED STATES,1,"$299,999"
"ELYSIUM THERAPEUTICS, INC.",DANVILLE,CA,UNITED STATES,1,"$986,904"
EMANUEL HOSPITAL AND HEALTH CENTER,Portland,OR,UNITED STATES,3,"$1,579,067"
"EMBOMEDICS, INC.",Golden Valley,MN,UNITED STATES,1,"$225,000"
EMERGENT PRODUCT DEVELOPMENT GAITHERSBUR,GAITHERSBURG,MD,UNITED STATES,1,"$8,677,955"
EMMA PENDLETON BRADLEY HOSPITAL,EAST PROVIDENCE,RI,UNITED STATES,8,"$3,332,904"
EMMES CORPORATION,ROCKVILLE,MD,UNITED STATES,20,"$41,739,278"
"EMMUNE, INC",JUPITER,FL,UNITED STATES,2,"$1,236,484"
"EMOCHA MOBILE HEALTH, INC.",OWINGS MILLS,MD,UNITED STATES,1,"$224,978"
EMORY UNIVERSITY,ATLANTA,GA,UNITED STATES,711,"$324,991,446"
"E-MSION, INC.",CORVALLIS,OR,UNITED STATES,3,"$1,196,325"
"EMULATE, INC.",BOSTON,MA,UNITED STATES,1,"$719,900"
"ENCEPHEAL THERAPEUTICS, INC.",WINSTON SALEM,NC,UNITED STATES,1,"$304,217"
"ENCHEM ENGINEERING, INC.",NEWTON,MA,UNITED STATES,1,"$149,250"
"END2END GENOMICS, LLC",DAVIS,CA,UNITED STATES,1,"$204,240"
"ENDOMIMETICS, LLC",BIRMINGHAM,AL,UNITED STATES,2,"$1,435,969"
"ENERGESIS PHARMACEUTICALS, INC.",BOSTON,MA,UNITED STATES,2,"$1,763,290"
ENGINEERING CONFERENCES INTERNATIONAL,NEW YORK,NY,UNITED STATES,1,"$10,000"
"ENLISENSE, LLC",ALLEN,TX,UNITED STATES,1,"$242,389"
"ENSION, INC.",PITTSBURGH,PA,UNITED STATES,1,"$299,832"
"ENVIROMETRIX INSTRUMENTS, LLC",BERKELEY,CA,UNITED STATES,1,"$225,000"
"ENVIRONMENT AND HEALTH GROUP, INC.",CAMBRIDGE,MA,UNITED STATES,2,"$619,867"
ENVIRONMENTAL MUTAGENESIS/GENOMICS SOC,JACKSONVILLE,FL,UNITED STATES,2,"$21,500"
"ENZERNA BIOSCIENCES, LLC",CHAPEL HILL,NC,UNITED STATES,1,"$224,093"
"EOLAS THERAPEUTICS, INC.",CARLSBAD,CA,UNITED STATES,1,"$91,578"
"EPICYPHER, INC.",DURHAM,NC,UNITED STATES,6,"$2,902,357"
"EPIGEN BIOSCIENCES, INC.",SAN DIEGO,CA,UNITED STATES,3,"$934,551"
"EPIPHANY BIOSCIENCES, INC.",SAN FRANCISCO,CA,UNITED STATES,1,"$1,000,000"
"EPITEL, INC.",SALT LAKE CITY,UT,UNITED STATES,2,"$976,906"
"EPIVAX, INC.",PROVIDENCE,RI,UNITED STATES,3,"$1,688,716"
"ESAC, INC.",ROCKVILLE,MD,UNITED STATES,1,"$1,199,777"
"ESCAZYME BIOCHEMICALS, LLC",GENOA,NV,UNITED STATES,1,"$121,978"
"ESPER BIOSCIENCES, INC.",ITHACA,NY,UNITED STATES,1,"$279,974"
ESSENTIA INSTITUTE OF RURAL HEALTH,DULUTH,MN,UNITED STATES,1,"$586,491"
"ESSENTIAL BLENDS, LLC",FAIRBANKS,AK,UNITED STATES,1,"$544,749"
"ETA DIAGNOSTICS, INC.",ALBUQUERQUE,NM,UNITED STATES,1,"$528,310"
ETUBICS CORPORATION,SEATTLE,WA,UNITED STATES,1,"$612,096"
EUROPEAN MOLECULAR BIOLOGY LABORATORY,HEIDELBERG,,GERMANY,9,"$12,418,248"
"EUTROPICS PHARMACEUTICALS, INC.",DORCHESTER,MA,UNITED STATES,1,"$998,807"
EVA PERON ACUTE INTERZONAL GEN HOSPITAL,BUENOS AIRES,,ARGENTINA,1,"$129,631"
"EVERGLADES BIOPHARMA, LLC",MIAMI,FL,UNITED STATES,1,"$225,000"
EVERGREEN STATE COLLEGE,OLYMPIA,WA,UNITED STATES,1,"$7,500"
"EVIDENCE-BASED PRACTICE INSTITUTE, LLC",SEATTLE,WA,UNITED STATES,1,"$821,120"
"EVORX TECHNOLOGIES, INC.",PASADENA,CA,UNITED STATES,1,"$1,144,342"
"EXARCA PHARMACEUTICALS, LLC",LEXINGTON,MA,UNITED STATES,1,"$300,000"
"EXO DYNAMICS, LLC",ANN ARBOR,MI,UNITED STATES,1,"$34,050"
"EXOCYTRONICS, LLC",COLUMBIA,MO,UNITED STATES,2,"$886,057"
"EXOTECT, LLC",HOUSTON,TX,UNITED STATES,1,"$224,576"
"EXPERIAD, LLC",HONOLULU,HI,UNITED STATES,1,"$596,861"
EXPERIMENTAL PATHOLOGY LABORATORIES,STERLING,VA,UNITED STATES,1,"$4,242,215"
EXPLORATORIUM,SAN FRANCISCO,CA,UNITED STATES,1,"$243,007"
EXPRESSION THERAPEUTICS,TUCKER,GA,UNITED STATES,1,"$224,976"
"EXQOR TECHNOLOGIES, INC.",BOSTON,MA,UNITED STATES,2,"$449,798"
EXSCIEN CORPORATION,LOUISVILLE,KY,UNITED STATES,2,"$1,834,915"
"EXTEND BIOSCIENCES, INC.",CAMBRIDGE,MA,UNITED STATES,4,"$3,285,722"
"EYEDESIS BIOSCIENCES, LLC",CHAPEL HILL,NC,UNITED STATES,1,"$225,030"
"EYENUK, INC.",WOODLAND HILLS,CA,UNITED STATES,2,"$1,012,754"
"EYEPHONE, LLC",Boston,MA,UNITED STATES,1,"$509,047"
"EYE-PREDICT, LLC",LOS ANGELES,CA,UNITED STATES,1,"$349,999"
"FACEVIEW MASK, LLC",SAN FRANCISCO,CA,UNITED STATES,1,"$222,317"
FACULTAD LATINOAMERICANA DE CIENCIAS SOCIALES,BUENOS AIRES,,ARGENTINA,1,"$272,333"
"FALCON THERAPEUTICS, INC.",CHAPEL HILL,NC,UNITED STATES,1,"$225,000"
FAMILIES OF SPINAL MUSCULAR ATROPHY,ELK GROVE VILLAGE,IL,UNITED STATES,1,"$25,000"
FAMILY HEALTH INTERNATIONAL,DURHAM,NC,UNITED STATES,5,"$41,361,390"
"FANNIN PARTNERS, LLC",HOUSTON,TX,UNITED STATES,4,"$1,016,941"
"FARUS, LLC",VISTA,CA,UNITED STATES,1,"$372,012"
"FASCURE THERAPEUTICS, LLC",LOUISVILLE,KY,UNITED STATES,1,"$224,529"
"FAST TRACK DRUGS & BIOLOGICS, LLC",GAITHERSBURG,MD,UNITED STATES,2,"$5,667,572"
FATHER FLANAGAN'S BOYS' HOME,BOYS TOWN,NE,UNITED STATES,26,"$8,779,611"
"FAUXSEE INNOVATIONS, LLC",MAGNOLIA,AR,UNITED STATES,1,"$226,023"
FAYETTEVILLE STATE UNIVERSITY,FAYETTEVILLE,NC,UNITED STATES,1,"$329,270"
FDN NATIONAL CANCER INSTITUTE (IRCCS),MILANO,,ITALY,1,"$49,950"
FEDERAL UNIVERSITY OF BAHIA,SALVADOR,,BRAZIL,1,"$340,648"
FEDERAL UNIVERSITY OF ESPIRITO SANTO,Vitoria,,BRAZIL,1,"$146,200"
FEDERATION OF AMER SOC FOR EXPER BIOLOGY,BETHESDA,MD,UNITED STATES,21,"$566,490"
FEDERATION/CLINICAL IMMUNOLOGY SOCIETIES,MILWAUKEE,WI,UNITED STATES,1,"$25,000"
FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH,MANHASSET,NY,UNITED STATES,38,"$20,555,209"
"FERROLOGIX, INC.",REDONDO BEACH,CA,UNITED STATES,1,"$150,000"
FIBRALIGN CORPORATION,UNION CITY,CA,UNITED STATES,1,"$997,783"
"FIMBRION THERAPEUTICS, INC.",SAINT LOUIS,MO,UNITED STATES,1,"$901,235"
"FIREBIRD BIOMOLECULAR SCIENCES, LLC",ALACHUA,FL,UNITED STATES,2,"$666,899"
"FIRST LIGHT BIOSCIENCES, INC.",BEDFORD,MA,UNITED STATES,1,"$879,278"
"FIRSTSTRING RESEARCH, INC.",MOUNT PLEASANT,SC,UNITED STATES,3,"$1,302,751"
"FISHER BIOSERVICES, INC.",ROCKVILLE,MD,UNITED STATES,28,"$24,434,990"
FISK UNIVERSITY,NASHVILLE,TN,UNITED STATES,2,"$295,749"
"FIVE ELEVEN PHARMA, INC.",PHILADELPHIA,PA,UNITED STATES,2,"$450,000"
"FLAG THERAPEUTICS, INC.",RALEIGH,NC,UNITED STATES,1,"$787,067"
"FLAT EARTH, INC.",BOZEMAN,MT,UNITED STATES,1,"$648,538"
FLINT REHABILITATION DEVICES,IRVINE,CA,UNITED STATES,2,"$1,614,861"
"FLOREO, INC.",WASHINGTON,DC,UNITED STATES,1,"$289,013"
FLORIDA AGRICULTURAL AND MECHANICAL UNIV,TALLAHASSEE,FL,UNITED STATES,8,"$3,817,545"
FLORIDA ASSN OF PEDIATRIC TUMOR PROG,TAMPA,FL,UNITED STATES,1,"$635,000"
FLORIDA ATLANTIC UNIVERSITY,BOCA RATON,FL,UNITED STATES,17,"$5,415,828"
FLORIDA HOSPITAL,ORLANDO,FL,UNITED STATES,1,"$613,815"
FLORIDA INSTITUTE OF TECHNOLOGY,MELBOURNE,FL,UNITED STATES,1,"$377,556"
FLORIDA INTERNATIONAL UNIVERSITY,MIAMI,FL,UNITED STATES,63,"$25,399,173"
FLORIDA STATE UNIVERSITY,TALLAHASSEE,FL,UNITED STATES,78,"$35,790,197"
"FLUGEN, INC.",MADISON,WI,UNITED STATES,1,"$746,327"
"FLYSORTER, LLC",CAMBRIDGE,MA,UNITED STATES,1,"$225,000"
"FOCALCOOL, LLC",EAST WINDSOR,NJ,UNITED STATES,1,"$204,630"
FORDHAM UNIVERSITY,BRONX,NY,UNITED STATES,7,"$1,893,410"
FORSYTH INSTITUTE,CAMBRIDGE,MA,UNITED STATES,21,"$10,081,480"
FORT LEWIS COLLEGE,DURANGO,CO,UNITED STATES,2,"$357,975"
FOUNDATION FOR ADVANCING VETERANS' HLTH,SAN ANTONIO,TX,UNITED STATES,1,"$169,314"
FOUNDATION FOR AIDS RESEARCH,NEW YORK,NY,UNITED STATES,2,"$2,114,166"
FOUNDATION FOR APPLIED MOLECULAR EVOLUTN,ALACHUA,FL,UNITED STATES,2,"$843,230"
FOUNDATION FOR PROFESSIONAL DEVELOPMENT,PRETORIA,,SOUTH AFRICA,2,"$687,277"
FOUNDATION FOR RESEARCH DEVELOPMENT,BELO HORIZONTE,,BRAZIL,1,"$142,186"
FOUNDATION FOR WORKER/VETERAN/ENVIR/HLTH,BROOKLYN,NY,UNITED STATES,1,"$55,000"
"FOX CHASE CHEMICAL DIVERSITY CENTER, INC",DOYLESTOWN,PA,UNITED STATES,7,"$4,600,962"
"FOX LEARNING SYSTEMS, INC.",PITTSBURGH,PA,UNITED STATES,1,"$149,197"
"FRAMESHIFT LABS, INC.",BOSTON,MA,UNITED STATES,3,"$556,289"
FRANKLIN AND MARSHALL COLLEGE,LANCASTER,PA,UNITED STATES,2,"$483,021"
FRAUNHOFER CENTER /MANUFACTURING INNOV,BROOKLINE,MA,UNITED STATES,1,"$396,245"
FRED HUTCHINSON CANCER RESEARCH CENTER,SEATTLE,WA,UNITED STATES,261,"$284,704,566"
FREE UNIVERSITY OF BERLIN,BERLIN,,GERMANY,2,"$386,100"
"FRIENDS RESEARCH INSTITUTE, INC.",BALTIMORE,MD,UNITED STATES,5,"$4,341,948"
"FROM THE FUTURE, LLC",DENTON,TX,UNITED STATES,1,"$186,445"
"FU ASSOCIATES, LTD.",ARLINGTON,VA,UNITED STATES,1,"$181,126"
FUDAN UNIVERSITY,SHANGHAI,,CHINA,1,"$153,225"
FUKUOKA DENTAL COLLEGE,FUKUOKA,,JAPAN,1,"$250,450"
"FUNCTION PROMOTING THERAPIES, LLC",BOSTON,MA,UNITED STATES,1,"$1,029,716"
FUNDACAO FACULDADE DE MEDICINA,SAO PAULO,,BRAZIL,3,"$1,001,857"
FUNDACAO MANHICA,MANHICA,,MOZAMBIQUE,1,"$134,933"
FUNDACAO OSWALDO CRUZ,RIO DE JANEIRO,,BRAZIL,2,"$1,543,449"
FUNDACIO PRIVADA INT D'VEST BIOMEDICA,L'HOSPITALET DE LLOBREGAT,,SPAIN,1,"$224,100"
FUNDACION INCIENSA,,,COSTA RICA,1,"$20,939,852"
FUNDACION INSTITUTO LELOIR,BUENOS AIRES,,ARGENTINA,1,"$123,120"
"FZATA, INC.",HALETHORPE,MD,UNITED STATES,2,"$1,613,279"
"GAIA MEDICAL INSTITUTE, LLC",LA JOLLA,CA,UNITED STATES,2,"$1,082,357"
"GALERA THERAPEUTICS, LLC",MALVERN,PA,UNITED STATES,1,"$224,736"
GALLAUDET UNIVERSITY,WASHINGTON,DC,UNITED STATES,2,"$406,760"
"GATEWAY BIO, INC.",DURHAM,NC,UNITED STATES,1,"$277,130"
"GATEWAY BIOTECHNOLOGY, INC.",KENT,OH,UNITED STATES,2,"$449,400"
GEISINGER CLINIC,DANVILLE,PA,UNITED STATES,12,"$6,688,839"
"GEL4MED, INC.",BRIGHTON,MA,UNITED STATES,3,"$814,871"
GENBEN LIFESCIENCES CORPORATION,SAN DIEGO,CA,UNITED STATES,1,"$133,148"
"GENECENTRIX, INC.",NEW YORK,NY,UNITED STATES,1,"$150,000"
"GENEFLUIDICS, INC.",IRWINDALE,CA,UNITED STATES,3,"$2,452,094"
"GENENDEAVOR, LLC",FREMONT,CA,UNITED STATES,1,"$50,000"
GENERAL ELECTRIC GLOBAL RESEARCH CTR,NISKAYUNA,NY,UNITED STATES,2,"$1,231,043"
"GENERAL INNOVATIONS AND GOODS, INC.",COLUMBUS,OH,UNITED STATES,1,"$500,000"
"GENERATION BIOTECH, LLC",LAWRENCEVILLE,NJ,UNITED STATES,1,"$276,252"
"GENESEARCH, INC.",BOZEMAN,MT,UNITED STATES,1,"$494,626"
"GENETAG TECHNOLOGY, INC.",ATLANTA,GA,UNITED STATES,2,"$485,222"
"GENETIC NETWORKS, LLC",MIAMI BEACH,FL,UNITED STATES,1,"$325,000"
GENETIVISION CORPORATION,HOUSTON,TX,UNITED STATES,1,"$749,865"
GENEVA FOUNDATION,Tacoma,WA,UNITED STATES,6,"$2,998,125"
"GENMA BIOSCIENCES, INC.",BELMONT,MA,UNITED STATES,1,"$150,000"
"GENNEXT TECHNOLOGIES, INC.",MONTARA,CA,UNITED STATES,1,"$224,995"
"GENOMEDESIGNS LABORATORY, LLC",RICHARDSON,TX,UNITED STATES,1,"$169,997"
"GENOMENON, INC.",Ann Arbor,MI,UNITED STATES,1,"$224,417"
"GENOMICS USA, INC.",TUCSON,AZ,UNITED STATES,1,"$1,328,325"
"GENTEGRA, LLC",PLEASANTON,CA,UNITED STATES,1,"$909,182"
"GENTUITY, LLC",SUDBURY,MA,UNITED STATES,2,"$180,000"
"GENVEC, INC.",GAITHERSBURG,MD,UNITED STATES,1,"$215,085"
GEORGE INSTITUTE CHINA,BEJING,,CHINA,1,"$299,764"
GEORGE MASON UNIVERSITY,FAIRFAX,VA,UNITED STATES,22,"$6,036,885"
GEORGE WASHINGTON UNIVERSITY,WASHINGTON,DC,UNITED STATES,87,"$104,090,173"
GEORGETOWN UNIVERSITY,WASHINGTON,DC,UNITED STATES,105,"$50,009,446"
GEORGIA INSTITUTE OF TECHNOLOGY,ATLANTA,GA,UNITED STATES,96,"$34,102,208"
GEORGIA SOUTHERN UNIVERSITY,STATESBORO,GA,UNITED STATES,1,"$70,000"
GEORGIA STATE UNIVERSITY,ATLANTA,GA,UNITED STATES,83,"$34,308,615"
"GEOVAX, INC.",SMYRNA,GA,UNITED STATES,2,"$958,159"
GERONTOLOGICAL SOCIETY OF AMERICA,WASHINGTON,DC,UNITED STATES,1,"$30,000"
GHESKIO CENTER,PORT-AU-PRINCE,,HAITI,1,"$1,030,670"
"GIGAGEN, INC.",SOUTH SAN FRANCISCO,CA,UNITED STATES,3,"$2,230,236"
"GINER, INC.",NEWTON,MA,UNITED STATES,2,"$449,935"
"GISMO THERAPEUTICS, INC.",HOWARD BEACH,NY,UNITED STATES,2,"$1,075,603"
"GLOBAL BIOLOGICAL STANDARDS INSTITUTE, L",WASHINGTON,DC,UNITED STATES,2,"$492,469"
"GLUCOSENTIENT, INC.",CHAMPAIGN,IL,UNITED STATES,1,"$223,500"
"GLYCAN THERAPEUTICS, LLC",CHAPEL HILL,NC,UNITED STATES,3,"$1,068,309"
"GLYCOBAC, LLC",LARAMIE,WY,UNITED STATES,1,"$493,407"
"GLYCOBIA, INC.",ITHACA,NY,UNITED STATES,1,"$150,000"
"GLYCOMANTRA, INC.",ALDIE,VA,UNITED STATES,1,"$298,517"
"GLYCOMIRA, LLC",SALT LAKE CITY,UT,UNITED STATES,1,"$381,446"
"GLYCOSCIENTIFIC, LLC",ATHENS,GA,UNITED STATES,1,"$349,999"
"GLYCOSENSORS AND DIAGNOSTICS, LLC",ATHENS,GA,UNITED STATES,3,"$653,744"
"GLYCOT THERAPEUTICS, LLC",ELLICOTT CITY,MD,UNITED STATES,1,"$218,846"
"GLYMPSE BIO, INC.",CAMBRIDGE,MA,UNITED STATES,1,"$224,659"
"GOALISTICS, LLC",TEMPE,AZ,UNITED STATES,1,"$225,473"
"GODX, INC.",MADISON,WI,UNITED STATES,1,"$299,726"
"GOLDEN HELIX, INC.",BOZEMAN,MT,UNITED STATES,1,"$149,956"
GORDON RESEARCH CONFERENCES,WEST KINGSTON,RI,UNITED STATES,87,"$1,328,360"
GOTEBORG UNIVERSITY,Gothenburg,,SWEDEN,2,"$751,072"
GOVERNORS STATE UNIVERSITY,UNIVERSITY PARK,IL,UNITED STATES,2,"$226,468"
GRADUATE SCHOOL OF PUBLIC HEALTH AND HEALTH POLICY,NEW YORK,NY,UNITED STATES,7,"$3,221,944"
GRAMBLING STATE UNIVERSITY,GRAMBLING,LA,UNITED STATES,1,"$176,861"
GRAYMATTER RESEARCH,BOZEMAN,MT,UNITED STATES,1,"$232,418"
GREAT LAKES NEUROTECHNOLOGIES,VALLEY VIEW,OH,UNITED STATES,1,"$673,156"
GREENVILLE HEALTH SYSTEM,GREENVILLE,SC,UNITED STATES,1,"$1,328,710"
"GRYPHON SCIENTIFIC, LLC",TAKOMA PARK,MD,UNITED STATES,1,"$590,866"
"GUILD ASSOCIATES, INC.",DUBLIN,OH,UNITED STATES,2,"$514,153"
GUTTMACHER INSTITUTE,NEW YORK,NY,UNITED STATES,3,"$574,862"
H. LEE MOFFITT CANCER CTR & RES INST,TAMPA,FL,UNITED STATES,70,"$31,267,129"
HACKENSACK UNIVERSITY MEDICAL CENTER,HACKENSACK,NJ,UNITED STATES,2,"$739,920"
"HAFION, LLC",LAWRENCE,KS,UNITED STATES,1,"$224,992"
"HAGER SHARP, INC.",WASHINGTON,DC,UNITED STATES,1,"$53,106"
"HALCYON BIOMEDICAL, INC.",FRIENDSWOOD,TX,UNITED STATES,1,"$499,906"
HAMPTON UNIVERSITY,HAMPTON,VA,UNITED STATES,5,"$3,640,924"
HANOI MEDICAL UNIVERSITY,HANOI,,VIETNAM,1,"$49,680"
"HAPPY PEOPLE GAMES, LLC",NYACK,NY,UNITED STATES,1,"$225,000"
"HARPOON MEDICAL, INC.",BALTIMORE,MD,UNITED STATES,1,"$500,128"
HARTFORD HOSPITAL,HARTFORD,CT,UNITED STATES,3,"$1,435,460"
HARVARD MEDICAL SCHOOL,BOSTON,MA,UNITED STATES,415,"$213,715,633"
"HARVARD PILGRIM HEALTH CARE, INC.",BOSTON,MA,UNITED STATES,14,"$8,926,982"
HARVARD SCHOOL OF PUBLIC HEALTH,BOSTON,MA,UNITED STATES,192,"$127,640,164"
HARVARD UNIVERSITY,CAMBRIDGE,MA,UNITED STATES,141,"$68,731,183"
"HASKINS LABORATORIES, INC.",NEW HAVEN,CT,UNITED STATES,7,"$3,284,668"
"HASTINGS CENTER, INC.",GARRISON,NY,UNITED STATES,1,"$379,382"
HAUPTMAN-WOODWARD MEDICAL RESEARCH INST,BUFFALO,NY,UNITED STATES,4,"$1,762,125"
"HAWAII BIOTECH, INC.",HONOLULU,HI,UNITED STATES,2,"$1,900,303"
